"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ALB","DTW","1084","12886","262","24"
"ALB","EWR","1353","31410","476","35"
"ALB","JFK","46","1866","25","54"
"ALB","LAS","365","-3330","24","6"
"ALB","LGA","2","174","2","100"
"ALB","MCO","1105","-2193","143","12"
"ALB","MDW","728","3302","119","16"
"ALB","MSP","358","3614","84","23"
"ALB","ORD","1911","28919","534","27"
"ALB","PHL","363","1538","69","19"
"ALB","TPA","365","-1954","47","12"
"ALO","MSP","300","3832","43","14"
"AMA","ABQ","633","4217","99","15"
"AMA","DAL","2690","19656","463","17"
"AMA","DEN","116","1144","26","22"
"AMA","DFW","2944","32872","623","21"
"AMA","IAH","794","4516","124","15"
"AMA","LAS","365","1797","72","19"
"ANC","ADK","60","376","16","26"
"ANC","ADQ","691","2901","117","16"
"ANC","AKN","192","2543","51","26"
"ANC","ATL","109","3113","62","56"
"ANC","BET","1044","6006","191","18"
"ANC","CDV","363","4532","94","25"
"ANC","CVG","96","1028","21","21"
"ANC","DEN","536","1610","92","17"
"ANC","DFW","152","3988","49","32"
"ANC","DLG","137","894","25","18"
"ANC","DTW","75","-536","6","8"
"ANC","FAI","3451","22704","697","20"
"ANC","HNL","23","-307","1","4"
"ANC","IAH","261","6580","102","39"
"ANC","JNU","1179","15136","319","27"
"ANC","KOA","15","223","5","33"
"ANC","LAS","250","4282","81","32"
"ANC","LAX","343","3303","107","31"
"ANC","MSP","818","7463","174","21"
"ANC","OGG","69","1004","24","34"
"ANC","OME","362","2484","75","20"
"ANC","ORD","565","3724","136","24"
"ANC","OTZ","726","8117","176","24"
"ANC","PDX","582","3038","125","21"
"ANC","PHX","364","2714","89","24"
"ANC","SCC","363","5347","97","26"
"ANC","SEA","6291","55028","1524","24"
"ANC","SFO","174","1606","59","33"
"ANC","SLC","464","1888","70","15"
"APF","ATL","555","9154","155","27"
"ASE","DEN","3793","21571","714","18"
"ASE","LAX","269","5188","98","36"
"ASE","ORD","252","13072","119","47"
"ASE","PHX","137","1996","38","27"
"ASE","SFO","99","2527","39","39"
"ASE","SLC","755","8239","190","25"
"ATL","ABE","1012","19908","353","34"
"ATL","ABQ","1149","10738","307","26"
"ATL","ABY","1309","19665","382","29"
"ATL","ACY","610","12970","227","37"
"ATL","AEX","1092","21722","377","34"
"ATL","AGS","2232","50811","847","37"
"ATL","ALB","1414","32623","562","39"
"ATL","ANC","109","2863","55","50"
"ATL","APF","554","8836","179","32"
"ATL","ATW","1010","18090","345","34"
"ATL","AUS","2061","14551","472","22"
"ATL","AVL","1622","31552","573","35"
"ATL","AVP","777","17392","308","39"
"ATL","AZO","287","3218","79","27"
"ATL","BDL","2145","13732","403","18"
"ATL","BGM","227","155","45","19"
"ATL","BGR","499","12678","210","42"
"ATL","BHM","2614","26293","606","23"
"ATL","BMI","1612","14927","406","25"
"ATL","BNA","2565","27334","608","23"
"ATL","BOI","144","2625","59","40"
"ATL","BOS","5702","43088","1251","21"
"ATL","BQK","993","18243","322","32"
"ATL","BQN","9","-113","1","11"
"ATL","BTR","2373","53399","903","38"
"ATL","BTV","607","13294","208","34"
"ATL","BUF","3721","29646","811","21"
"ATL","BWI","5500","56313","1307","23"
"ATL","BZN","61","296","10","16"
"ATL","CAE","2261","40030","767","33"
"ATL","CAK","3236","36561","857","26"
"ATL","CHA","1853","39661","634","34"
"ATL","CHO","971","16968","303","31"
"ATL","CHS","4134","40385","891","21"
"ATL","CID","514","10660","189","36"
"ATL","CLE","3101","36188","789","25"
"ATL","CLT","6000","55924","1349","22"
"ATL","CMH","1001","9944","226","22"
"ATL","COS","604","7064","159","26"
"ATL","CRP","626","11923","224","35"
"ATL","CRW","1529","30383","548","35"
"ATL","CSG","1399","27539","501","35"
"ATL","CVG","2730","28878","636","23"
"ATL","DAB","2888","25718","605","20"
"ATL","DAY","3654","27398","757","20"
"ATL","DCA","6588","68172","1436","21"
"ATL","DEN","5981","36213","1280","21"
"ATL","DFW","9863","91879","2268","22"
"ATL","DHN","1635","29423","528","32"
"ATL","DSM","1251","23711","427","34"
"ATL","DTW","6083","58904","1383","22"
"ATL","EGE","110","-23","20","18"
"ATL","ELP","700","2449","133","19"
"ATL","ERI","463","9021","154","33"
"ATL","EVV","1419","22396","447","31"
"ATL","EWN","601","8832","178","29"
"ATL","EWR","7922","164158","2800","35"
"ATL","EYW","1054","18222","353","33"
"ATL","FAY","2183","44621","774","35"
"ATL","FCA","21","-171","1","4"
"ATL","FLL","7530","68641","1768","23"
"ATL","FLO","656","14225","232","35"
"ATL","FNT","3177","36372","810","25"
"ATL","FSD","349","4180","101","28"
"ATL","FSM","390","6871","124","31"
"ATL","FWA","970","16629","313","32"
"ATL","GNV","1928","52748","811","42"
"ATL","GPT","2511","26368","670","26"
"ATL","GRB","326","6204","118","36"
"ATL","GRK","785","13754","262","33"
"ATL","GRR","1465","29624","547","37"
"ATL","GSO","2692","43158","796","29"
"ATL","GSP","2188","20327","527","24"
"ATL","GTR","1006","15265","313","31"
"ATL","HDN","108","598","22","20"
"ATL","HHH","996","28408","438","43"
"ATL","HNL","610","3441","152","24"
"ATL","HOU","3813","25999","885","23"
"ATL","HPN","2755","44520","824","29"
"ATL","HSV","1918","29080","561","29"
"ATL","HTS","66","320","15","22"
"ATL","IAD","5409","53335","1180","21"
"ATL","IAH","4998","34979","1084","21"
"ATL","ICT","3166","45930","969","30"
"ATL","ILG","452","4961","131","28"
"ATL","ILM","2060","40761","737","35"
"ATL","IND","3386","26743","694","20"
"ATL","ISO","8","64","2","25"
"ATL","ISP","667","17694","283","42"
"ATL","JAC","98","1239","27","27"
"ATL","JAN","2386","29664","653","27"
"ATL","JAX","5621","40378","1088","19"
"ATL","JFK","1465","28355","600","40"
"ATL","LAN","289","6644","102","35"
"ATL","LAS","4764","33622","1158","24"
"ATL","LAX","5415","40447","1346","24"
"ATL","LEX","1557","18526","419","26"
"ATL","LFT","1075","21125","376","34"
"ATL","LGA","10235","182642","3534","34"
"ATL","LIT","2195","34073","652","29"
"ATL","LWB","188","1933","56","29"
"ATL","LYH","877","13198","270","30"
"ATL","MCI","4095","28075","787","19"
"ATL","MCN","988","23547","351","35"
"ATL","MCO","9430","86461","2101","22"
"ATL","MDT","1792","38185","666","37"
"ATL","MDW","4466","52590","1144","25"
"ATL","MEI","679","15803","263","38"
"ATL","MEM","5466","46355","1159","21"
"ATL","MFE","678","12745","257","37"
"ATL","MGM","2395","56087","874","36"
"ATL","MHT","1163","25479","451","38"
"ATL","MIA","6800","62089","1557","22"
"ATL","MKE","3624","52712","1113","30"
"ATL","MLB","1800","23449","493","27"
"ATL","MLI","2151","22806","565","26"
"ATL","MLU","1313","23374","443","33"
"ATL","MOB","2162","39526","711","32"
"ATL","MSN","673","14819","250","37"
"ATL","MSP","5919","47838","1330","22"
"ATL","MSY","4669","26954","852","18"
"ATL","MTH","127","1313","29","22"
"ATL","MTJ","18","169","5","27"
"ATL","MYR","2178","65838","1038","47"
"ATL","OAJ","1139","22093","377","33"
"ATL","OAK","620","4054","156","25"
"ATL","OGG","1","26","1","100"
"ATL","OKC","1737","25044","544","31"
"ATL","OMA","2009","41408","729","36"
"ATL","ONT","996","5646","202","20"
"ATL","ORD","7526","100616","2023","26"
"ATL","ORF","2467","23598","530","21"
"ATL","PBI","4435","31666","911","20"
"ATL","PDX","1201","9905","290","24"
"ATL","PFN","2342","55482","927","39"
"ATL","PHF","3187","28757","717","22"
"ATL","PHL","6285","79099","1731","27"
"ATL","PHX","4438","18634","952","21"
"ATL","PIA","968","18426","339","35"
"ATL","PIT","4492","35617","971","21"
"ATL","PNS","4510","52275","1164","25"
"ATL","PSP","95","157","17","17"
"ATL","PVD","1512","28856","532","35"
"ATL","PWM","1046","20078","385","36"
"ATL","RDU","5250","35824","989","18"
"ATL","RIC","4384","38032","951","21"
"ATL","RNO","269","3469","84","31"
"ATL","ROA","1321","21551","423","32"
"ATL","ROC","2580","27387","647","25"
"ATL","RSW","4218","34553","923","21"
"ATL","SAN","2489","20586","640","25"
"ATL","SAT","2317","26997","595","25"
"ATL","SAV","4450","34445","919","20"
"ATL","SBN","1193","20059","417","34"
"ATL","SCE","206","5073","73","35"
"ATL","SDF","2547","29203","688","27"
"ATL","SEA","2557","25144","773","30"
"ATL","SFO","3595","24591","906","25"
"ATL","SGF","1074","17663","346","32"
"ATL","SHV","2081","39841","714","34"
"ATL","SJC","738","2654","156","21"
"ATL","SJU","1273","7646","271","21"
"ATL","SLC","2862","14602","560","19"
"ATL","SMF","997","6270","233","23"
"ATL","SNA","1307","1858","226","17"
"ATL","SOP","193","6295","84","43"
"ATL","SRQ","3373","26433","681","20"
"ATL","STL","3351","37256","813","24"
"ATL","STT","348","1556","60","17"
"ATL","STX","109","268","11","10"
"ATL","SWF","1677","35755","625","37"
"ATL","SYR","1625","24646","495","30"
"ATL","TLH","2304","28877","635","27"
"ATL","TOL","693","12599","213","30"
"ATL","TPA","7078","68699","1591","22"
"ATL","TRI","1151","20491","382","33"
"ATL","TTN","156","1917","33","21"
"ATL","TUL","2014","35089","663","32"
"ATL","TUP","604","8532","164","27"
"ATL","TUS","763","6277","188","24"
"ATL","TVC","11","-26","1","9"
"ATL","TYS","2332","21529","573","24"
"ATL","VLD","1057","19173","376","35"
"ATL","VPS","2810","55537","1007","35"
"ATL","XNA","1962","29236","600","30"
"ATW","ATL","1007","9431","227","22"
"ATW","CVG","907","7630","192","21"
"ATW","DTW","914","4452","161","17"
"ATW","MSP","740","4017","101","13"
"ATW","ORD","2610","40047","682","26"
"AUS","ABQ","415","-2636","39","9"
"AUS","ATL","2048","15516","396","19"
"AUS","BNA","1042","-2504","79","7"
"AUS","BOS","350","3558","80","22"
"AUS","BWI","729","673","99","13"
"AUS","CLE","602","654","69","11"
"AUS","CRP","304","919","43","14"
"AUS","CVG","816","7601","186","22"
"AUS","DAL","6083","45875","1009","16"
"AUS","DEN","2437","11526","390","16"
"AUS","DFW","5399","54925","990","18"
"AUS","DTW","288","4929","62","21"
"AUS","ELP","1361","6350","224","16"
"AUS","EWR","943","20896","354","37"
"AUS","HOU","2623","20007","489","18"
"AUS","HRL","365","1855","58","15"
"AUS","IAD","731","7943","174","23"
"AUS","IAH","3760","28082","652","17"
"AUS","JAX","441","369","60","13"
"AUS","JFK","1140","16373","324","28"
"AUS","LAS","1291","-697","176","13"
"AUS","LAX","1426","964","205","14"
"AUS","LBB","717","3690","116","16"
"AUS","MAF","681","1877","84","12"
"AUS","MCI","662","4117","117","17"
"AUS","MCO","365","-1042","32","8"
"AUS","MDW","658","570","77","11"
"AUS","MEM","1085","4956","151","13"
"AUS","MSP","699","10796","196","28"
"AUS","MSY","442","-75","49","11"
"AUS","OKC","441","-42","44","9"
"AUS","ONT","725","-4697","64","8"
"AUS","ORD","2612","35410","685","26"
"AUS","PHX","2806","5319","392","13"
"AUS","RDU","445","3519","89","20"
"AUS","SAN","709","-3783","71","10"
"AUS","SEA","246","2224","51","20"
"AUS","SFO","365","-277","46","12"
"AUS","SJC","1030","8702","207","20"
"AUS","SLC","677","743","103","15"
"AUS","SNA","116","277","15","12"
"AUS","STL","264","4652","77","29"
"AUS","TPA","366","2924","93","25"
"AUS","TUL","371","-528","27","7"
"AUS","TUS","470","-2824","35","7"
"AVL","ATL","1622","33710","521","32"
"AVL","CVG","155","610","24","15"
"AVL","DTW","687","4375","121","17"
"AVL","EWR","580","17335","246","42"
"AVL","IAH","365","-748","51","13"
"AVL","MSP","364","2148","57","15"
"AVP","ATL","777","14743","250","32"
"AVP","BUF","1","195","1","100"
"AVP","CVG","735","3792","134","18"
"AVP","DTW","702","8769","162","23"
"AVP","JFK","7","542","7","100"
"AVP","LGA","2","110","1","50"
"AVP","ORD","664","10179","149","22"
"AVP","PHL","1","80","1","100"
"AZO","ATL","288","2125","69","23"
"AZO","CVG","400","751","56","14"
"AZO","DTW","1365","12427","244","17"
"AZO","MKE","1","42","1","100"
"AZO","MSP","332","819","33","9"
"AZO","ORD","2735","38216","682","24"
"BDL","ATL","2149","13678","421","19"
"BDL","BNA","366","1023","60","16"
"BDL","BOS","1","26","1","100"
"BDL","BWI","3120","26859","595","19"
"BDL","CLE","1060","4498","171","16"
"BDL","CLT","1712","20144","508","29"
"BDL","CVG","1337","1914","170","12"
"BDL","DCA","1071","2426","193","18"
"BDL","DEN","305","1060","54","17"
"BDL","DFW","1090","12053","280","25"
"BDL","DTW","1693","21200","376","22"
"BDL","EWR","1374","31615","502","36"
"BDL","FLL","663","6327","143","21"
"BDL","IAD","1371","6815","231","16"
"BDL","IAH","228","836","44","19"
"BDL","IND","596","4505","104","17"
"BDL","JFK","419","4052","104","24"
"BDL","LAS","365","-2840","38","10"
"BDL","LAX","270","2411","64","23"
"BDL","MCO","1907","-276","261","13"
"BDL","MDW","1054","4692","167","15"
"BDL","MIA","365","-364","35","9"
"BDL","MKE","486","5781","144","29"
"BDL","MSP","1043","7328","224","21"
"BDL","ORD","4005","54722","1121","27"
"BDL","PBI","350","1577","54","15"
"BDL","PHL","854","10277","233","27"
"BDL","PHX","300","-479","55","18"
"BDL","RDU","1191","4276","204","17"
"BDL","RSW","133","2955","51","38"
"BDL","SJU","365","4125","54","14"
"BDL","TPA","1382","115","199","14"
"BET","ANC","1044","8846","240","22"
"BFL","DEN","118","1464","38","32"
"BFL","IAH","328","1811","52","15"
"BFL","LAS","278","4526","74","26"
"BFL","LAX","1201","-314","130","10"
"BFL","PHX","1052","3598","163","15"
"BFL","SAN","350","-1895","26","7"
"BFL","SFO","1066","12749","273","25"
"BFL","SLC","688","-1726","60","8"
"BFL","SMF","114","-579","4","3"
"BGM","ATL","229","2922","58","25"
"BGM","DTW","719","6862","128","17"
"BGM","JFK","18","21","4","22"
"BGR","ATL","500","8417","154","30"
"BGR","BOS","1326","7409","217","16"
"BGR","CVG","685","5359","145","21"
"BGR","DTW","798","7549","188","23"
"BGR","EWR","432","19675","229","53"
"BGR","LGA","339","5808","81","23"
"BGR","MSP","11","32","1","9"
"BHM","ATL","2610","21334","519","19"
"BHM","AUS","3","185","3","100"
"BHM","BNA","698","4184","98","14"
"BHM","BWI","1058","4883","153","14"
"BHM","CLT","752","6099","130","17"
"BHM","CVG","884","2806","144","16"
"BHM","DAL","648","3721","135","20"
"BHM","DEN","857","8948","237","27"
"BHM","DFW","1390","12325","261","18"
"BHM","DTW","1052","9315","240","22"
"BHM","EWR","623","8205","164","26"
"BHM","HOU","729","2311","126","17"
"BHM","IAD","365","4580","91","24"
"BHM","IAH","2349","11679","441","18"
"BHM","JAX","365","2571","74","20"
"BHM","LAS","366","-2697","28","7"
"BHM","LGA","936","16021","342","36"
"BHM","MCO","913","6936","170","18"
"BHM","MDW","724","5676","121","16"
"BHM","MEM","1058","3389","133","12"
"BHM","MSY","525","-1222","43","8"
"BHM","ORD","1779","44384","641","36"
"BHM","PHX","365","290","64","17"
"BHM","RDU","463","-1197","45","9"
"BHM","SDF","709","2040","87","12"
"BHM","SLC","163","5182","79","48"
"BHM","STL","365","-1455","10","2"
"BHM","TPA","785","5669","143","18"
"BIL","DEN","1711","13264","322","18"
"BIL","MSP","821","5776","120","14"
"BIL","ORD","103","1651","27","26"
"BIL","SFO","13","186","5","38"
"BIL","SLC","2044","10488","294","14"
"BIS","DEN","1287","6500","235","18"
"BIS","MSP","1867","17391","376","20"
"BJI","MSP","128","1523","29","22"
"BLI","SLC","586","-1492","56","9"
"BMI","ATL","1611","12403","320","19"
"BMI","LAS","80","-455","8","10"
"BMI","MCO","207","1318","41","19"
"BMI","ORD","2321","32208","538","23"
"BNA","ATL","2561","20298","514","20"
"BNA","AUS","1050","5694","193","18"
"BNA","BDL","365","2268","85","23"
"BNA","BHM","693","5767","140","20"
"BNA","BOS","414","6038","119","28"
"BNA","BWI","2736","7716","418","15"
"BNA","CLE","1570","11334","343","21"
"BNA","CLT","1721","7366","319","18"
"BNA","CMH","703","4225","133","18"
"BNA","CVG","1138","4768","166","14"
"BNA","DCA","1377","120","174","12"
"BNA","DEN","2333","21593","511","21"
"BNA","DFW","2874","22038","546","18"
"BNA","DTW","3091","31179","617","19"
"BNA","EWR","1713","30691","525","30"
"BNA","FLL","730","1765","113","15"
"BNA","HOU","1707","5041","289","16"
"BNA","IAD","1319","18280","326","24"
"BNA","IAH","2715","19203","566","20"
"BNA","JAX","1403","13089","325","23"
"BNA","JFK","1900","29403","502","26"
"BNA","LAS","1444","-8576","145","10"
"BNA","LAX","1450","-3328","188","12"
"BNA","LGA","1037","19482","375","36"
"BNA","MCI","1363","8546","251","18"
"BNA","MCO","1759","4082","245","13"
"BNA","MDW","2794","29519","554","19"
"BNA","MEM","1071","5632","156","14"
"BNA","MIA","730","5812","130","17"
"BNA","MSP","952","8853","194","20"
"BNA","MSY","732","8653","163","22"
"BNA","OAK","365","-1660","49","13"
"BNA","ONT","365","-467","56","15"
"BNA","ORD","4257","72886","1241","29"
"BNA","PHL","995","6767","214","21"
"BNA","PHX","1427","-9968","136","9"
"BNA","PVD","366","3552","86","23"
"BNA","RDU","1692","9916","322","19"
"BNA","SAN","729","-3074","101","13"
"BNA","SAT","707","2971","140","19"
"BNA","SEA","365","1563","93","25"
"BNA","SLC","323","4027","106","32"
"BNA","STL","267","-422","21","7"
"BNA","TPA","1756","7835","271","15"
"BOI","ATL","144","26","12","8"
"BOI","DEN","1840","16908","371","20"
"BOI","GEG","1043","1559","112","10"
"BOI","LAS","731","1185","81","11"
"BOI","LAX","908","6184","185","20"
"BOI","MSP","791","4892","132","16"
"BOI","OAK","722","-37","75","10"
"BOI","ONT","531","-1373","54","10"
"BOI","ORD","807","13529","209","25"
"BOI","PDX","1022","1864","119","11"
"BOI","PHX","789","2574","117","14"
"BOI","RNO","1040","2118","106","10"
"BOI","SAN","464","2477","70","15"
"BOI","SEA","1404","5141","229","16"
"BOI","SFO","2131","25522","524","24"
"BOI","SLC","3732","17041","513","13"
"BOS","ATL","5704","51732","1356","23"
"BOS","AUS","351","-2958","44","12"
"BOS","BGR","1319","24406","443","33"
"BOS","BNA","369","6663","141","38"
"BOS","BUF","1023","11384","224","21"
"BOS","BWI","5684","76321","1441","25"
"BOS","CAK","567","7874","129","22"
"BOS","CHS","360","4200","98","27"
"BOS","CLE","1362","10797","247","18"
"BOS","CLT","3384","47221","1124","33"
"BOS","CMH","1166","16681","333","28"
"BOS","CVG","1839","8649","317","17"
"BOS","DAY","119","1432","28","23"
"BOS","DCA","9371","73631","2136","22"
"BOS","DEN","2445","23667","617","25"
"BOS","DFW","3150","24736","748","23"
"BOS","DTW","2504","28552","612","24"
"BOS","EWR","4207","108807","1639","38"
"BOS","FLL","2560","19487","538","21"
"BOS","GSO","492","8550","162","32"
"BOS","IAD","5111","52865","1131","22"
"BOS","IAH","1884","23449","551","29"
"BOS","IND","926","11595","229","24"
"BOS","JAX","681","9332","222","32"
"BOS","JFK","8123","182688","2787","34"
"BOS","LAS","1717","21214","537","31"
"BOS","LAX","2766","26171","773","27"
"BOS","LGA","12263","112228","2871","23"
"BOS","LGB","821","-1886","106","12"
"BOS","MCO","3666","7755","623","16"
"BOS","MDW","1053","15811","316","30"
"BOS","MEM","971","10447","199","20"
"BOS","MIA","1943","18153","446","22"
"BOS","MSP","1652","14118","384","23"
"BOS","MSY","3","177","2","66"
"BOS","MYR","74","1316","22","29"
"BOS","OAK","523","346","88","16"
"BOS","ORD","7388","96533","2007","27"
"BOS","ORF","474","10841","173","36"
"BOS","PBI","1462","8448","303","20"
"BOS","PDX","114","580","30","26"
"BOS","PHF","924","12696","227","24"
"BOS","PHL","6086","135874","2313","38"
"BOS","PHX","1211","6589","320","26"
"BOS","PIT","1511","18507","406","26"
"BOS","RDU","4013","28662","860","21"
"BOS","RIC","656","3441","116","17"
"BOS","ROC","5","58","1","20"
"BOS","RSW","1672","5826","323","19"
"BOS","SAN","551","4832","148","26"
"BOS","SAV","326","3081","84","25"
"BOS","SDF","107","1629","32","29"
"BOS","SEA","960","15355","369","38"
"BOS","SFO","2618","28199","769","29"
"BOS","SJC","364","-126","61","16"
"BOS","SJU","1375","2412","206","14"
"BOS","SLC","710","3259","141","19"
"BOS","SRQ","9","178","2","22"
"BOS","STL","1100","3482","203","18"
"BOS","STT","97","-13","8","8"
"BOS","TPA","1785","8981","349","19"
"BOS","TTN","649","14332","267","41"
"BPT","IAH","364","882","30","8"
"BQK","ATL","993","13244","229","23"
"BQN","EWR","365","2824","58","15"
"BQN","JFK","640","106","77","12"
"BQN","MCO","365","2773","69","18"
"BRO","IAH","1593","6712","229","14"
"BRW","ANC","210","2479","53","25"
"BRW","FAI","363","6742","140","38"
"BRW","SCC","153","1307","27","17"
"BTM","SLC","819","1124","91","11"
"BTR","ATL","2364","51419","727","30"
"BTR","CVG","364","4160","70","19"
"BTR","DCA","324","3883","93","28"
"BTR","DFW","3194","36649","729","22"
"BTR","IAH","2664","17497","463","17"
"BTR","MEM","1071","8042","166","15"
"BTR","ORD","365","8095","121","33"
"BTV","ATL","607","8564","196","32"
"BTV","CLE","606","1962","110","18"
"BTV","CVG","360","3947","85","23"
"BTV","DTW","825","7423","195","23"
"BTV","EWR","1435","35046","513","35"
"BTV","JFK","2131","39732","677","31"
"BTV","MSP","73","390","13","17"
"BTV","ORD","1014","13531","228","22"
"BTV","PHL","187","2850","56","29"
"BUF","ATL","3722","21241","697","18"
"BUF","BOS","1023","5466","159","15"
"BUF","BWI","2407","19444","396","16"
"BUF","CLE","948","16443","281","29"
"BUF","CLT","1410","9465","351","24"
"BUF","CVG","479","9361","194","40"
"BUF","DCA","311","335","37","11"
"BUF","DTW","1492","11105","284","19"
"BUF","EWR","1802","36266","528","29"
"BUF","FLL","70","111","12","17"
"BUF","IAD","827","15890","238","28"
"BUF","JFK","4205","86463","1306","31"
"BUF","LAS","365","-1566","38","10"
"BUF","MCO","1443","902","208","14"
"BUF","MDW","1080","3558","150","13"
"BUF","MSP","213","2300","53","24"
"BUF","ORD","3400","53904","936","27"
"BUF","PHL","697","11637","262","37"
"BUF","PHX","366","-386","57","15"
"BUF","TPA","422","1551","66","15"
"BUR","DEN","1344","3667","197","14"
"BUR","DFW","1668","13854","321","19"
"BUR","JFK","1615","15767","371","22"
"BUR","LAS","4967","35617","891","17"
"BUR","OAK","5602","25617","808","14"
"BUR","PDX","65","565","11","16"
"BUR","PHX","5183","15025","689","13"
"BUR","SEA","1555","18384","396","25"
"BUR","SFO","2674","33419","670","25"
"BUR","SJC","3314","11693","425","12"
"BUR","SLC","1342","8640","273","20"
"BUR","SMF","3687","21076","570","15"
"BWI","ABE","1","80","1","100"
"BWI","ABQ","365","114","49","13"
"BWI","ALB","2421","25407","529","21"
"BWI","ATL","5488","38782","1047","19"
"BWI","AUS","729","-359","130","17"
"BWI","AVP","1","140","1","100"
"BWI","BDL","3101","32056","631","20"
"BWI","BHM","1085","5377","202","18"
"BWI","BNA","2688","9229","445","16"
"BWI","BOS","5698","70672","1475","25"
"BWI","BUF","2416","21981","456","18"
"BWI","CLE","2968","28234","603","20"
"BWI","CLT","3814","34782","959","25"
"BWI","CMH","1740","11253","283","16"
"BWI","CVG","1497","15639","339","22"
"BWI","DAB","90","-640","5","5"
"BWI","DAY","948","8606","190","20"
"BWI","DEN","2716","25291","647","23"
"BWI","DFW","2718","35762","727","26"
"BWI","DTW","3497","22786","605","17"
"BWI","EWR","1447","22899","455","31"
"BWI","FLL","2894","14052","571","19"
"BWI","HOU","1407","6157","280","19"
"BWI","IAH","1729","4688","249","14"
"BWI","IND","1026","5763","164","15"
"BWI","ISP","2992","24792","537","17"
"BWI","JAN","715","-1953","96","13"
"BWI","JAX","1073","8017","219","20"
"BWI","JFK","902","21795","353","39"
"BWI","LAS","1760","-1718","294","16"
"BWI","LAX","1250","4344","261","20"
"BWI","LGA","1","100","1","100"
"BWI","LIT","365","1468","57","15"
"BWI","MCI","1067","6564","205","19"
"BWI","MCO","4994","18363","836","16"
"BWI","MDW","2798","21768","525","18"
"BWI","MEM","882","9022","190","21"
"BWI","MHT","3867","42753","873","22"
"BWI","MIA","1029","12736","245","23"
"BWI","MKE","1064","17940","328","30"
"BWI","MSP","1069","10591","243","22"
"BWI","MSY","365","-1557","37","10"
"BWI","OAK","276","-6284","13","4"
"BWI","OKC","150","568","34","22"
"BWI","ORD","3923","57033","1018","25"
"BWI","ORF","1752","13741","315","17"
"BWI","PBI","1464","-2905","201","13"
"BWI","PHL","678","10744","231","34"
"BWI","PHX","2457","5228","475","19"
"BWI","PIT","886","5448","157","17"
"BWI","PVD","4205","36399","791","18"
