"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","SEA","731","16282","340","46"
"ATL","SFO","2193","49469","933","42"
"ATL","SHV","1094","7008","190","17"
"ATL","SJU","1800","32982","683","37"
"ATL","SLC","2927","46707","1100","37"
"ATL","SNA","364","6783","154","42"
"ATL","SRQ","1919","17058","416","21"
"ATL","STL","5014","46202","1166","23"
"ATL","STT","641","8871","192","29"
"ATL","SWF","727","7143","168","23"
"ATL","SYR","728","7067","171","23"
"ATL","TLH","2549","20252","483","18"
"ATL","TOL","730","11675","245","33"
"ATL","TPA","3441","58118","1091","31"
"ATL","TUL","1458","21033","442","30"
"ATL","TYS","3282","26079","658","20"
"AUS","ATL","1458","6724","253","17"
"AUS","BNA","365","-730","31","8"
"AUS","BOS","15","-139","2","13"
"AUS","CVG","360","3051","75","20"
"AUS","DAL","4671","32415","674","14"
"AUS","DEN","1093","3853","125","11"
"AUS","DFW","6799","50165","1033","15"
"AUS","ELP","1494","10483","263","17"
"AUS","HOU","3709","15405","425","11"
"AUS","HRL","365","538","13","3"
"AUS","IAH","4008","19640","378","9"
"AUS","LAS","732","2286","100","13"
"AUS","LAX","15","-12","2","13"
"AUS","LBB","731","5251","119","16"
"AUS","MAF","685","1795","58","8"
"AUS","MCO","66","-170","6","9"
"AUS","MEM","1072","257","72","6"
"AUS","MSP","325","1867","34","10"
"AUS","ORD","2829","25518","548","19"
"AUS","PHX","2453","13846","342","13"
"AUS","PIT","563","2734","90","15"
"AUS","SAT","681","4319","93","13"
"AUS","SJC","724","3437","133","18"
"AUS","SLC","363","804","42","11"
"AUS","STL","1082","5068","156","14"
"AVL","CLT","1982","9325","238","12"
"AVP","ABE","363","140","24","6"
"AVP","ATL","545","2310","93","17"
"AVP","CVG","364","1125","49","13"
"AVP","PHL","366","971","42","11"
"AVP","PIT","1456","4075","167","11"
"AZO","DTW","1363","6352","187","13"
"AZO","LAN","365","3568","95","26"
"AZO","MSP","516","2852","68","13"
"BDL","ATL","2100","23595","604","28"
"BDL","BWI","1040","9274","194","18"
"BDL","CLE","1305","5824","178","13"
"BDL","CLT","1283","12126","305","23"
"BDL","CVG","1460","15287","358","24"
"BDL","DCA","1340","12417","283","21"
"BDL","DEN","363","577","41","11"
"BDL","DFW","1387","8018","315","22"
"BDL","DTW","1731","8696","277","16"
"BDL","FLL","91","2984","50","54"
"BDL","IAD","733","5400","127","17"
"BDL","IAH","208","-665","15","7"
"BDL","JFK","4","137","2","50"
"BDL","MCO","917","6015","169","18"
"BDL","MIA","365","1559","55","15"
"BDL","MSP","1000","4885","203","20"
"BDL","ORD","4248","37955","879","20"
"BDL","PBI","363","2029","69","19"
"BDL","PHL","1423","17213","362","25"
"BDL","PIT","1780","18208","479","26"
"BDL","SJU","366","4991","104","28"
"BDL","STL","1765","17701","483","27"
"BDL","TPA","366","2483","77","21"
"BET","ANC","916","13875","251","27"
"BFL","DFW","347","2197","60","17"
"BGM","PHL","149","2160","42","28"
"BGM","PIT","1229","9739","211","17"
"BGR","PHL","82","825","23","28"
"BGR","PIT","82","658","12","14"
"BGR","PVD","91","-121","4","4"
"BGR","PWM","729","-1986","30","4"
"BGR","SWF","275","1242","26","9"
"BHM","ATL","3267","45980","1007","30"
"BHM","BNA","1163","2942","78","6"
"BHM","BTR","543","4680","77","14"
"BHM","BWI","857","5807","148","17"
"BHM","CLT","1771","6106","178","10"
"BHM","CVG","363","1488","36","9"
"BHM","DFW","1097","1029","100","9"
"BHM","HOU","364","146","29","7"
"BHM","HSV","29","160","3","10"
"BHM","IAH","988","3856","113","11"
"BHM","JAN","1123","13213","242","21"
"BHM","MCO","236","2342","50","21"
"BHM","MDW","641","8108","185","28"
"BHM","MEM","1060","-1078","54","5"
"BHM","MOB","152","2551","38","25"
"BHM","MSY","2518","13654","355","14"
"BHM","ORD","732","8606","125","17"
"BHM","PIT","308","2324","64","20"
"BHM","SDF","728","7241","123","16"
"BHM","STL","309","755","33","10"
"BHM","TPA","600","6995","153","25"
"BIL","BZN","534","-1937","54","10"
"BIL","DEN","733","6055","135","18"
"BIL","FCA","111","1090","20","18"
"BIL","MSP","1077","6492","149","13"
"BIL","SLC","1094","16009","338","30"
"BIS","MSP","1424","4901","143","10"
"BNA","ATL","3249","44839","902","27"
"BNA","AUS","365","995","47","12"
"BNA","BHM","1178","5534","141","11"
"BNA","BOS","310","988","45","14"
"BNA","BWI","1961","4559","177","9"
"BNA","CLE","1800","6600","257","14"
"BNA","CLT","1813","12780","289","15"
"BNA","CVG","726","6378","105","14"
"BNA","DCA","840","7567","149","17"
"BNA","DEN","692","130","46","6"
"BNA","DFW","4771","32383","795","16"
"BNA","DTW","2407","11375","341","14"
"BNA","EWR","951","18417","303","31"
"BNA","GSO","1","165","1","100"
"BNA","HOU","2102","15567","391","18"
"BNA","IAH","1060","8125","175","16"
"BNA","LAS","366","395","65","17"
"BNA","LAX","366","1562","91","24"
"BNA","LGA","1048","10938","183","17"
"BNA","MCI","671","2468","69","10"
"BNA","MCO","1011","6156","159","15"
"BNA","MDW","3134","15909","341","10"
"BNA","MEM","1055","6840","152","14"
"BNA","MIA","732","6321","130","17"
"BNA","MSP","1093","6687","197","18"
"BNA","MSY","729","4108","94","12"
"BNA","ORD","3240","30825","631","19"
"BNA","PHL","717","6006","130","18"
"BNA","PHX","728","990","79","10"
"BNA","PIT","1414","9515","214","15"
"BNA","PVD","66","184","7","10"
"BNA","SAT","364","6784","96","26"
"BNA","SDF","730","5670","106","14"
"BNA","STL","2030","11790","336","16"
"BNA","TPA","650","2586","79","12"
"BOI","DEN","1447","489","97","6"
"BOI","GEG","1079","6165","179","16"
"BOI","LAS","730","1039","65","8"
"BOI","MSP","728","5372","122","16"
"BOI","ORD","499","2389","83","16"
"BOI","PDX","1094","6050","116","10"
"BOI","RNO","1079","-676","84","7"
"BOI","SEA","1002","8307","203","20"
"BOI","SFO","1458","12961","286","19"
"BOI","SLC","2998","18535","404","13"
"BOS","ATL","2923","46800","952","32"
"BOS","AUS","15","60","6","40"
"BOS","BNA","310","2409","63","20"
"BOS","BUF","985","5712","158","16"
"BOS","BWI","2757","32326","653","23"
"BOS","CLE","2022","17871","389","19"
"BOS","CLT","2697","30864","693","25"
"BOS","CMH","1750","20457","400","22"
"BOS","CVG","2184","25526","575","26"
"BOS","DCA","5626","36358","915","16"
"BOS","DEN","1813","16754","447","24"
"BOS","DFW","4854","31737","1161","23"
"BOS","DTW","3310","19672","578","17"
"BOS","EWR","6673","85099","1427","21"
"BOS","FLL","830","12686","240","28"
"BOS","GSO","447","6286","108","24"
"BOS","IAD","3253","39790","716","22"
"BOS","IAH","1771","11463","372","21"
"BOS","IND","326","4450","99","30"
"BOS","JFK","1455","21834","423","29"
"BOS","LAS","611","16824","288","47"
"BOS","LAX","2409","18135","638","26"
"BOS","LGA","5887","15701","519","8"
"BOS","MCO","2857","26011","640","22"
"BOS","MEM","731","1649","129","17"
"BOS","MIA","1899","19388","488","25"
"BOS","MSP","2169","14566","467","21"
"BOS","ORD","10590","101087","2313","21"
"BOS","ORF","309","5404","99","32"
"BOS","PBI","798","12722","254","31"
"BOS","PHL","5737","59262","1250","21"
"BOS","PHX","269","4791","70","26"
"BOS","PIT","3172","42883","920","29"
"BOS","RIC","311","4260","81","26"
"BOS","ROC","913","9589","185","20"
"BOS","RSW","499","6745","158","31"
"BOS","SEA","453","-1497","70","15"
"BOS","SFO","2230","21453","589","26"
"BOS","SJC","365","288","56","15"
"BOS","SJU","871","9899","203","23"
"BOS","SLC","732","11388","281","38"
"BOS","SRQ","35","204","11","31"
"BOS","STL","2178","27567","655","30"
"BOS","TPA","1186","17508","346","29"
"BQN","JFK","247","1918","60","24"
"BRO","IAH","600","1923","49","8"
"BRW","ANC","318","3305","70","22"
"BRW","FAI","690","9381","170","24"
"BTR","ATL","1093","15071","323","29"
"BTR","BHM","541","2698","86","15"
"BTR","DFW","1091","12614","245","22"
"BTR","JAN","366","2904","42","11"
"BTR","MEM","1010","45","45","4"
"BTR","MOB","730","7955","141","19"
"BTV","MHT","362","1134","37","10"
"BTV","ORD","820","7179","152","18"
"BTV","PHL","1097","4248","163","14"
"BTV","PIT","1068","-3429","90","8"
"BUF","ATL","1097","11025","285","25"
"BUF","BOS","980","8714","172","17"
"BUF","BWI","366","537","28","7"
"BUF","CLT","1096","7411","229","20"
"BUF","CVG","1091","4087","158","14"
"BUF","DCA","1038","8821","194","18"
"BUF","DTW","1741","2874","165","9"
"BUF","EWR","2137","28295","482","22"
"BUF","LGA","2031","16793","347","17"
"BUF","MCO","121","496","23","19"
"BUF","MSP","100","415","7","7"
"BUF","ORD","3549","26042","628","17"
"BUF","PHL","1427","8939","257","18"
"BUF","PIT","1462","5813","227","15"
"BUF","ROC","364","1918","52","14"
"BUF","SWF","1","25","1","100"
"BUR","DEN","1085","-2670","46","4"
"BUR","DFW","731","2907","116","15"
"BUR","LAS","4506","18744","500","11"
"BUR","OAK","5716","15971","534","9"
"BUR","PDX","1052","12373","259","24"
"BUR","PHX","4142","13239","361","8"
"BUR","SEA","788","12210","289","36"
"BUR","SFO","4985","37781","1033","20"
"BUR","SJC","2870","15371","360","12"
"BUR","SMF","3749","10125","354","9"
"BWI","ALB","112","1205","26","23"
"BWI","ATL","3551","30869","824","23"
"BWI","BDL","1067","9248","200","18"
"BWI","BHM","858","8465","162","18"
"BWI","BNA","1962","1038","140","7"
"BWI","BOS","2683","24499","505","18"
"BWI","BUF","366","1059","41","11"
"BWI","CLE","5122","39542","800","15"
"BWI","CLT","3186","20154","525","16"
"BWI","CMH","1041","14782","262","25"
"BWI","CVG","1459","15650","326","22"
"BWI","DEN","1458","7978","265","18"
"BWI","DFW","2066","18819","471","22"
"BWI","DTW","1787","15323","315","17"
"BWI","EWR","740","13603","267","36"
"BWI","FLL","964","7282","177","18"
"BWI","GSO","9","153","4","44"
"BWI","IAH","1825","5166","246","13"
"BWI","IND","672","4631","126","18"
"BWI","JAX","807","5372","135","16"
"BWI","LAS","632","6902","186","29"
"BWI","LAX","732","10392","241","32"
"BWI","LGA","1462","11102","262","17"
"BWI","MCI","335","4402","99","29"
"BWI","MCO","2363","8672","353","14"
"BWI","MDW","2651","17909","344","12"
"BWI","MIA","1210","7578","211","17"
"BWI","MSP","1093","8575","230","21"
"BWI","MSY","676","-982","70","10"
"BWI","ORD","3753","34998","725","19"
"BWI","ORF","501","2486","77","15"
"BWI","PBI","480","4569","105","21"
"BWI","PHL","56","348","10","17"
"BWI","PIT","2787","23646","530","19"
"BWI","PVD","1592","8793","231","14"
"BWI","RDU","653","4775","102","15"
"BWI","RIC","512","4654","109","21"
"BWI","ROA","253","1079","31","12"
"BWI","ROC","359","3415","84","23"
"BWI","RSW","166","1644","41","24"
"BWI","SDF","1736","14220","306","17"
"BWI","SFO","732","6760","195","26"
"BWI","SJU","650","2173","77","11"
"BWI","STL","3262","35525","794","24"
"BWI","TPA","2136","11237","392","18"
"BZN","BIL","534","-765","26","4"
"BZN","MSP","628","3592","103","16"
"BZN","SLC","1094","11782","259","23"
"CAE","ATL","3625","40129","946","26"
"CAE","CHS","444","6577","123","27"
"CAE","CLT","2437","12633","284","11"
"CAE","EWR","312","10528","148","47"
"CAK","PIT","1081","5339","128","11"
"CDV","ANC","363","3916","56","15"
"CDV","YAK","363","4184","77","21"
"CHA","CLT","1368","4822","115","8"
"CHS","ATL","3434","33353","754","21"
"CHS","CAE","132","723","16","12"
"CHS","CLT","2539","13911","329","12"
"CHS","DCA","362","526","22","6"
"CHS","EWR","444","8861","147","33"
"CHS","GSO","314","1226","26","8"
"CHS","LGA","366","2457","68","18"
"CID","DEN","728","3305","79","10"
"CID","MSP","972","-1129","66","6"
"CID","ORD","1756","11644","251","14"
"CID","STL","1962","12268","264","13"
"CLE","ATL","3480","23443","675","19"
"CLE","BDL","1306","7305","178","13"
"CLE","BNA","1763","3683","170","9"
"CLE","BOS","2022","15404","404","19"
"CLE","BWI","5109","30898","782","15"
"CLE","CLT","1792","12216","313","17"
"CLE","CVG","1456","14973","284","19"
"CLE","DCA","1722","8193","225","13"
"CLE","DEN","1748","15049","358","20"
"CLE","DFW","2163","10836","398","18"
"CLE","DTW","2624","13031","329","12"
"CLE","EWR","3085","51528","913","29"
"CLE","FLL","461","1827","58","12"
"CLE","GSO","897","6284","145","16"
"CLE","IAH","2357","20424","496","21"
"CLE","IND","1050","7729","147","14"
"CLE","JAX","44","243","11","25"
"CLE","JFK","827","11233","222","26"
"CLE","LAS","782","7758","219","28"
"CLE","LAX","1096","12468","366","33"
"CLE","LGA","2037","19682","385","18"
"CLE","MCI","999","4565","158","15"
"CLE","MCO","1070","5808","187","17"
"CLE","MDW","5423","43991","830","15"
"CLE","MEM","504","-17","33","6"
"CLE","MIA","659","4874","117","17"
"CLE","MKE","652","6057","121","18"
"CLE","MSP","2083","10119","306","14"
"CLE","MSY","366","1137","48","13"
"CLE","MYR","18","-23","1","5"
"CLE","ORD","3555","35467","697","19"
"CLE","ORF","74","1201","21","28"
"CLE","PBI","141","1259","35","24"
"CLE","PHL","2895","19227","497","17"
"CLE","PHX","366","3834","88","24"
"CLE","PIT","2106","9944","287","13"
"CLE","PVD","241","2165","57","23"
"CLE","RDU","121","1499","37","30"
"CLE","RSW","462","3566","84","18"
"CLE","SAN","366","-272","60","16"
"CLE","SDF","255","1894","39","15"
"CLE","SEA","255","2132","70","27"
"CLE","SFO","731","9210","228","31"
"CLE","SRQ","17","20","1","5"
"CLE","STL","4399","49640","1056","24"
"CLE","TPA","872","5383","162","18"
"CLT","ABE","729","4963","128","17"
"CLT","ALB","732","5402","135","18"
"CLT","ATL","5186","67559","1603","30"
"CLT","AVL","1982","14174","314","15"
"CLT","BDL","1098","12137","262","23"
"CLT","BHM","1770","6757","257","14"
"CLT","BNA","1827","15686","346","18"
"CLT","BOS","3154","34492","761","24"
"CLT","BUF","1098","10067","226","20"
"CLT","BWI","3242","31165","684","21"
"CLT","CAE","2437","18213","414","16"
"CLT","CHA","1368","8677","221","16"
"CLT","CHS","2551","25320","620","24"
"CLT","CLE","1821","16097","409","22"
"CLT","CMH","1445","13410","295","20"
"CLT","DAB","1108","11223","269","24"
"CLT","DAY","1464","11144","234","15"
"CLT","DCA","2895","29355","693","23"
"CLT","DEN","732","4705","168","22"
"CLT","DFW","3664","24643","692","18"
"CLT","DTW","3063","20892","530","17"
"CLT","EWR","3136","53980","974","31"
"CLT","FAY","2271","14298","307","13"
"CLT","FLL","1830","20083","467","25"
"CLT","GSO","2179","21018","428","19"
"CLT","GSP","2560","20101","461","18"
"CLT","HSV","1351","9868","242","17"
"CLT","IAD","2048","22847","480","23"
"CLT","IAH","1443","8181","286","19"
"CLT","ILM","2167","20236","475","21"
"CLT","IND","1830","25369","594","32"
"CLT","ISP","731","8029","201","27"
"CLT","JAX","2177","25907","578","26"
"CLT","JFK","248","2085","52","20"
"CLT","LAS","366","3911","111","30"
"CLT","LAX","1407","14531","416","29"
"CLT","LGA","3493","39037","887","25"
"CLT","MCI","1463","11861","338","23"
"CLT","MCO","2778","36273","826","29"
"CLT","MDT","1097","6518","181","16"
"CLT","MEM","1425","8644","249","17"
"CLT","MIA","1934","21990","510","26"
"CLT","MKE","732","5769","135","18"
"CLT","MLB","1108","14686","347","31"
"CLT","MSP","1606","18166","478","29"
"CLT","MSY","1464","13049","351","23"
"CLT","MYR","2201","25678","564","25"
"CLT","ORD","3236","37096","787","24"
"CLT","ORF","2190","19611","428","19"
"CLT","PBI","1535","21741","509","33"
"CLT","PHL","3535","38238","908","25"
"CLT","PHX","478","5585","152","31"
"CLT","PIT","3430","40922","1010","29"
"CLT","PNS","1407","10224","272","19"
"CLT","PVD","732","3327","111","15"
"CLT","RDU","3498","26046","647","18"
"CLT","RIC","2141","17906","385","17"
"CLT","ROA","1786","14049","294","16"
"CLT","ROC","732","8686","206","28"
"CLT","RSW","1591","19634","491","30"
"CLT","SAN","366","2499","91","24"
"CLT","SAT","366","2939","79","21"
"CLT","SAV","2222","24956","557","25"
"CLT","SDF","1462","14917","321","21"
"CLT","SEA","449","2763","124","27"
"CLT","SFO","1112","16027","397","35"
"CLT","SJU","473","8958","215","45"
"CLT","SRQ","1098","15627","328","29"
"CLT","STL","2346","18448","486","20"
"CLT","SWF","366","2779","80","21"
"CLT","SYR","732","6063","167","22"
"CLT","TLH","169","2181","48","28"
"CLT","TPA","1997","31208","753","37"
"CLT","TRI","2054","10033","238","11"
"CLT","TYS","1267","5827","150","11"
"CMH","ATL","1857","18016","455","24"
"CMH","BOS","1780","28135","482","27"
"CMH","BWI","1040","12507","242","23"
"CMH","CLT","1472","5990","200","13"
"CMH","CVG","1829","26780","567","31"
"CMH","DAY","52","888","16","30"
"CMH","DCA","1963","19912","394","20"
"CMH","DEN","728","4598","120","16"
"CMH","DFW","1361","4492","222","16"
"CMH","DTW","2639","18842","420","15"
"CMH","EWR","2061","42018","688","33"
"CMH","IAD","184","1593","37","20"
"CMH","IAH","923","7464","187","20"
"CMH","IND","116","2635","43","37"
"CMH","LAS","1462","36757","594","40"
"CMH","LAX","117","2544","49","41"
"CMH","LGA","1961","16812","385","19"
"CMH","MCO","1174","14526","324","27"
"CMH","MDW","3879","47818","811","20"
"CMH","MEM","179","-292","23","12"
"CMH","MSP","1072","6101","168","15"
"CMH","ORD","2257","17763","372","16"
"CMH","PHL","2439","20072","445","18"
"CMH","PHX","1529","28484","578","37"
"CMH","PIT","1803","10706","277","15"
"CMH","RSW","54","1071","23","42"
"CMH","STL","3051","28623","654","21"
"CMH","TPA","629","9864","196","31"
"COS","ABQ","365","7416","139","38"
"COS","CVG","728","301","90","12"
"COS","DEN","3204","16615","387","12"
"COS","DFW","3478","28907","591","16"
"COS","DTW","551","1512","71","12"
"COS","EWR","624","6471","145","23"
"COS","IAH","1163","8950","184","15"
"COS","LAS","314","4381","91","28"
"COS","MEM","212","283","24","11"
"COS","MSP","827","666","92","11"
"COS","ORD","1204","15280","265","22"
"COS","PHX","1411","16710","314","22"
"COS","SLC","1091","10584","170","15"
"COS","STL","1001","5307","166","16"
"CRP","HOU","2723","11374","266","9"
"CRP","IAH","1013","3004","73","7"
"CRW","PIT","1658","5637","172","10"
"CVG","ABE","364","5487","106","29"
"CVG","ABQ","364","2454","73","20"
"CVG","ALB","1091","19095","393","36"
"CVG","ATL","3657","42843","1023","27"
"CVG","AUS","360","3730","79","21"
"CVG","AVP","725","5008","163","22"
"CVG","BDL","1732","13814","359","20"
"CVG","BHM","363","6988","118","32"
"CVG","BNA","726","3675","124","17"
"CVG","BOS","1822","24012","506","27"
"CVG","BUF","1093","8141","214","19"
"CVG","BWI","1092","15327","313","28"
"CVG","CLE","1823","24133","566","31"
"CVG","CMH","1461","20788","450","30"
"CVG","COS","728","12433","268","36"
"CVG","DAY","211","1523","24","11"
"CVG","DCA","1966","25121","552","28"
"CVG","DEN","1191","11700","278","23"
"CVG","DFW","1576","24234","479","30"
"CVG","DTW","2082","17181","402","19"
"CVG","EWR","2075","48248","821","39"
"CVG","FLL","731","13820","247","33"
"CVG","FWA","365","2860","93","25"
"CVG","GRR","1366","12877","281","20"
"CVG","GSO","727","8320","178","24"
"CVG","HOU","1087","9131","228","20"
"CVG","IAD","1090","13936","306","28"
"CVG","IND","729","8863","168","23"
"CVG","JAN","361","6609","119","32"
"CVG","JAX","726","12743","223","30"
"CVG","JFK","732","18826","350","47"
"CVG","LAS","550","9980","205","37"
"CVG","LAX","1462","17723","460","31"
"CVG","LEX","731","8153","176","24"
"CVG","LGA","2196","34366","694","31"
"CVG","LIT","708","5890","127","17"
"CVG","MCI","1097","13817","306","27"
"CVG","MCO","1462","19984","415","28"
"CVG","MDT","724","7662","194","26"
"CVG","MEM","731","3953","105","14"
"CVG","MIA","1094","17476","345","31"
"CVG","MKE","1096","15812","279","25"
"CVG","MSP","2694","15877","476","17"
"CVG","MSY","1459","15970","334","22"
"CVG","OKC","420","1707","71","16"
"CVG","ONT","361","-166","72","19"
"CVG","ORD","5012","60378","1143","22"
"CVG","ORF","729","12978","240","32"
"CVG","PBI","730","11367","222","30"
"CVG","PDX","940","20185","413","43"
"CVG","PHL","1823","28147","606","33"
"CVG","PHX","1462","23222","504","34"
"CVG","PIT","2257","23301","555","24"
"CVG","PVD","729","13588","289","39"
"CVG","PWM","1097","16268","350","31"
"CVG","RDU","1069","11805","245","22"
"CVG","RIC","1088","11859","211","19"
"CVG","ROC","725","7203","175","24"
"CVG","RSW","731","10629","216","29"
"CVG","SAN","1455","17629","435","29"
"CVG","SAT","732","5312","153","20"
"CVG","SAV","152","898","24","15"
"CVG","SBN","1072","8260","198","18"
"CVG","SDF","2191","29523","523","23"
"CVG","SEA","1461","23799","537","36"
"CVG","SFO","1462","26466","601","41"
"CVG","SLC","2195","45844","961","43"
"CVG","SRQ","454","5395","112","24"
"CVG","STL","2001","15961","358","17"
"CVG","SWF","730","8567","233","31"
"CVG","SYR","727","7245","174","23"
"CVG","TPA","1457","24064","420","28"
"CVG","TUS","365","4384","100","27"
"CVG","TYS","362","5961","101","27"
"DAB","ATL","2557","18240","515","20"
"DAB","CLT","1108","5485","150","13"
"DAB","EWR","366","8141","130","35"
"DAL","ABQ","2559","16151","394","15"
"DAL","AMA","2766","16951","399","14"
"DAL","AUS","4771","33556","825","17"
"DAL","ELP","2049","11274","280","13"
"DAL","HOU","11287","65468","1790","15"
"DAL","IAH","2412","17878","417","17"
