"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ABE","ATL","709","2859","93","13"
"ABE","BWI","484","445","40","8"
"ABE","CLT","468","-246","49","10"
"ABE","DCA","224","33","12","5"
"ABE","DTW","948","-522","67","7"
"ABE","LGA","58","762","8","13"
"ABE","MDT","1494","-1566","94","6"
"ABE","ORD","1278","2238","132","10"
"ABE","PIT","1433","5379","143","9"
"ABQ","AMA","693","1550","53","7"
"ABQ","ATL","360","-366","15","4"
"ABQ","CVG","353","44","33","9"
"ABQ","DAL","2057","5089","137","6"
"ABQ","DEN","3838","9568","413","10"
"ABQ","DFW","4127","19193","544","13"
"ABQ","ELP","1809","5853","165","9"
"ABQ","IAH","1563","3867","157","10"
"ABQ","LAS","2077","11445","255","12"
"ABQ","LAX","2406","17167","460","19"
"ABQ","LBB","679","-85","29","4"
"ABQ","MAF","358","1009","31","8"
"ABQ","MCI","1009","1780","78","7"
"ABQ","MSP","740","-190","51","6"
"ABQ","ORD","1161","2238","128","11"
"ABQ","PHX","7197","27773","705","9"
"ABQ","PIT","594","2377","79","13"
"ABQ","SAN","1054","373","86","8"
"ABQ","SFO","705","3781","106","15"
"ABQ","SLC","1066","1707","60","5"
"ABQ","STL","2295","4851","249","10"
"ABQ","TUS","55","1315","24","43"
"ACK","EWR","22","318","6","27"
"ACY","PIT","620","687","49","7"
"ADQ","ANC","423","3505","78","18"
"AGS","ATL","2119","10533","206","9"
"AGS","CLT","875","-90","55","6"
"AGS","SAV","351","4367","122","34"
"AKN","ANC","249","643","25","10"
"AKN","DLG","151","905","24","15"
"ALB","ATL","1053","7898","217","20"
"ALB","BUF","590","1606","53","8"
"ALB","BWI","351","1372","42","11"
"ALB","CLT","477","3041","101","21"
"ALB","CVG","699","-262","57","8"
"ALB","DCA","1077","5373","143","13"
"ALB","DTW","1307","-1717","108","8"
"ALB","ORD","2800","8202","382","13"
"ALB","PHL","1410","7344","194","13"
"ALB","PIT","1547","11682","341","22"
"ALB","PVD","1","48","1","100"
"ALB","PWM","710","4444","107","15"
"ALB","RDU","476","-517","35","7"
"AMA","ABQ","697","1871","63","9"
"AMA","DAL","2362","12510","308","13"
"AMA","DFW","1069","7214","140","13"
"ANC","ADQ","422","3049","65","15"
"ANC","AKN","309","2608","55","17"
"ANC","ANI","20","293","4","20"
"ANC","BET","826","6655","121","14"
"ANC","BRW","51","1077","26","50"
"ANC","CDV","355","1881","38","10"
"ANC","DEN","90","-351","7","7"
"ANC","DLG","158","1488","17","10"
"ANC","DTW","105","-115","4","3"
"ANC","DUT","332","1875","45","13"
"ANC","FAI","3615","26153","588","16"
"ANC","JNU","941","7034","150","15"
"ANC","MSP","256","-242","22","8"
"ANC","OME","530","3993","84","15"
"ANC","ORD","181","32","15","8"
"ANC","OTZ","458","3774","83","18"
"ANC","PDX","213","2062","59","27"
"ANC","SCC","450","2571","41","9"
"ANC","SEA","7036","35282","1242","17"
"ANC","SFO","90","392","9","10"
"ANC","SLC","707","4076","150","21"
"ANI","ANC","118","112","9","7"
"ANI","KSM","20","173","2","10"
"ATL","ABE","695","4297","131","18"
"ATL","ABQ","354","1185","60","16"
"ATL","AGS","2460","15358","435","17"
"ATL","ALB","1049","8436","209","19"
"ATL","AUS","1052","6606","198","18"
"ATL","AVL","1063","3137","116","10"
"ATL","AVP","712","7432","174","24"
"ATL","BDL","1411","13857","367","26"
"ATL","BHM","3381","24382","598","17"
"ATL","BNA","3164","16022","445","14"
"ATL","BOS","3245","39256","941","28"
"ATL","BTR","1055","6215","149","14"
"ATL","BUF","1053","10297","255","24"
"ATL","BWI","3411","33057","870","25"
"ATL","CAE","3198","19768","505","15"
"ATL","CHA","2462","14592","384","15"
"ATL","CHS","3309","25743","630","19"
"ATL","CLE","2659","9849","373","14"
"ATL","CLT","4826","26588","752","15"
"ATL","CMH","2080","16739","399","19"
"ATL","CSG","1024","5107","108","10"
"ATL","CVG","3194","15424","424","13"
"ATL","DAB","2218","16026","397","17"
"ATL","DAY","1430","8301","235","16"
"ATL","DCA","4362","38227","1000","22"
"ATL","DEN","2742","9210","459","16"
"ATL","DFW","7456","59930","1505","20"
"ATL","DTW","4525","27515","832","18"
"ATL","EWR","5671","85804","1696","29"
"ATL","FLL","3239","40054","978","30"
"ATL","FWA","348","3301","82","23"
"ATL","GNV","1415","7679","179","12"
"ATL","GSO","4701","29014","707","15"
"ATL","GSP","2464","15451","415","16"
"ATL","GUC","85","970","32","37"
"ATL","HNL","251","1311","56","22"
"ATL","HOU","1404","7630","231","16"
"ATL","HSV","2426","13788","337","13"
"ATL","IAD","2251","21269","538","23"
"ATL","IAH","4458","31406","913","20"
"ATL","ICT","703","3187","113","16"
"ATL","IND","1423","6335","204","14"
"ATL","JAN","1766","9767","265","15"
"ATL","JAX","3242","34605","786","24"
"ATL","JFK","2416","23099","564","23"
"ATL","LAS","731","8327","207","28"
"ATL","LAX","2458","24896","732","29"
"ATL","LEX","1410","8282","250","17"
"ATL","LGA","4327","33827","967","22"
"ATL","LIT","1416","8828","228","16"
"ATL","MCI","2118","19111","478","22"
"ATL","MCO","3963","39719","887","22"
"ATL","MDT","709","4361","110","15"
"ATL","MDW","415","2196","69","16"
"ATL","MEM","3855","17879","557","14"
"ATL","MGM","2127","14556","351","16"
"ATL","MIA","5457","43462","1124","20"
"ATL","MKE","1075","9300","219","20"
"ATL","MLB","1408","6163","208","14"
"ATL","MLU","348","3559","93","26"
"ATL","MOB","1755","13921","374","21"
"ATL","MSP","2973","8408","457","15"
"ATL","MSY","3258","25238","670","20"
"ATL","OKC","710","3262","112","15"
"ATL","OMA","706","5366","173","24"
"ATL","ONT","360","1041","63","17"
"ATL","ORD","7756","52363","1495","19"
"ATL","ORF","1762","9979","279","15"
"ATL","PBI","3086","30296","723","23"
"ATL","PDX","352","1402","73","20"
"ATL","PFN","1274","10891","278","21"
"ATL","PHL","4342","45563","1097","25"
"ATL","PHX","2173","16118","550","25"
"ATL","PIT","3858","19794","636","16"
"ATL","PNS","2064","12696","300","14"
"ATL","PVD","1063","6898","155","14"
"ATL","RDU","4398","16681","486","11"
"ATL","RIC","1418","8527","248","17"
"ATL","ROC","699","7413","184","26"
"ATL","RSW","2534","24019","559","22"
"ATL","SAN","1057","7166","265","25"
"ATL","SAT","1856","6514","301","16"
"ATL","SAV","2470","24921","580","23"
"ATL","SDF","2117","19969","472","22"
"ATL","SEA","704","7222","234","33"
"ATL","SFO","2125","12296","486","22"
"ATL","SHV","712","1504","94","13"
"ATL","SJU","1677","19646","484","28"
"ATL","SLC","2338","20829","596","25"
"ATL","SNA","147","438","32","21"
"ATL","SRQ","1780","10566","283","15"
"ATL","STL","3724","23951","736","19"
"ATL","STT","774","2684","101","13"
"ATL","SWF","708","4144","102","14"
"ATL","SYR","701","4356","107","15"
"ATL","TLH","2464","12261","353","14"
"ATL","TOL","707","2834","93","13"
"ATL","TPA","3708","41037","916","24"
"ATL","TRI","1366","6327","193","14"
"ATL","TUL","1406","4531","211","15"
"ATL","TYS","2734","15091","406","14"
"AUS","ATL","1065","9980","315","29"
"AUS","BNA","239","80","13","5"
"AUS","CLT","153","-206","5","3"
"AUS","DAL","4105","24351","458","11"
"AUS","DEN","1059","-1645","80","7"
"AUS","DFW","6891","50355","963","13"
"AUS","ELP","1668","7457","173","10"
"AUS","HOU","3933","10320","341","8"
"AUS","HRL","343","765","14","4"
"AUS","IAH","3284","13373","302","9"
"AUS","LAS","345","-882","14","4"
"AUS","LAX","176","-2327","9","5"
"AUS","LBB","697","3406","87","12"
"AUS","MAF","648","1441","56","8"
"AUS","MEM","1019","-2813","34","3"
"AUS","MSP","200","-602","7","3"
"AUS","ORD","2332","7271","261","11"
"AUS","PHX","2122","6989","201","9"
"AUS","PIT","355","-471","25","7"
"AUS","SAT","1590","4924","139","8"
"AUS","SJC","364","-127","21","5"
"AUS","STL","753","916","63","8"
"AVL","ATL","1063","10193","257","24"
"AVL","CLT","2082","6899","206","9"
"AVP","ATL","706","1547","103","14"
"AVP","PHL","364","376","42","11"
"AVP","PIT","1437","2845","145","10"
"AZO","DTW","1210","1940","108","8"
"AZO","LAN","345","153","47","13"
"AZO","MSP","360","-79","25","6"
"AZO","PIT","707","3316","61","8"
"BDL","ATL","1788","11602","387","21"
"BDL","BNA","339","29","25","7"
"BDL","BOS","1","82","1","100"
"BDL","BUF","591","1294","41","6"
"BDL","BWI","1042","4356","100","9"
"BDL","CLE","1117","-1487","94","8"
"BDL","CLT","1076","3538","166","15"
"BDL","CVG","1063","6761","191","17"
