"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","STL","4382","38677","904","20"
"ATL","STT","83","1129","31","37"
"ATL","SYR","716","2850","92","12"
"ATL","TLH","2177","11830","297","13"
"ATL","TOL","714","6188","116","16"
"ATL","TPA","5142","33862","822","15"
"ATL","TUL","1058","9991","218","20"
"ATL","TYS","2665","19266","384","14"
"ATW","GRB","355","-200","3","0"
"ATW","MSP","346","48","26","7"
"AUS","ABQ","29","275","6","20"
"AUS","ATL","1056","9035","213","20"
"AUS","DAL","3607","7263","335","9"
"AUS","DEN","679","5465","146","21"
"AUS","DFW","6301","36211","703","11"
"AUS","ELP","1196","6277","131","10"
"AUS","HOU","3588","10992","400","11"
"AUS","HRL","301","771","15","4"
"AUS","IAH","3078","7629","206","6"
"AUS","LAS","264","-577","13","4"
"AUS","LAX","242","1713","40","16"
"AUS","LBB","674","391","54","8"
"AUS","MAF","878","956","53","6"
"AUS","MEM","1051","3266","135","12"
"AUS","MSY","14","-19","1","7"
"AUS","ORD","1383","17506","378","27"
"AUS","PHX","1993","15996","369","18"
"AUS","SAT","1241","3449","82","6"
"AUS","STL","680","4389","105","15"
"AVL","BWI","381","2941","66","17"
"AVL","CLT","1953","22493","463","23"
"AVP","ABE","691","4077","52","7"
"AVP","ELM","31","109","4","12"
"AVP","PHL","191","1577","29","15"
"AVP","PIT","1069","7673","182","17"
"AZO","DAY","1348","8402","199","14"
"AZO","DTW","1299","5373","146","11"
"AZO","LAN","373","-1108","39","10"
"AZO","MSP","391","2317","54","13"
"BDL","ATL","2039","17043","496","24"
"BDL","BOS","886","11513","239","26"
"BDL","BUF","601","7957","156","25"
"BDL","BWI","2102","21933","525","24"
"BDL","CLE","1355","4679","192","14"
"BDL","CLT","196","2522","60","30"
"BDL","CVG","1014","4511","158","15"
"BDL","DCA","1804","20621","442","24"
"BDL","DFW","952","540","168","17"
"BDL","DTW","1724","17387","419","24"
"BDL","EWR","1150","6498","238","20"
"BDL","FLL","454","821","54","11"
"BDL","IAD","1297","11022","310","23"
"BDL","ISP","91","229","10","10"
"BDL","JFK","532","4898","138","25"
"BDL","LGA","38","480","9","23"
"BDL","MCO","823","1487","108","13"
"BDL","MSP","682","1385","117","17"
"BDL","ORD","3676","37326","996","27"
"BDL","PBI","359","1117","47","13"
"BDL","PHL","1979","28240","604","30"
"BDL","PIT","1742","13959","448","25"
"BDL","PVD","2","11","1","50"
"BDL","RDU","1055","2643","99","9"
"BDL","SJU","489","-1404","35","7"
"BDL","STL","979","4539","224","22"
"BDL","SYR","694","3619","70","10"
"BDL","TPA","439","2448","86","19"
"BET","ANC","574","3836","66","11"
"BFL","BUR","2","29","1","50"
"BFL","DFW","781","1615","77","9"
"BFL","ONT","86","955","17","19"
"BFL","PSP","1","91","1","100"
"BFL","SBA","88","763","18","20"
"BGM","BWI","703","4092","112","15"
"BGM","ELM","332","1762","15","4"
"BGM","PIT","1067","11478","258","24"
"BGR","BOS","1410","11951","269","19"
"BGR","BTV","86","550","11","12"
"BGR","ORD","219","4481","87","39"
"BGR","PWM","231","1743","40","17"
"BGR","SYR","156","1008","22","14"
"BHM","ATL","4419","26758","566","12"
"BHM","BNA","3006","3014","189","6"
"BHM","CLT","1337","7345","181","13"
"BHM","CVG","358","1993","34","9"
"BHM","DFW","1777","9467","206","11"
"BHM","HOU","9","81","2","22"
"BHM","HSV","1307","5240","130","9"
"BHM","JAN","704","7136","138","19"
"BHM","MCO","353","1040","30","8"
"BHM","MEM","1490","4837","143","9"
"BHM","MGM","362","3248","57","15"
"BHM","MSY","1820","10640","245","13"
"BHM","SDF","655","1159","62","9"
"BIL","BZN","679","5466","173","25"
"BIL","DEN","1394","5261","182","13"
"BIL","GEG","358","1649","48","13"
"BIL","GTF","686","6148","144","20"
"BIL","MSP","1077","1481","82","7"
"BIL","SLC","1070","5857","136","12"
"BIS","DEN","703","4534","86","12"
"BIS","FSD","358","2652","68","18"
"BIS","MOT","1209","-5553","98","8"
"BIS","MSP","1413","6411","160","11"
"BIS","SLC","356","632","31","8"
"BLI","SEA","1604","10098","229","14"
"BNA","ATL","4422","17839","506","11"
"BNA","BHM","2932","22160","607","20"
"BNA","BOS","1062","-2951","143","13"
"BNA","BTR","1057","431","125","11"
"BNA","BWI","1053","-2980","77","7"
"BNA","CAK","29","466","12","41"
"BNA","CHA","1027","697","102","9"
"BNA","CLE","1049","2118","137","13"
"BNA","CLT","1426","11505","268","18"
"BNA","CMH","522","3785","113","21"
"BNA","CVG","701","5627","119","16"
"BNA","DCA","1063","-4550","89","8"
"BNA","DET","525","5616","132","25"
"BNA","DFW","3562","18711","611","17"
"BNA","DSM","221","928","36","16"
"BNA","DTW","2416","3668","333","13"
"BNA","EWR","1055","5548","213","20"
"BNA","FLL","494","5606","137","27"
"BNA","GSO","233","287","28","12"
"BNA","HOU","1296","21142","467","36"
"BNA","HSV","1034","1563","131","12"
"BNA","IAD","307","1429","49","15"
"BNA","IAH","1044","1227","146","13"
"BNA","IND","886","2627","124","13"
"BNA","JAN","1021","2365","141","13"
"BNA","JFK","341","4844","111","32"
"BNA","LAX","709","1028","137","19"
"BNA","LGA","1051","6353","227","21"
"BNA","LIT","1062","2209","125","11"
"BNA","MCI","530","-945","75","14"
"BNA","MCO","1065","6260","222","20"
"BNA","MDW","1925","13449","392","20"
"BNA","MEM","2741","7175","372","13"
"BNA","MIA","882","7536","197","22"
"BNA","MKE","1044","610","144","13"
"BNA","MOB","1028","2818","135","13"
"BNA","MSP","1199","747","137","11"
"BNA","MSY","1056","2233","152","14"
"BNA","OMA","115","-19","6","5"
"BNA","ORD","2427","22937","610","25"
"BNA","PBI","507","6053","154","30"
"BNA","PHL","1777","1864","240","13"
"BNA","PHX","691","4024","157","22"
"BNA","PIT","1415","6790","197","13"
"BNA","RDU","844","-1153","71","8"
"BNA","RSW","496","6924","176","35"
"BNA","SAT","887","-5315","83","9"
"BNA","SJU","198","-2246","8","4"
"BNA","SRQ","89","797","23","25"
"BNA","STL","1681","7997","229","13"
"BNA","TPA","1033","3373","142","13"
"BNA","TUL","146","-668","8","5"
"BNA","TYS","843","6533","161","19"
"BOI","DEN","1039","8395","201","19"
"BOI","LAS","861","6256","100","11"
"BOI","LAX","95","-213","3","3"
"BOI","ORD","480","3865","99","20"
"BOI","PSC","356","2640","56","15"
"BOI","RNO","202","-624","14","6"
"BOI","SEA","895","4211","88","9"
"BOI","SFO","1333","14487","355","26"
"BOI","SLC","1434","5881","114","7"
"BOI","SUN","12","325","8","66"
"BOS","ATL","3798","38080","1102","29"
"BOS","BDL","877","4009","94","10"
"BOS","BGR","1399","18770","415","29"
"BOS","BNA","1068","2410","167","15"
"BOS","BTV","703","5378","108","15"
"BOS","BUF","1016","13743","267","26"
"BOS","BWI","2824","50798","1091","38"
"BOS","CLE","2712","23707","625","23"
"BOS","CLT","2425","37955","928","38"
"BOS","CVG","1420","16198","392","27"
"BOS","DAY","797","15505","347","43"
"BOS","DCA","7187","83109","1905","26"
"BOS","DEN","1713","22581","538","31"
"BOS","DFW","3125","31430","947","30"
"BOS","DTW","2396","30897","721","30"
"BOS","EWR","6976","56968","1460","20"
"BOS","FLL","1169","10932","331","28"
"BOS","GSO","531","7511","164","30"
"BOS","IAD","1963","24310","548","27"
"BOS","IAH","1036","3779","244","23"
"BOS","JFK","2219","28670","586","26"
"BOS","LAX","2017","19291","603","29"
"BOS","LGA","8230","92704","1736","21"
"BOS","MCO","1767","16056","452","25"
"BOS","MDT","595","9622","193","32"
"BOS","MEM","745","5794","212","28"
"BOS","MIA","1674","16312","485","28"
"BOS","MKE","586","7129","176","30"
"BOS","MSP","1934","19226","535","27"
"BOS","ORD","5226","72493","1719","32"
"BOS","ORF","602","11686","225","37"
"BOS","PBI","743","9614","236","31"
"BOS","PHL","5796","88332","1869","32"
"BOS","PIT","2702","40009","918","33"
"BOS","PWM","1718","18980","433","25"
"BOS","RDU","1075","1640","131","12"
"BOS","RIC","556","10185","231","41"
"BOS","ROC","1316","15773","346","26"
"BOS","RSW","91","1302","37","40"
"BOS","SFO","984","14678","385","39"
"BOS","SJU","761","1254","93","12"
"BOS","SLC","701","7282","217","30"
"BOS","STL","1666","18111","515","30"
"BOS","SYR","1532","19396","390","25"
"BOS","TPA","1225","13291","374","30"
"BTM","BZN","705","3284","49","6"
"BTR","ATL","1008","12549","253","25"
"BTR","BNA","1068","-290","64","5"
"BTR","DFW","2810","24404","488","17"
"BTR","IAH","894","4632","70","7"
"BTR","LFT","310","-3221","23","7"
"BTR","MEM","1062","4081","145","13"
"BTR","MOB","712","5360","81","11"
"BTR","MSY","109","676","10","9"
"BTR","PNS","711","9542","192","27"
"BTV","BGR","88","809","25","28"
"BTV","BOS","708","3013","89","12"
"BTV","EWR","1482","12404","256","17"
"BTV","IAD","655","4793","124","18"
"BTV","LGA","1071","11019","211","19"
"BTV","MHT","65","422","7","10"
"BTV","ORD","908","12067","288","31"
"BTV","PHL","655","9498","187","28"
"BTV","PIT","1073","10173","273","25"
"BTV","PWM","60","616","11","18"
"BUF","ALB","597","4679","85","14"
"BUF","ATL","1834","12503","352","19"
"BUF","BDL","657","3039","70","10"
"BUF","BOS","919","11814","242","26"
"BUF","BWI","1392","14886","344","24"
"BUF","CLE","1570","9419","230","14"
"BUF","DCA","992","8510","178","17"
"BUF","DTW","1352","3104","162","11"
"BUF","EWR","4881","61254","1204","24"
"BUF","IAD","554","2639","75","13"
"BUF","JFK","341","1984","36","10"
"BUF","LGA","2853","45618","816","28"
"BUF","MSP","179","-228","15","8"
"BUF","ORD","3414","43733","1062","31"
"BUF","PHL","1093","10645","301","27"
"BUF","PIT","1398","13649","287","20"
"BUF","RDU","1062","-5304","90","8"
"BUF","ROC","467","3228","56","11"
"BUF","SYR","664","12736","184","27"
"BUR","DEN","1189","-360","143","12"
"BUR","DFW","968","629","99","10"
"BUR","LAS","3103","16982","442","14"
"BUR","LGB","400","4069","78","19"
"BUR","OAK","2040","8525","212","10"
"BUR","ONT","348","-1278","18","5"
"BUR","PDX","685","2723","83","12"
"BUR","PHX","2049","7192","201","9"
"BUR","SEA","476","4431","107","22"
"BUR","SFO","4497","35907","1039","23"
"BUR","SJC","2632","6980","290","11"
"BUR","SLC","708","346","62","8"
"BUR","SMF","1326","6356","194","14"
"BUR","STL","660","-37","95","14"
"BWI","ABE","452","3742","68","15"
"BWI","ALB","1332","17072","408","30"
"BWI","ATL","2706","24984","607","22"
"BWI","AVL","380","4182","92","24"
"BWI","BDL","2137","23106","573","26"
"BWI","BGM","692","6101","136","19"
"BWI","BNA","1070","-47","80","7"
"BWI","BOS","2847","45825","1023","35"
"BWI","BUF","1328","13874","328","24"
"BWI","CAE","576","6276","155","26"
"BWI","CHS","376","5378","125","33"
"BWI","CLE","2349","22232","556","23"
"BWI","CLT","2160","44190","1092","50"
"BWI","CVG","709","6626","138","19"
"BWI","DAY","840","8392","175","20"
"BWI","DCA","236","1072","29","12"
"BWI","DEN","692","10539","251","36"
"BWI","DFW","2107","9035","439","20"
"BWI","DTW","2653","27484","659","24"
"BWI","EWR","1858","29607","651","35"
"BWI","FAY","408","5967","127","31"
"BWI","FLL","1022","22256","493","48"
"BWI","GSO","1688","25573","520","30"
"BWI","IAD","6","-12","1","16"
"BWI","IAH","1154","10313","342","29"
"BWI","ILM","725","7620","170","23"
"BWI","IND","467","5772","135","28"
"BWI","ISO","333","3062","87","26"
"BWI","ISP","1034","11171","273","26"
"BWI","JAX","1047","16345","363","34"
"BWI","JFK","549","11816","219","39"
"BWI","LAS","250","1937","64","25"
"BWI","LAX","783","24117","513","65"
"BWI","LGA","2038","35288","737","36"
"BWI","MCI","683","11861","281","41"
"BWI","MCO","2188","34579","837","38"
"BWI","MDT","278","2255","62","22"
"BWI","MEM","7","154","4","57"
"BWI","MIA","1114","19534","432","38"
"BWI","MSP","803","2962","133","16"
"BWI","MSY","343","4225","103","30"
"BWI","MYR","851","11939","259","30"
"BWI","OAJ","200","1910","42","21"
"BWI","ORD","4749","76908","1664","35"
"BWI","ORF","1704","30823","613","35"
"BWI","ORH","1298","12080","299","23"
"BWI","PBI","761","16015","361","47"
"BWI","PHL","176","2400","43","24"
"BWI","PHX","1145","23013","503","43"
"BWI","PIT","2393","26645","597","24"
"BWI","PVD","1368","21264","506","36"
"BWI","RDU","1634","17949","389","23"
"BWI","RIC","1350","14343","327","24"
"BWI","ROA","1097","12557","292","26"
"BWI","ROC","1444","17844","397","27"
"BWI","RSW","357","6096","133","37"
"BWI","SJU","492","74","48","9"
"BWI","STL","1636","18059","486","29"
"BWI","SYR","1669","27274","633","37"
"BWI","TPA","1335","23260","547","40"
"BWI","UCA","678","5837","148","21"
"BZN","BIL","713","2076","66","9"
"BZN","BTM","699","4453","124","17"
"BZN","DEN","666","3774","115","17"
"BZN","MSO","613","-2815","58","9"
"BZN","MSP","12","125","1","8"
"BZN","SLC","1071","9462","183","17"
"CAE","ATL","3650","26066","563","15"
"CAE","BWI","595","3943","109","18"
"CAE","CHS","69","2768","42","60"
"CAE","CLT","2266","21382","464","20"
"CAE","EWR","921","11562","253","27"
"CAE","GSO","152","1206","26","17"
"CAE","GSP","30","74","2","6"
"CAE","ORD","324","7062","139","42"
"CAE","RDU","949","143","57","6"
"CAE","SAV","1","147","1","100"
"CAK","ATL","376","1208","43","11"
"CAK","BNA","28","485","8","28"
"CAK","CMH","509","2384","41","8"
"CAK","CVG","1","22","1","100"
"CAK","DAY","1064","8626","170","15"
"CAK","ORD","1122","6532","231","20"
"CCR","LAX","1285","1837","135","10"
"CDV","ANC","349","3351","54","15"
"CDV","YAK","328","2488","34","10"
"CHA","ATL","2379","14835","294","12"
"CHA","BHM","4","9","1","25"
"CHA","BNA","1055","-831","43","4"
"CHA","BTR","1","62","1","100"
"CHA","CLT","694","6971","147","21"
"CHA","MEM","854","3671","127","14"
"CHO","CLT","1230","10513","253","20"
"CHO","LGA","297","6935","108","36"
"CHO","LYH","60","180","1","1"
"CHO","ROA","60","139","1","1"
"CHS","ATL","3543","20028","470","13"
"CHS","BWI","373","4026","91","24"
"CHS","CAE","81","3111","42","51"
"CHS","CLT","1727","21385","448","25"
"CHS","DCA","592","4308","96","16"
"CHS","EWR","344","2447","65","18"
"CHS","GSP","126","588","4","3"
"CHS","IAD","927","3647","101","10"
"CHS","JAX","365","3608","82","22"
"CHS","LGA","72","-102","7","9"
"CHS","ORD","599","8696","200","33"
"CHS","ORF","653","5500","110","16"
"CHS","RDU","1062","-2597","59","5"
"CHS","SAV","1043","6735","191","18"
"CID","DEN","692","4263","125","18"
"CID","DSM","958","3621","35","3"
"CID","MLI","501","155","25","4"
"CID","MSP","774","595","55","7"
"CID","ORD","357","6177","120","33"
"CID","PHX","59","980","29","49"
"CID","PIA","189","1980","34","17"
"CID","STL","1924","9937","230","11"
"CID","SUX","25","212","5","20"
"CLE","ALB","345","3110","65","18"
"CLE","ATL","2701","12280","395","14"
"CLE","BDL","1333","-3945","210","15"
"CLE","BNA","1051","4629","150","14"
"CLE","BOS","2659","23458","649","24"
"CLE","BUF","1846","8654","243","13"
"CLE","BWI","2341","10633","369","15"
"CLE","CLT","1288","18075","419","32"
"CLE","CMH","89","140","3","3"
"CLE","CVG","1415","5445","139","9"
"CLE","DAY","1","116","1","100"
"CLE","DCA","2716","23174","611","22"
"CLE","DEN","2026","24735","617","30"
"CLE","DFW","964","6422","196","20"
"CLE","DTW","1927","8553","227","11"
"CLE","EWR","3489","46218","946","27"
"CLE","FLL","375","5981","162","43"
"CLE","FNT","95","-328","11","11"
"CLE","HOU","102","2116","48","47"
"CLE","IAD","914","3027","79","8"
"CLE","IAH","1362","9534","330","24"
"CLE","IND","1997","21899","501","25"
"CLE","JFK","1136","10461","292","25"
"CLE","LAN","418","2578","76","18"
"CLE","LAS","588","2567","138","23"
"CLE","LAX","1485","18521","512","34"
"CLE","LGA","3774","54665","1117","29"
"CLE","MBS","472","1697","62","13"
"CLE","MCI","29","767","14","48"
"CLE","MCO","1685","10720","314","18"
"CLE","MDW","1217","14418","335","27"
"CLE","MEM","13","225","5","38"
"CLE","MIA","373","571","58","15"
"CLE","MKE","803","3390","95","11"
"CLE","MSP","2154","14625","421","19"
"CLE","MSY","334","3022","87","26"
"CLE","ORD","4033","59857","1363","33"
"CLE","PBI","355","3994","111","31"
"CLE","PHL","2833","15574","526","18"
"CLE","PHX","399","9988","233","58"
"CLE","PIT","2573","23978","529","20"
"CLE","RDU","1054","-1680","71","6"
"CLE","ROC","352","4933","118","33"
"CLE","RSW","292","3185","83","28"
"CLE","SFO","1066","23980","550","51"
"CLE","SRQ","302","695","49","16"
"CLE","STL","1934","12632","388","20"
"CLE","SYR","372","3011","60","16"
"CLE","TPA","793","1633","120","15"
"CLT","AGS","686","7656","150","21"
"CLT","ATL","5113","57595","1266","24"
"CLT","AVL","1900","31373","623","32"
"CLT","BDL","192","3600","62","32"
"CLT","BHM","1318","11972","278","21"
"CLT","BNA","1400","23245","499","35"
"CLT","BOS","2433","34521","770","31"
"CLT","BWI","2527","34550","754","29"
"CLT","CAE","2225","30880","717","32"
"CLT","CHA","674","6138","157","23"
"CLT","CHO","1217","8184","200","16"
"CLT","CHS","1728","31268","663","38"
"CLT","CLE","1270","19174","448","35"
"CLT","CMH","1049","11817","234","22"
"CLT","CRW","1343","14127","346","25"
"CLT","CVG","1363","15064","374","27"
"CLT","DAB","1036","19027","418","40"
"CLT","DAY","1489","23308","557","37"
"CLT","DCA","2429","29466","661","27"
"CLT","DEN","929","23859","515","55"
"CLT","DFW","2398","34810","773","32"
"CLT","DTW","1315","26216","613","46"
"CLT","EWR","2855","47861","989","34"
"CLT","FAY","2764","37177","805","29"
"CLT","FLL","1122","24614","557","49"
"CLT","GNV","859","12192","276","32"
"CLT","GSO","3029","47845","1028","33"
"CLT","GSP","1955","29020","666","34"
"CLT","HTS","1042","7994","198","19"
"CLT","IAH","1377","27069","631","45"
"CLT","ILM","2057","24797","524","25"
"CLT","IND","1051","15160","321","30"
"CLT","ISO","685","3342","96","14"
"CLT","JAX","1900","36297","775","40"
"CLT","JFK","354","10735","174","49"
"CLT","LAX","982","24221","571","58"
"CLT","LEX","1286","11251","258","20"
"CLT","LGA","2684","61217","1201","44"
"CLT","LYH","1037","9703","213","20"
"CLT","MCI","1039","12270","321","30"
"CLT","MCO","2112","47380","1093","51"
"CLT","MEM","1147","17735","391","34"
"CLT","MIA","1387","30962","635","45"
"CLT","MLB","570","6230","168","29"
"CLT","MSP","707","11182","259","36"
"CLT","MSY","1382","22903","526","38"
"CLT","MYR","2343","30992","746","31"
"CLT","OAJ","1042","9812","245","23"
"CLT","ORD","4266","76108","1647","38"
"CLT","ORF","2788","33611","779","27"
"CLT","PBI","429","9937","187","43"
"CLT","PHL","2453","36549","825","33"
"CLT","PHX","699","14917","361","51"
"CLT","PIT","1987","32802","769","38"
"CLT","PNS","613","5181","123","20"
"CLT","RDU","3862","38433","946","24"
"CLT","RIC","2442","33661","785","32"
"CLT","ROA","2413","39112","860","35"
"CLT","RSW","369","7013","143","38"
"CLT","SAV","1286","21249","444","34"
"CLT","SDF","1341","18812","435","32"
"CLT","SEA","541","14102","318","58"
"CLT","SFO","988","37858","744","75"
"CLT","SJU","30","1122","16","53"
"CLT","SRQ","58","1237","26","44"
"CLT","STL","2053","28928","629","30"
"CLT","TLH","1042","16050","345","33"
"CLT","TPA","1966","46961","1042","53"
"CLT","TRI","1745","21717","477","27"
"CLT","TYS","1379","16215","364","26"
"CMH","ATL","2200","10111","298","13"
"CMH","BNA","536","-219","57","10"
"CMH","CAK","492","2851","69","14"
"CMH","CLE","91","817","14","15"
"CMH","CLT","1067","9395","220","20"
"CMH","CVG","2138","17334","392","18"
"CMH","DAY","108","281","8","7"
"CMH","DCA","1351","11916","264","19"
"CMH","DFW","706","3359","134","18"
"CMH","DTW","1306","7387","165","12"
"CMH","EWR","2211","26576","484","21"
"CMH","IND","2108","12166","276","13"
"CMH","JFK","331","5734","120","36"
"CMH","LGA","1693","18630","380","22"
"CMH","MCO","361","2507","53","14"
"CMH","MEM","346","1753","66","19"
"CMH","MSP","1050","-618","77","7"
"CMH","ORD","3674","42893","994","27"
"CMH","PHL","662","7422","173","26"
"CMH","PIT","1502","11912","295","19"
"CMH","STL","1690","11294","348","20"
"CMI","DAY","1069","6867","139","13"
"CMI","PIA","43","151","2","4"
"CMI","STL","461","4610","88","19"
"COS","DEN","3389","18825","411","12"
"COS","DFW","1760","5655","174","9"
"COS","ICT","360","-546","22","6"
"COS","LAS","351","2792","54","15"
"COS","ORD","494","4126","116","23"
"COS","PHX","741","4180","66","8"
"COS","PUB","1247","2267","141","11"
"COS","SLC","1018","2799","63","6"
"COS","STL","1052","-517","105","9"
"CPR","RAP","357","336","34","9"
"CPR","SLC","721","2432","43","5"
"CRP","DFW","1772","10101","162","9"
"CRP","HOU","2455","14211","324","13"
"CRP","IAH","1355","3510","62","4"
"CRP","SAT","298","78","13","4"
"CRW","CLT","1571","16651","350","22"
"CRW","DCA","620","3879","82","13"
"CRW","HTS","539","3996","98","18"
"CRW","LGA","352","2828","54","15"
"CRW","PIT","1057","14865","300","28"
"CSG","ATL","1004","6574","124","12"
"CVG","ATL","2488","27542","635","25"
"CVG","BDL","1021","8628","219","21"
"CVG","BHM","348","6400","133","38"
"CVG","BNA","684","5793","134","19"
"CVG","BOS","1424","12981","390","27"
"CVG","BWI","904","8225","198","21"
"CVG","CLE","1411","12216","283","20"
"CVG","CLT","1319","13609","320","24"
"CVG","CMH","1771","17551","356","20"
"CVG","DAY","421","3806","85","20"
"CVG","DCA","1751","14659","356","20"
"CVG","DEN","27","529","13","48"
