"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ABE","ATL","722","4385","147","20"
"ABE","CLT","366","1661","61","16"
"ABE","DTW","805","2483","78","9"
"ABE","MCO","732","2002","92","12"
"ABE","MDT","821","4170","124","15"
"ABE","ORD","1392","19901","356","25"
"ABE","PIT","1464","8555","232","15"
"ABQ","AMA","681","10631","214","31"
"ABQ","ATL","1045","5315","176","16"
"ABQ","BWI","22","-143","3","13"
"ABQ","CVG","719","680","93","12"
"ABQ","DAL","2438","17704","417","17"
"ABQ","DEN","2741","33313","616","22"
"ABQ","DFW","2895","13270","338","11"
"ABQ","ELP","1646","18765","429","26"
"ABQ","EWR","44","-381","5","11"
"ABQ","HOU","700","1348","75","10"
"ABQ","IAH","1783","5273","191","10"
"ABQ","LAS","2017","16783","404","20"
"ABQ","LAX","2459","17908","537","21"
"ABQ","LBB","691","4440","107","15"
"ABQ","MAF","367","3215","80","21"
"ABQ","MCI","1070","7159","205","19"
"ABQ","MCO","366","-1385","20","5"
"ABQ","MDW","50","31","10","20"
"ABQ","MSP","735","235","110","14"
"ABQ","OAK","685","6961","174","25"
"ABQ","ORD","713","9065","169","23"
"ABQ","PHX","6911","75949","1564","22"
"ABQ","SAN","1099","9028","216","19"
"ABQ","SEA","366","-1491","42","11"
"ABQ","SLC","1032","8921","209","20"
"ABQ","STL","2440","17239","459","18"
"ABQ","TPA","366","4299","109","29"
"ABQ","TUS","366","4022","87","23"
"ADQ","ANC","728","6259","133","18"
"AGS","ATL","993","-1063","94","9"
"AKN","ANC","203","1068","37","18"
"AKN","DLG","121","1474","27","22"
"ALB","ATL","1065","12233","269","25"
"ALB","BWI","1583","20220","372","23"
"ALB","CLT","366","1006","50","13"
"ALB","CVG","1086","-1297","104","9"
"ALB","DCA","1019","2773","111","10"
"ALB","DTW","1710","1979","229","13"
"ALB","LAS","239","-2309","19","7"
"ALB","MCO","1150","-1659","127","11"
"ALB","ORD","2178","23835","516","23"
"ALB","PHL","1830","18227","441","24"
"ALB","PIT","1457","9803","251","17"
"AMA","ABQ","681","10336","194","28"
"AMA","DAL","2654","22972","432","16"
"AMA","DFW","1090","2138","88","8"
"AMA","LAS","365","-1263","4","1"
"ANC","ADQ","728","6729","155","21"
"ANC","AKN","324","3819","64","19"
"ANC","ATL","122","-625","10","8"
"ANC","BET","1036","14491","250","24"
"ANC","CDV","364","5133","81","22"
"ANC","DLG","181","4194","48","26"
"ANC","DTW","122","-597","13","10"
"ANC","DUT","662","6207","130","19"
"ANC","FAI","3895","32919","764","19"
"ANC","IAH","109","1163","26","23"
"ANC","JNU","1169","14247","271","23"
"ANC","LAX","333","3940","90","27"
"ANC","MSP","1077","-3488","135","12"
"ANC","OME","464","2394","71","15"
"ANC","ORD","390","3367","120","30"
"ANC","OTZ","630","10361","181","28"
"ANC","PDX","727","8078","199","27"
"ANC","PHX","97","1233","26","26"
"ANC","SCC","364","3847","74","20"
"ANC","SEA","6898","47685","1297","18"
"ANC","SFO","126","1450","36","28"
"ANC","SLC","848","-2970","62","7"
"ANC","STL","111","7","16","14"
"ATL","ABE","726","5885","148","20"
"ATL","ABQ","1056","9910","268","25"
"ATL","AGS","993","4997","168","16"
"ATL","ALB","1090","15640","293","26"
"ATL","ANC","122","963","30","24"
"ATL","AUS","2052","18797","480","23"
"ATL","BDL","2175","21107","501","23"
"ATL","BHM","3257","23658","613","18"
"ATL","BNA","3245","28476","645","19"
"ATL","BOS","5788","85975","1653","28"
"ATL","BTR","1088","10169","241","22"
"ATL","BUF","1132","14884","329","29"
"ATL","BWI","4567","37755","936","20"
"ATL","CAE","2773","18714","443","15"
"ATL","CHS","3204","26771","628","19"
"ATL","CLE","2830","14786","513","18"
"ATL","CLT","5586","41223","1007","18"
"ATL","CMH","2543","23489","541","21"
"ATL","COS","729","6386","179","24"
"ATL","CVG","3973","30027","764","19"
"ATL","DAB","1671","14859","351","21"
"ATL","DAY","2198","16657","419","19"
"ATL","DCA","5756","40236","1017","17"
"ATL","DEN","4281","51808","1175","27"
"ATL","DFW","9820","102490","2126","21"
"ATL","DTW","5732","46398","1131","19"
"ATL","EGE","96","369","17","17"
"ATL","ELP","365","2649","76","20"
"ATL","EWR","8910","118881","2243","25"
"ATL","FLL","3481","48661","919","26"
"ATL","GSO","3241","31993","688","21"
"ATL","GSP","2846","12801","448","15"
"ATL","GUC","86","926","23","26"
"ATL","HNL","365","2918","87","23"
"ATL","HOU","1656","13927","372","22"
"ATL","HSV","3239","25351","643","19"
"ATL","IAD","5628","49343","1211","21"
"ATL","IAH","5399","50325","1225","22"
"ATL","IND","2316","12035","370","15"
"ATL","JAN","1746","12382","341","19"
"ATL","JAX","3983","29037","756","18"
"ATL","JFK","1205","15558","308","25"
"ATL","LAS","2240","29162","686","30"
"ATL","LAX","3625","55083","1221","33"
"ATL","LEX","1089","10291","249","22"
"ATL","LGA","7191","149499","2544","35"
"ATL","LIT","1809","11899","382","21"
"ATL","MCI","2902","20465","544","18"
"ATL","MCO","5626","54584","1255","22"
"ATL","MDT","722","9045","177","24"
"ATL","MDW","907","10677","223","24"
"ATL","MEM","4978","34930","936","18"
"ATL","MGM","991","5240","180","18"
"ATL","MIA","6214","75866","1545","24"
"ATL","MKE","1414","12574","299","21"
"ATL","MLB","1452","9559","253","17"
"ATL","MLU","365","3472","89","24"
"ATL","MOB","2887","20802","553","19"
"ATL","MSP","4488","18599","857","19"
"ATL","MSY","3291","26728","675","20"
"ATL","OKC","1088","9189","239","21"
"ATL","OMA","998","11234","254","25"
"ATL","ONT","547","5110","151","27"
"ATL","ORD","9919","172265","3060","30"
"ATL","ORF","2802","11243","482","17"
"ATL","PBI","2909","28682","688","23"
"ATL","PDX","728","8197","254","34"
"ATL","PHL","7579","101272","1951","25"
"ATL","PHX","3917","40154","1055","26"
"ATL","PIT","3924","38333","860","21"
"ATL","PNS","2533","24172","557","21"
"ATL","PVD","1462","9677","253","17"
"ATL","PWM","727","6317","153","21"
"ATL","RDU","3600","30840","759","21"
"ATL","RIC","2526","11784","407","16"
"ATL","ROC","1043","15650","333","31"
"ATL","RSW","2950","22858","614","20"
"ATL","SAN","1456","14816","413","28"
"ATL","SAT","2375","19238","544","22"
"ATL","SAV","3249","26874","643","19"
"ATL","SDF","2541","22892","539","21"
"ATL","SEA","1091","6811","279","25"
"ATL","SFO","2911","40654","915","31"
"ATL","SHV","1088","8108","202","18"
"ATL","SJC","752","6540","215","28"
"ATL","SJU","1746","15605","392","22"
"ATL","SLC","3625","41194","1030","28"
"ATL","SMF","576","5175","148","25"
"ATL","SNA","1092","7486","277","25"
"ATL","SRQ","2189","16474","464","21"
"ATL","STL","4963","34477","888","17"
"ATL","STT","528","2845","81","15"
"ATL","SYR","755","10696","215","28"
"ATL","TLH","2122","21381","436","20"
"ATL","TPA","4293","33760","890","20"
"ATL","TUL","1445","15972","391","27"
"ATL","TYS","2519","22779","573","22"
"AUS","ATL","2131","13001","373","17"
"AUS","BNA","693","2464","89","12"
"AUS","BWI","180","-1210","10","5"
"AUS","CLE","166","-182","6","3"
"AUS","CVG","453","2379","62","13"
"AUS","DAL","4540","53477","1022","22"
"AUS","DEN","1046","14427","232","22"
"AUS","DFW","6145","45243","771","12"
"AUS","ELP","1395","13919","269","19"
"AUS","EWR","829","3649","140","16"
"AUS","HOU","4625","39083","817","17"
"AUS","HRL","366","2328","38","10"
"AUS","IAD","366","8481","145","39"
"AUS","IAH","3599","17384","453","12"
"AUS","LAS","730","2088","92","12"
"AUS","LAX","1043","5120","175","16"
"AUS","LBB","721","6349","133","18"
"AUS","MAF","670","6459","130","19"
"AUS","MCO","366","7085","146","39"
"AUS","MEM","1069","-4308","65","6"
"AUS","MFE","366","6325","101","27"
"AUS","MSP","689","1106","69","10"
"AUS","ORD","2909","37485","762","26"
"AUS","PHX","3175","22118","509","16"
"AUS","RDU","274","-2543","20","7"
