"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","MEM","3905","30432","756","19"
"ATL","MGM","2058","16075","305","14"
"ATL","MIA","6327","70947","1463","23"
"ATL","MKE","2036","15514","338","16"
"ATL","MLB","2440","23876","464","19"
"ATL","MLU","356","2852","63","17"
"ATL","MOB","3082","31364","625","20"
"ATL","MSP","2125","14640","419","19"
"ATL","MSY","4298","33933","797","18"
"ATL","OKC","712","7084","162","22"
"ATL","OMA","716","5880","143","19"
"ATL","ONT","353","4777","120","33"
"ATL","ORD","9437","104974","2336","24"
"ATL","ORF","3065","19929","469","15"
"ATL","PBI","3928","43407","836","21"
"ATL","PDX","345","3427","99","28"
"ATL","PHL","6247","70254","1598","25"
"ATL","PHX","1421","14265","362","25"
"ATL","PIT","4908","42185","947","19"
"ATL","PNS","3693","29939","602","16"
"ATL","PVD","1277","13463","280","21"
"ATL","RDU","5162","38186","772","14"
"ATL","RIC","3056","23963","520","17"
"ATL","ROA","318","1354","46","14"
"ATL","ROC","704","10630","234","33"
"ATL","RSW","3529","34753","712","20"
"ATL","SAN","351","3081","81","23"
"ATL","SAT","1245","10209","247","19"
"ATL","SAV","3921","33369","718","18"
"ATL","SDF","3461","37760","758","21"
"ATL","SEA","1443","22686","536","37"
"ATL","SFO","2431","18045","594","24"
"ATL","SHV","358","3999","80","22"
"ATL","SJU","2072","27370","593","28"
"ATL","SLC","1773","22193","504","28"
"ATL","SRQ","3330","29109","611","18"
"ATL","STL","5514","50261","1161","21"
"ATL","STT","297","2918","78","26"
"ATL","SYR","713","8934","175","24"
"ATL","TLH","2778","22557","494","17"
"ATL","TOL","710","10061","185","26"
"ATL","TPA","6640","66090","1329","20"
"ATL","TRI","47","698","11","23"
"ATL","TUL","1074","10611","251","23"
"ATL","TYS","2801","21277","470","16"
"ATW","GRB","133","-639","1","0"
"ATW","MSP","133","198","6","4"
"AUS","ATL","1059","12493","273","25"
"AUS","DAL","3628","16586","479","13"
"AUS","DEN","687","4385","117","17"
"AUS","DFW","6336","46328","890","14"
"AUS","ELP","1463","8007","171","11"
"AUS","HOU","4371","13396","436","9"
"AUS","HRL","302","1047","25","8"
"AUS","IAH","2461","12225","190","7"
"AUS","LAS","112","648","21","18"
"AUS","LBB","691","393","35","5"
"AUS","MAF","637","761","58","9"
"AUS","MEM","1022","-1569","57","5"
"AUS","MSY","263","448","13","4"
"AUS","ORD","1499","8452","228","15"
"AUS","PHX","1995","8968","259","12"
"AUS","SAT","1514","1744","53","3"
"AUS","STL","357","1084","43","12"
"AVL","ATL","46","715","16","34"
"AVL","BWI","246","2136","36","14"
"AVL","CLT","2028","4657","171","8"
"AVP","ABE","592","2065","49","8"
"AVP","BWI","599","1792","51","8"
"AVP","ELM","120","-479","3","2"
"AVP","MDT","224","921","22","9"
"AVP","PHL","244","2321","66","27"
"AVP","PIT","1326","6332","181","13"
"AZO","DAY","1173","-346","62","5"
"AZO","DTW","1281","6846","170","13"
"AZO","GRB","226","-1578","7","3"
"AZO","LAN","350","-1787","36","10"
"AZO","MSP","357","381","39","10"
"BDL","ATL","2602","12536","471","18"
"BDL","BOS","715","5852","127","17"
"BDL","BUF","626","2170","54","8"
"BDL","BWI","1517","9240","276","18"
"BDL","CLE","1471","7486","258","17"
"BDL","CLT","951","884","125","13"
"BDL","CVG","1004","5315","154","15"
"BDL","DAY","167","-3019","2","1"
"BDL","DCA","2010","4441","197","9"
"BDL","DFW","1046","6167","241","23"
"BDL","DTW","1681","1827","203","12"
"BDL","EWR","1208","4252","181","14"
"BDL","FLL","360","731","44","12"
"BDL","IAD","1433","1257","140","9"
"BDL","IAH","111","-1104","6","5"
"BDL","JFK","285","4134","97","34"
"BDL","MCO","719","390","85","11"
"BDL","MSP","690","773","117","16"
"BDL","ORD","3715","20284","735","19"
"BDL","PBI","360","2379","68","18"
"BDL","PHL","1794","14557","385","21"
"BDL","PIT","1417","10649","313","22"
"BDL","PVD","3","47","1","33"
"BDL","RDU","1057","1941","92","8"
"BDL","SJU","356","-766","19","5"
"BDL","STL","1249","-317","180","14"
"BDL","SYR","618","285","43","6"
"BDL","TPA","352","1586","57","16"
"BET","ANC","589","3948","84","14"
"BFL","DFW","709","6882","138","19"
"BFL","LAS","1000","2655","74","7"
"BFL","SBA","3","95","2","66"
"BFL","SFO","1","78","1","100"
"BGM","BWI","1044","1590","90","8"
"BGM","PIT","1087","2710","93","8"
"BGR","BOS","1404","13221","263","18"
"BGR","BTV","156","467","12","7"
"BGR","EWR","66","2341","47","71"
"BGR","MHT","113","550","7","6"
"BGR","ORD","172","-197","20","11"
"BGR","PVD","291","1381","28","9"
"BGR","PWM","261","1084","29","11"
"BHM","ATL","5235","43863","843","16"
"BHM","BNA","2710","6172","177","6"
"BHM","BTR","268","2552","44","16"
"BHM","BWI","48","663","24","50"
"BHM","CLT","1382","1032","91","6"
"BHM","CVG","359","2086","29","8"
"BHM","DFW","1786","16198","328","18"
"BHM","HSV","1324","1411","72","5"
"BHM","JAN","446","5258","101","22"
"BHM","LIT","1","199","1","100"
"BHM","MCO","347","5187","97","27"
"BHM","MEM","1372","-2150","48","3"
"BHM","MGM","355","3206","63","17"
"BHM","MOB","1","19","1","100"
"BHM","MSY","1940","8755","255","13"
"BHM","SDF","552","1746","43","7"
"BIL","BZN","734","2007","132","17"
"BIL","DEN","1506","10460","219","14"
"BIL","GEG","240","372","29","12"
"BIL","GTF","724","3342","85","11"
"BIL","MSP","1078","2717","127","11"
"BIL","SLC","1085","2797","86","7"
"BIS","DEN","669","5562","118","17"
"BIS","FSD","361","432","42","11"
"BIS","MOT","1178","-2259","147","12"
"BIS","MSP","1296","2477","131","10"
"BIS","SLC","360","0","24","6"
"BLI","SEA","1903","14592","327","17"
"BNA","ATL","5233","33163","798","15"
"BNA","BHM","2662","10263","352","13"
"BNA","BOS","1044","7816","215","20"
"BNA","BTR","1025","2759","124","12"
"BNA","BWI","1206","771","98","8"
"BNA","CHA","1011","4252","122","12"
"BNA","CLE","1113","1125","121","10"
"BNA","CLT","1415","5364","155","10"
"BNA","CMH","297","1668","37","12"
"BNA","CVG","612","4465","102","16"
"BNA","DCA","1032","-234","94","9"
"BNA","DET","551","3666","93","16"
"BNA","DFW","3556","31763","717","20"
"BNA","DTW","2735","8549","340","12"
"BNA","EWR","1036","10814","210","20"
"BNA","FLL","252","2818","55","21"
"BNA","HOU","1258","9207","282","22"
"BNA","HSV","1039","3467","106","10"
"BNA","IAH","1035","6806","165","15"
"BNA","IND","440","3127","76","17"
"BNA","JAN","1030","1874","82","7"
"BNA","JFK","349","6494","119","34"
"BNA","LAS","261","2741","76","29"
"BNA","LAX","786","4422","168","21"
"BNA","LEX","212","850","29","13"
"BNA","LGA","1031","6514","215","20"
"BNA","LIT","1031","2052","92","8"
"BNA","MCI","300","1936","43","14"
"BNA","MCO","1053","5320","147","13"
"BNA","MDW","1953","9000","262","13"
"BNA","MEM","2526","-2267","172","6"
"BNA","MIA","257","3021","60","23"
"BNA","MKE","1006","2895","100","9"
"BNA","MOB","1018","2284","118","11"
"BNA","MSP","700","-499","74","10"
"BNA","MSY","1034","4959","149","14"
"BNA","ORD","2423","14708","446","18"
"BNA","PHL","1562","6753","238","15"
"BNA","PHX","711","924","118","16"
"BNA","PIT","1157","912","123","10"
"BNA","RDU","1038","4457","127","12"
"BNA","SAN","255","1056","56","21"
"BNA","SDF","348","1837","47","13"
"BNA","SJU","201","-22","29","14"
"BNA","STL","1270","7187","184","14"
"BNA","TPA","1053","7219","169","16"
"BNA","TYS","644","5195","104","16"
"BOI","DEN","1069","4176","151","14"
"BOI","LAS","707","4484","81","11"
"BOI","LAX","134","-378","13","9"
"BOI","ORD","627","2743","106","16"
"BOI","PSC","357","2303","66","18"
"BOI","SEA","646","-910","43","6"
"BOI","SFO","1265","11456","255","20"
"BOI","SLC","1595","3678","102","6"
"BOI","SUN","54","906","23","42"
"BOS","ATL","5202","42353","1309","25"
"BOS","BDL","703","3317","81","11"
"BOS","BGR","1385","13950","268","19"
"BOS","BNA","1053","432","143","13"
"BOS","BTV","110","1384","21","19"
"BOS","BUF","1025","6509","188","18"
"BOS","BWI","2542","19352","482","18"
"BOS","CLE","2980","28231","709","23"
"BOS","CLT","2477","20263","619","24"
"BOS","CMH","96","590","18","18"
"BOS","CVG","1420","11068","272","19"
"BOS","DAY","955","2325","136","14"
"BOS","DCA","9180","33469","1224","13"
"BOS","DEN","1678","27353","636","37"
"BOS","DFW","3146","27072","930","29"
"BOS","DTW","2298","13577","440","19"
"BOS","EWR","8090","95663","1832","22"
"BOS","FLL","1017","8845","242","23"
"BOS","GSO","301","3478","73","24"
"BOS","IAD","1944","20510","408","20"
"BOS","IAH","1245","9968","348","27"
"BOS","IND","115","-154","18","15"
"BOS","JFK","2164","20719","459","21"
"BOS","LAS","273","2244","76","27"
"BOS","LAX","2049","16516","587","28"
"BOS","LGA","5726","26020","692","12"
"BOS","MCO","1873","12294","414","22"
"BOS","MEM","700","4291","167","23"
"BOS","MIA","2869","-1766","431","15"
"BOS","MKE","589","3016","111","18"
"BOS","MSP","2170","12190","451","20"
"BOS","ORD","5191","46341","1283","24"
"BOS","ORF","630","2436","117","18"
"BOS","PBI","696","8296","213","30"
"BOS","PHL","5703","65575","1440","25"
"BOS","PHX","472","6909","176","37"
"BOS","PIT","2757","21536","642","23"
"BOS","PWM","1607","15222","321","19"
"BOS","RDU","1060","4958","152","14"
"BOS","RIC","384","4077","96","25"
"BOS","ROC","1316","8440","228","17"
"BOS","RSW","160","833","29","18"
"BOS","SFO","1084","14635","387","35"
"BOS","SJU","697","2161","90","12"
"BOS","SLC","718","7160","221","30"
"BOS","STL","1698","10960","387","22"
"BOS","SYR","1292","9334","227","17"
"BOS","TPA","1250","4826","238","19"
"BTM","BZN","717","4169","74","10"
"BTR","ATL","1075","14598","279","25"
"BTR","BNA","1036","1244","68","6"
"BTR","DFW","2671","33526","619","23"
"BTR","IAH","931","8364","143","15"
"BTR","JAN","272","666","11","4"
"BTR","LFT","136","-170","21","15"
"BTR","MEM","1025","-3612","40","3"
"BTR","MOB","973","10792","191","19"
"BTR","MSY","245","1281","19","7"
"BTR","PNS","174","3194","58","33"
"BTR","SHV","85","429","9","10"
"BTV","ALB","599","61","31","5"
"BTV","BGR","146","2790","58","39"
"BTV","BOS","115","935","23","20"
"BTV","EWR","1330","16301","295","22"
"BTV","IAD","994","-3096","75","7"
"BTV","LGA","1059","6848","149","14"
"BTV","MHT","235","786","18","7"
"BTV","ORD","816","2669","142","17"
"BTV","PHL","716","4340","108","15"
"BTV","PIT","1066","6343","201","18"
"BUF","ALB","633","1337","43","6"
"BUF","ATL","2461","19197","542","22"
"BUF","BDL","609","1926","44","7"
"BUF","BOS","970","10453","207","21"
"BUF","BWI","1413","12874","233","16"
"BUF","CLE","1513","3646","183","12"
"BUF","DCA","1017","5653","113","11"
"BUF","DTW","1468","-5693","90","6"
"BUF","EWR","3586","38998","729","20"
"BUF","IAD","646","1127","54","8"
"BUF","JFK","356","7357","118","33"
"BUF","LGA","2725","23923","500","18"
"BUF","ORD","3538","24995","736","20"
"BUF","PHL","1426","12407","295","20"
"BUF","PIT","1419","8716","185","13"
"BUF","RDU","1051","-5060","62","5"
"BUF","ROC","341","859","21","6"
"BUF","SYR","718","1696","50","6"
"BUR","DEN","1000","-514","119","11"
"BUR","DFW","976","7430","219","22"
"BUR","LAS","3827","17431","374","9"
"BUR","LGB","390","975","29","7"
"BUR","OAK","5607","-1110","344","6"
"BUR","ONT","353","-1505","17","4"
"BUR","PDX","710","2433","74","10"
"BUR","PHX","1988","8721","220","11"
"BUR","SBA","3","49","2","66"
"BUR","SEA","535","5976","148","27"
"BUR","SFO","5248","23716","768","14"
"BUR","SJC","2673","-2331","135","5"
"BUR","SLC","715","1402","67","9"
"BUR","SMF","1326","2653","95","7"
"BUR","STL","284","-601","33","11"
"BWI","ABE","1010","2396","103","10"
"BWI","ALB","1353","8642","220","16"
"BWI","ATL","3781","20762","719","19"
"BWI","AVL","241","2788","55","22"
"BWI","AVP","593","1372","54","9"
"BWI","BDL","1492","7641","243","16"
"BWI","BGM","1046","1845","113","10"
"BWI","BHM","47","456","10","21"
"BWI","BNA","1228","-2186","73","5"
"BWI","BOS","2590","16367","517","19"
"BWI","BUF","1432","723","151","10"
"BWI","CAE","685","4886","151","22"
"BWI","CHS","362","2061","53","14"
"BWI","CLE","2275","2788","248","10"
"BWI","CLT","2450","10241","383","15"
"BWI","CVG","715","2669","97","13"
"BWI","DAY","577","111","66","11"
"BWI","DCA","176","-12","18","10"
"BWI","DEN","1066","6874","276","25"
"BWI","DFW","2098","8545","384","18"
"BWI","DTW","2836","-654","321","11"
"BWI","EWR","1721","11466","389","22"
"BWI","FAY","360","-48","41","11"
"BWI","FLL","894","11401","333","37"
"BWI","GSO","1404","7463","219","15"
"BWI","GSP","339","50","41","12"
"BWI","IAD","15","382","5","33"
"BWI","IAH","704","1399","156","22"
"BWI","ILM","329","2352","46","13"
"BWI","IND","767","-708","77","10"
"BWI","ISP","1032","4569","120","11"
"BWI","JAX","746","2744","124","16"
"BWI","JFK","400","9267","166","41"
"BWI","LAS","284","2059","67","23"
"BWI","LAX","891","3863","204","22"
"BWI","LGA","1749","15822","425","24"
"BWI","MCI","670","1944","105","15"
"BWI","MCO","2556","15459","479","18"
"BWI","MDT","145","461","16","11"
"BWI","MIA","1065","11262","324","30"
"BWI","MSP","716","1731","117","16"
"BWI","MSY","362","1777","89","24"
"BWI","MYR","603","-357","76","12"
"BWI","ORD","4673","31714","980","20"
"BWI","ORF","1359","3156","177","13"
"BWI","ORH","1052","5677","165","15"
"BWI","PBI","835","8523","262","31"
"BWI","PHX","1409","6624","328","23"
"BWI","PIT","2552","7844","340","13"
"BWI","PVD","1429","4314","221","15"
"BWI","RDU","1002","5842","183","18"
"BWI","RIC","1348","3344","158","11"
"BWI","ROA","729","1341","90","12"
"BWI","ROC","1412","3883","174","12"
"BWI","RSW","708","3994","135","19"
"BWI","SJU","555","3327","115","20"
"BWI","STL","1620","9895","338","20"
"BWI","SYR","1433","3990","194","13"
"BWI","TPA","1228","13064","401","32"
"BWI","UCA","696","584","75","10"
"BZN","BIL","765","205","55","7"
"BZN","BTM","714","4223","134","18"
"BZN","DEN","698","9751","185","26"
"BZN","MSO","686","4067","145","21"
"BZN","MSP","20","111","2","10"
"BZN","SLC","1071","7875","227","21"
"CAE","ATL","4501","37096","752","16"
"CAE","BWI","660","2749","63","9"
"CAE","CHS","776","5533","133","17"
"CAE","CLT","2181","11004","283","12"
"CAE","DFW","526","3686","106","20"
"CAE","EWR","488","-852","38","7"
"CAE","GSO","227","319","20","8"
"CAE","LGA","559","6707","104","18"
"CAE","ORD","320","4122","88","27"
"CAE","RDU","1075","218","44","4"
"CAE","SAV","201","450","33","16"
"CAK","ATL","812","5372","134","16"
"CAK","CLE","388","1503","35","9"
"CAK","CLT","227","-1076","16","7"
"CAK","DAY","1082","436","46","4"
"CAK","ORD","1253","5181","218","17"
"CAK","PIT","1","58","1","100"
"CCR","LAX","1303","2186","83","6"
"CDV","ANC","358","2543","52","14"
"CDV","YAK","333","864","29","8"
"CHA","ATL","2443","24269","467","19"
"CHA","BNA","1039","393","35","3"
"CHA","CLT","817","-1132","33","4"
"CHA","MEM","687","-2001","19","2"
"CHO","CLT","1056","3073","116","10"
"CHO","LGA","26","342","5","19"
"CHO","RIC","461","345","21","4"
"CHO","ROA","313","-541","20","6"
"CHS","ATL","4151","35763","751","18"
"CHS","BWI","363","1701","46","12"
"CHS","CAE","770","3485","69","8"
"CHS","CLT","1805","3854","189","10"
"CHS","DCA","608","1756","52","8"
"CHS","DFW","410","2152","87","21"
"CHS","EWR","23","24","1","4"
"CHS","GSP","676","483","25","3"
"CHS","IAD","975","-953","71","7"
"CHS","JAX","307","832","38","12"
"CHS","LGA","264","2111","41","15"
"CHS","ORD","650","2139","100","15"
"CHS","ORF","612","739","37","6"
"CHS","RDU","1043","-235","70","6"
"CHS","SAV","964","2151","137","14"
"CID","DEN","702","3089","99","14"
"CID","DSM","192","2383","27","14"
"CID","FSD","13","30","1","7"
"CID","MLI","307","1414","18","5"
"CID","MSP","1041","1227","99","9"
"CID","OMA","167","-21","6","3"
"CID","ORD","653","7006","139","21"
"CID","PHX","348","2921","78","22"
"CID","STL","1624","7512","189","11"
"CID","SUX","296","1539","49","16"
"CLE","ALB","362","2735","60","16"
"CLE","ATL","3536","24689","673","19"
"CLE","BDL","1461","-246","165","11"
"CLE","BNA","1116","-1216","89","7"
"CLE","BOS","2923","35474","836","28"
"CLE","BUF","1480","3155","176","11"
"CLE","BWI","2273","5705","221","9"
"CLE","CAK","407","1265","26","6"
"CLE","CLT","1402","7544","248","17"
"CLE","CMH","604","6545","125","20"
"CLE","CVG","1432","3384","113","7"
"CLE","DCA","2765","14007","449","16"
"CLE","DEN","2297","22018","573","24"
"CLE","DFW","1699","2451","300","17"
"CLE","DTW","1948","5763","242","12"
"CLE","EWR","3095","46631","863","27"
"CLE","FLL","590","5314","161","27"
"CLE","HDN","2","61","2","100"
"CLE","HOU","208","1493","55","26"
"CLE","IAD","943","-47","56","5"
"CLE","IAH","1575","12902","430","27"
"CLE","IND","2296","11261","319","13"
"CLE","JFK","1062","4420","221","20"
"CLE","LAN","93","1223","23","24"
"CLE","LAS","701","4231","183","26"
"CLE","LAX","1491","15228","458","30"
"CLE","LGA","3874","40098","918","23"
"CLE","MBS","91","418","15","16"
"CLE","MCI","668","2976","128","19"
"CLE","MCO","1667","5524","218","13"
"CLE","MDW","153","1429","30","19"
"CLE","MIA","779","6208","177","22"
"CLE","MKE","1181","379","99","8"
"CLE","MSP","2210","14407","410","18"
"CLE","MSY","347","912","61","17"
"CLE","ORD","5305","43609","1238","23"
"CLE","ORF","634","2150","69","10"
"CLE","PBI","429","2752","83","19"
"CLE","PHL","2917","31159","699","23"
"CLE","PHX","741","2328","152","20"
"CLE","PIT","2635","8941","310","11"
"CLE","PVD","639","-206","56","8"
"CLE","RDU","1023","-2490","48","4"
"CLE","ROC","416","2237","59","14"
"CLE","RSW","304","2069","56","18"
"CLE","SAN","124","407","26","20"
"CLE","SDF","721","2020","88","12"
"CLE","SEA","138","825","28","20"
"CLE","SFO","1173","9243","348","29"
"CLE","SRQ","411","2512","94","22"
"CLE","STL","1587","4867","229","14"
"CLE","SYR","671","1480","70","10"
"CLE","TPA","808","10012","241","29"
"CLT","AGS","705","4499","126","17"
"CLT","ATL","5847","61070","1283","21"
"CLT","AVL","1997","9009","250","12"
"CLT","BDL","955","7993","217","22"
"CLT","BHM","1367","4193","155","11"
"CLT","BNA","1412","8877","230","16"
"CLT","BOS","2476","14443","499","20"
"CLT","BWI","2464","13203","393","15"
"CLT","CAE","2105","17162","413","19"
"CLT","CAK","222","-1241","15","6"
"CLT","CHA","801","127","78","9"
"CLT","CHO","1041","3227","128","12"
"CLT","CHS","1682","14153","301","17"
"CLT","CLE","1405","11814","307","21"
"CLT","CMH","1159","6132","192","16"
"CLT","CRW","1397","2098","164","11"
"CLT","CVG","1285","5251","204","15"
"CLT","DAB","1175","9806","276","23"
"CLT","DAY","1423","12187","340","23"
"CLT","DCA","2684","17816","454","16"
"CLT","DEN","982","5817","228","23"
"CLT","DFW","2407","10185","435","18"
"CLT","DTW","1467","16116","413","28"
"CLT","EWR","2836","33649","845","29"
"CLT","FAY","2071","6961","244","11"
"CLT","FLL","1413","17660","433","30"
"CLT","GNV","1073","6819","211","19"
"CLT","GSO","2932","10710","357","12"
"CLT","GSP","1778","8279","263","14"
"CLT","HTS","757","473","70","9"
"CLT","IAD","704","3876","87","12"
"CLT","IAH","1407","5423","263","18"
"CLT","ILM","2069","4903","203","9"
"CLT","IND","1321","6776","221","16"
"CLT","ISO","700","1392","62","8"
"CLT","ISP","87","405","13","14"
"CLT","JAX","2075","18389","460","22"
"CLT","JFK","360","6420","119","33"
"CLT","LAX","1041","13084","386","37"
"CLT","LEX","797","5330","132","16"
"CLT","LGA","2817","33583","798","28"
"CLT","LYH","704","1323","71","10"
"CLT","MCI","1024","5343","187","18"
"CLT","MCO","2175","29643","743","34"
"CLT","MDT","333","227","39","11"
"CLT","MEM","1330","6639","204","15"
"CLT","MIA","1907","17138","480","25"
"CLT","MKE","686","1586","83","12"
"CLT","MLB","1123","6333","214","19"
"CLT","MSP","698","2944","109","15"
"CLT","MSY","1414","8674","294","20"
"CLT","MYR","1963","7858","299","15"
"CLT","OAJ","1051","3623","157","14"
"CLT","ORD","4011","25752","768","19"
"CLT","ORF","2447","12742","317","12"
"CLT","PBI","709","9652","275","38"
"CLT","PHL","2608","30427","780","29"
"CLT","PHX","708","7722","242","34"
"CLT","PIT","2216","18512","550","24"
"CLT","PNS","1027","4324","127","12"
"CLT","PVD","288","309","25","8"
"CLT","RDU","3275","7058","335","10"
"CLT","RIC","2449","7841","290","11"
"CLT","ROA","2144","11343","338","15"
"CLT","RSW","653","4511","124","18"
"CLT","SAN","198","1917","69","34"
"CLT","SAT","236","-1229","29","12"
"CLT","SAV","1478","8673","233","15"
"CLT","SDF","1386","4329","178","12"
"CLT","SEA","373","7898","198","53"
"CLT","SFO","1072","8839","346","32"
"CLT","SJU","248","1640","47","18"
"CLT","SRQ","590","8003","168","28"
"CLT","STL","2022","12627","398","19"
"CLT","TLH","1068","4869","166","15"
"CLT","TPA","2151","22424","629","29"
"CLT","TRI","1645","5678","176","10"
"CLT","TYS","1364","7642","203","14"
"CMH","ATL","3160","15375","468","14"
"CMH","BNA","306","143","33","10"
"CMH","BOS","93","1467","22","23"
"CMH","CLE","610","9056","190","31"
"CMH","CLT","1169","12105","268","22"
"CMH","CVG","2149","12363","278","12"
"CMH","DCA","1160","3762","97","8"
"CMH","DEN","12","414","9","75"
"CMH","DFW","896","4187","164","18"
"CMH","DTW","1411","1257","119","8"
"CMH","EWR","2370","30330","528","22"
"CMH","IAH","14","1067","13","92"
"CMH","IND","2610","5535","199","7"
"CMH","JFK","355","6997","128","36"
"CMH","LAX","192","2096","65","33"
"CMH","LGA","1557","15115","320","20"
"CMH","MCO","477","1383","42","8"
"CMH","MSP","1030","-288","96","9"
"CMH","ORD","3558","23540","716","20"
"CMH","PHL","810","10525","213","26"
"CMH","PIT","1461","10359","262","17"
"CMH","STL","1697","7093","287","16"
"CMI","DAY","1076","-453","38","3"
"COS","DEN","3353","22277","454","13"
"COS","DFW","1726","15858","330","19"
"COS","ICT","353","2495","71","20"
"COS","LAS","345","1841","35","10"
"COS","ORD","421","3524","97","23"
"COS","PHX","711","3236","75","10"
"COS","PUB","1387","297","124","8"
"COS","SLC","1031","-521","37","3"
"COS","STL","1066","583","111","10"
"CPR","RAP","360","-278","28","7"
"CPR","SLC","721","1477","43","5"
"CRP","DFW","2278","20296","324","14"
"CRP","HOU","2505","26999","569","22"
"CRP","HRL","3","117","2","66"
"CRP","IAH","1697","10059","119","7"
"CRW","CLT","1457","5245","149","10"
"CRW","DCA","103","-108","6","5"
"CRW","HTS","60","418","10","16"
