"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","TPA","3304","48249","1001","30"
"ATL","TRI","1275","4624","170","13"
"ATL","TUL","1444","13540","342","23"
"ATL","TYS","2883","22528","573","19"
"AUS","ATL","1114","11176","292","26"
"AUS","BNA","409","114","30","7"
"AUS","CVG","164","544","24","14"
"AUS","DAL","4634","25284","553","11"
"AUS","DEN","1135","768","85","7"
"AUS","DFW","7923","41001","1037","13"
"AUS","ELP","1761","7867","201","11"
"AUS","HOU","3716","21501","474","12"
"AUS","HRL","355","-47","15","4"
"AUS","IAH","4050","26145","468","11"
"AUS","LAS","446","453","26","5"
"AUS","LAX","206","781","17","8"
"AUS","LBB","725","3490","92","12"
"AUS","MAF","672","729","46","6"
"AUS","MEM","1067","-2036","42","3"
"AUS","MSP","309","944","18","5"
"AUS","ORD","2238","11943","329","14"
"AUS","PHX","2182","7681","194","8"
"AUS","PIT","365","2413","79","21"
"AUS","SAT","1074","5749","118","10"
"AUS","SJC","674","2754","97","14"
"AUS","SLC","243","4","25","10"
"AUS","STL","1012","4125","139","13"
"AVL","ATL","995","7405","177","17"
"AVL","CLT","1882","8237","187","9"
"AVP","ABE","31","293","7","22"
"AVP","ATL","721","4169","145","20"
"AVP","CVG","30","-237","1","3"
"AVP","PHL","365","121","28","7"
"AVP","PIT","1458","2388","136","9"
"AZO","DTW","1356","3678","148","10"
"AZO","LAN","365","1052","72","19"
"AZO","MSP","517","721","44","8"
"AZO","PIT","252","63","14","5"
"BDL","ATL","1842","12367","412","22"
"BDL","BNA","30","6","3","10"
"BDL","BUF","216","1332","28","12"
"BDL","BWI","1073","7516","192","17"
"BDL","CLE","1317","2043","141","10"
"BDL","CLT","1095","6823","207","18"
"BDL","CVG","1118","8045","205","18"
"BDL","DCA","1380","9861","226","16"
"BDL","DEN","419","1217","58","13"
"BDL","DFW","1455","5325","246","16"
"BDL","DTW","1723","2108","206","11"
"BDL","FLL","488","2519","84","17"
"BDL","IAD","660","107","62","9"
"BDL","ISP","1","30","1","100"
"BDL","JFK","30","215","6","20"
"BDL","MCO","733","3815","139","18"
"BDL","MIA","394","975","47","11"
"BDL","MSP","1002","293","129","12"
"BDL","ORD","4184","11264","621","14"
"BDL","PBI","487","2469","89","18"
"BDL","PHL","1420","6916","175","12"
"BDL","PIT","1805","14910","331","18"
"BDL","RDU","155","-514","9","5"
"BDL","SJU","365","3711","75","20"
"BDL","STL","1680","9187","326","19"
"BDL","SYR","225","1372","25","11"
"BDL","TPA","472","-189","46","9"
"BET","ANC","981","11008","169","17"
"BFL","DFW","364","1633","52","14"
"BFL","SNA","91","1022","12","13"
"BGM","PIT","1422","4784","167","11"
"BGR","BOS","478","390","52","10"
"BGR","PHL","87","79","11","12"
"BGR","PIT","172","-891","7","4"
"BGR","PWM","488","-5464","11","2"
"BGR","SWF","364","934","26","7"
"BHM","ATL","2881","34165","706","24"
"BHM","BNA","1343","629","75","5"
"BHM","BTR","30","91","2","6"
"BHM","BWI","931","5408","161","17"
"BHM","CLT","1804","5593","171","9"
"BHM","CVG","358","1331","26","7"
"BHM","DFW","2328","19928","368","15"
"BHM","HOU","365","1747","57","15"
"BHM","HSV","356","-324","26","7"
"BHM","IAH","541","4555","72","13"
"BHM","JAN","425","7309","157","36"
"BHM","MDW","231","-1192","15","6"
"BHM","MEM","1065","-1095","45","4"
"BHM","MGM","332","2055","51","15"
"BHM","MOB","687","5987","141","20"
"BHM","MSY","2344","12333","304","12"
"BHM","ORD","730","8562","168","23"
"BHM","PIT","309","2316","56","18"
"BHM","SDF","724","4721","106","14"
"BHM","SHV","334","2077","41","12"
"BIL","BZN","659","-4198","47","7"
"BIL","DEN","861","5931","140","16"
"BIL","MSP","1093","2312","101","9"
"BIL","SLC","1088","8015","181","16"
"BIS","MSP","1417","-229","95","6"
"BNA","ATL","2924","24160","585","20"
"BNA","AUS","409","993","48","11"
"BNA","BDL","29","127","2","6"
"BNA","BHM","1345","7787","188","13"
"BNA","BOS","1018","4887","161","15"
"BNA","BWI","1175","1969","146","12"
"BNA","CLE","506","1481","64","12"
"BNA","CLT","1808","8351","209","11"
"BNA","CVG","391","3354","72","18"
"BNA","DCA","1222","3291","130","10"
"BNA","DEN","500","2240","82","16"
"BNA","DFW","4772","22323","692","14"
"BNA","DTW","2550","10635","295","11"
"BNA","EWR","1217","6563","232","19"
"BNA","HOU","1761","5017","225","12"
"BNA","HSV","466","4682","94","20"
"BNA","IAH","605","4095","113","18"
"BNA","LAS","64","531","12","18"
"BNA","LAX","542","6819","198","36"
"BNA","LGA","1227","8631","187","15"
"BNA","LIT","363","2859","59","16"
"BNA","MCI","719","1662","59","8"
"BNA","MCO","330","823","44","13"
"BNA","MDW","2966","7619","257","8"
"BNA","MEM","1406","3174","124","8"
"BNA","MIA","1240","6963","204","16"
"BNA","MSP","889","2308","114","12"
"BNA","MSY","754","3419","90","11"
"BNA","ORD","3668","17217","531","14"
"BNA","PHL","1314","1425","111","8"
"BNA","PHX","728","1465","92","12"
"BNA","PIT","1431","5487","144","10"
"BNA","RDU","371","1539","39","10"
"BNA","SAT","94","1129","23","24"
"BNA","SDF","61","-42","5","8"
"BNA","STL","1898","6912","277","14"
"BNA","TPA","285","2397","49","17"
"BNA","TYS","334","4102","85","25"
"BOI","DEN","1439","5214","145","10"
"BOI","GEG","720","-4239","47","6"
"BOI","LAS","178","1076","22","12"
"BOI","MSP","729","5192","135","18"
"BOI","ORD","723","4476","137","18"
"BOI","PDX","816","2140","100","12"
"BOI","RNO","721","-8151","22","3"
"BOI","SEA","512","4075","103","20"
"BOI","SFO","1448","5856","225","15"
"BOI","SLC","2888","12736","369","12"
"BOS","ATL","2905","40338","940","32"
"BOS","BGR","480","2588","63","13"
"BOS","BNA","1018","-1295","91","8"
"BOS","BUF","1105","4337","140","12"
"BOS","BWI","3608","9291","506","14"
"BOS","CLE","1938","9709","335","17"
"BOS","CLT","2661","20840","562","21"
"BOS","CMH","1796","8823","272","15"
"BOS","CVG","1933","13462","347","17"
"BOS","DCA","6607","19734","873","13"
"BOS","DEN","1807","9408","337","18"
"BOS","DFW","5065","9321","909","17"
"BOS","DTW","3196","8521","472","14"
"BOS","EWR","7015","25471","910","12"
"BOS","FLL","611","3650","132","21"
"BOS","GSO","980","12300","238","24"
"BOS","IAD","2132","26835","464","21"
"BOS","IAH","1746","9678","345","19"
"BOS","IND","309","2482","77","24"
"BOS","JFK","1667","16977","346","20"
"BOS","LAS","364","6597","111","30"
"BOS","LAX","2393","12909","533","22"
"BOS","LGA","5580","-825","295","5"
"BOS","MCI","212","255","42","19"
"BOS","MCO","2236","13146","437","19"
"BOS","MEM","773","-5217","81","10"
"BOS","MIA","2005","18057","493","24"
"BOS","MKE","2","68","1","50"
"BOS","MSP","2052","5064","362","17"
"BOS","ORD","8968","54367","1604","17"
"BOS","ORF","557","4376","116","20"
"BOS","PBI","642","2777","123","19"
"BOS","PHL","5331","34517","895","16"
"BOS","PIT","3319","26881","689","20"
"BOS","PWM","359","2574","63","17"
"BOS","RDU","240","-121","26","10"
"BOS","RIC","309","1942","51","16"
"BOS","ROC","1130","7713","165","14"
"BOS","RSW","323","1729","76","23"
"BOS","SEA","471","-786","84","17"
"BOS","SFO","1797","7686","371","20"
"BOS","SJC","363","-1527","30","8"
"BOS","SJU","881","7717","177","20"
"BOS","SLC","727","6657","234","32"
"BOS","STL","2014","20791","526","26"
"BOS","SYR","128","1489","30","23"
"BOS","TPA","1096","11860","288","26"
"BQN","JFK","304","2712","70","23"
"BQN","MIA","430","3890","77","17"
"BRO","IAH","687","2924","66","9"
"BRW","ANC","339","2481","44","12"
"BRW","FAI","420","4944","85","20"
"BRW","SCC","265","2901","62","23"
"BTR","ATL","1087","11743","242","22"
"BTR","BHM","31","690","15","48"
"BTR","DFW","1204","12282","233","19"
"BTR","JAN","362","1916","22","6"
"BTR","MEM","996","-974","45","4"
"BTR","MOB","1060","8036","153","14"
"BTV","MHT","358","1804","43","12"
"BTV","ORD","823","7795","172","20"
"BTV","PHL","1363","-951","111","8"
"BTV","PIT","818","-3397","50","6"
"BUF","ALB","434","2717","47","10"
"BUF","ATL","1089","8090","234","21"
"BUF","BDL","208","1027","18","8"
"BUF","BOS","1105","5158","150","13"
"BUF","BWI","342","680","32","9"
"BUF","CLE","18","290","5","27"
"BUF","CLT","936","7526","184","19"
"BUF","CVG","754","5209","124","16"
"BUF","DCA","1088","9169","206","18"
"BUF","DTW","1737","4337","192","11"
"BUF","EWR","2739","20622","444","16"
"BUF","LGA","2477","7819","273","11"
"BUF","MCO","88","3","9","10"
"BUF","MIA","1","121","1","100"
"BUF","MSP","120","-372","5","4"
"BUF","ORD","3557","15633","528","14"
"BUF","PHL","1415","3643","152","10"
"BUF","PIT","1459","3739","151","10"
"BUF","ROC","365","1129","42","11"
"BUR","DEN","1081","-707","58","5"
"BUR","DFW","865","2851","110","12"
"BUR","LAS","4476","14380","450","10"
"BUR","OAK","8953","41138","1137","12"
"BUR","PDX","1059","6581","159","15"
"BUR","PHX","3788","14442","392","10"
"BUR","SEA","1012","7581","219","21"
"BUR","SFO","4206","18315","800","19"
"BUR","SJC","2454","16102","375","15"
"BUR","SMF","3578","18063","472","13"
"BWI","ALB","365","4682","107","29"
"BWI","ATL","3579","25735","752","21"
"BWI","BDL","1090","8195","185","16"
"BWI","BHM","912","6512","156","17"
"BWI","BNA","1176","-3645","76","6"
"BWI","BOS","3617","27506","637","17"
"BWI","BUF","360","3783","91","25"
"BWI","CHS","161","741","18","11"
"BWI","CLE","5505","24810","657","11"
"BWI","CLT","3203","12966","457","14"
"BWI","CMH","1175","10813","208","17"
"BWI","CVG","1327","9881","199","14"
"BWI","DCA","156","371","21","13"
"BWI","DEN","1449","10533","276","19"
"BWI","DFW","1820","9183","321","17"
"BWI","DTW","1766","11454","273","15"
"BWI","EWR","957","4617","164","17"
"BWI","FLL","905","4413","142","15"
"BWI","GSO","2115","10262","250","11"
"BWI","GSP","239","352","24","10"
"BWI","IAH","1476","4782","218","14"
"BWI","IND","647","3920","98","15"
"BWI","JAX","1044","6185","173","16"
"BWI","LAS","648","5781","184","28"
"BWI","LAX","706","3754","182","25"
"BWI","LGA","1434","6248","199","13"
"BWI","MCI","311","3705","94","30"
"BWI","MCO","1846","14538","350","18"
"BWI","MDW","2481","6326","240","9"
"BWI","MIA","1554","7590","262","16"
"BWI","MSP","1007","3955","184","18"
"BWI","MSY","689","-894","65","9"
"BWI","ORD","4068","22720","656","16"
"BWI","ORF","904","5119","115","12"
"BWI","PBI","847","5451","151","17"
"BWI","PIT","2241","15445","388","17"
"BWI","PVD","1409","4280","148","10"
"BWI","RDU","660","4836","109","16"
"BWI","RIC","986","7404","173","17"
"BWI","ROA","866","2905","88","10"
"BWI","ROC","365","3356","76","20"
"BWI","RSW","365","1323","72","19"
"BWI","SDF","1811","8451","254","14"
"BWI","SFO","453","5262","121","26"
"BWI","SJU","434","3504","87","20"
"BWI","STL","3250","32471","768","23"
"BWI","SWF","121","1677","34","28"
"BWI","SYR","126","1343","28","22"
"BWI","TPA","1527","9205","267","17"
"BZN","BIL","659","-1341","24","3"
"BZN","MSP","453","-1102","42","9"
"BZN","SLC","1093","8394","190","17"
"CAE","ATL","3259","38854","842","25"
"CAE","CLT","2417","12743","246","10"
"CAE","ORD","38","261","11","28"
"CAK","CLT","172","-821","6","3"
"CAK","PIT","1402","2409","112","7"
"CDV","ANC","363","4024","50","13"
"CDV","YAK","363","3557","64","17"
"CHA","ATL","2314","14845","354","15"
"CHA","CLT","1073","3195","85","7"
"CHS","ATL","3978","35177","823","20"
"CHS","BWI","161","440","11","6"
"CHS","CLT","2836","13454","319","11"
"CHS","DCA","472","1749","37","7"
"CHS","GSO","1032","1956","71","6"
"CHS","JAX","158","860","30","18"
"CHS","LGA","365","-71","32","8"
"CHS","ORD","38","-236","1","2"
"CHS","ORF","118","-99","13","11"
"CHS","SAV","70","-6","5","7"
"CID","DEN","723","3031","81","11"
"CID","MSP","1023","480","75","7"
"CID","ORD","1687","12956","257","15"
"CID","STL","1885","10759","246","13"
"CLE","ATL","3495","15942","551","15"
"CLE","BDL","1317","10488","238","18"
"CLE","BNA","506","2938","79","15"
"CLE","BOS","1936","20693","439","22"
"CLE","BUF","18","195","6","33"
"CLE","BWI","5497","36967","844","15"
"CLE","CLT","1899","9666","310","16"
"CLE","CVG","1451","9109","218","15"
"CLE","DCA","1706","5440","213","12"
"CLE","DEN","1872","11264","345","18"
"CLE","DFW","1799","5845","288","16"
"CLE","DTW","2402","7896","282","11"
"CLE","EWR","2967","24675","571","19"
"CLE","FLL","365","2222","66","18"
"CLE","GSO","1355","11854","265","19"
"CLE","HDN","9","219","3","33"
"CLE","IAD","38","-48","2","5"
"CLE","IAH","2140","15378","425","19"
"CLE","IND","1062","5443","136","12"
"CLE","JAX","454","541","46","10"
"CLE","JFK","757","5624","154","20"
"CLE","LAS","728","2923","143","19"
"CLE","LAX","1055","8372","320","30"
"CLE","LGA","2161","16311","382","17"
"CLE","MCI","939","5533","155","16"
"CLE","MCO","1065","2011","128","12"
"CLE","MDW","6208","28610","760","12"
"CLE","MEM","309","1859","41","13"
"CLE","MIA","573","2450","83","14"
"CLE","MKE","857","5038","132","15"
"CLE","MSP","1723","10516","256","14"
"CLE","MSY","365","1190","55","15"
"CLE","MYR","13","188","2","15"
"CLE","ORD","4557","35295","800","17"
"CLE","ORF","161","1497","37","22"
"CLE","PBI","140","396","17","12"
"CLE","PHL","2594","15807","469","18"
"CLE","PHX","485","2084","97","20"
"CLE","PIT","2200","5362","221","10"
"CLE","PVD","8","386","6","75"
"CLE","RSW","322","1618","51","15"
"CLE","SAN","328","-1411","44","13"
"CLE","SDF","709","3612","110","15"
"CLE","SEA","193","2940","75","38"
"CLE","SFO","554","6028","169","30"
"CLE","SRQ","3","19","1","33"
"CLE","STL","4570","51461","1070","23"
"CLE","TPA","1023","4644","133","13"
"CLT","ABE","730","3139","90","12"
"CLT","AGS","83","274","7","8"
"CLT","ALB","729","4521","108","14"
"CLT","ATL","4697","54488","1279","27"
"CLT","AVL","1882","14830","316","16"
"CLT","BDL","1094","10539","238","21"
"CLT","BHM","1804","8013","228","12"
"CLT","BNA","1808","10020","262","14"
"CLT","BOS","2764","30113","695","25"
"CLT","BUF","920","10621","257","27"
"CLT","BWI","2792","26053","600","21"
"CLT","CAE","2416","16064","347","14"
"CLT","CAK","172","108","20","11"
"CLT","CHA","1073","6930","181","16"
"CLT","CHS","2842","24014","592","20"
"CLT","CLE","1894","17773","418","22"
"CLT","CMH","1437","13257","299","20"
"CLT","CRW","454","2642","71","15"
"CLT","CVG","125","1703","28","22"
"CLT","DAB","1372","10963","273","19"
"CLT","DAY","1516","11925","301","19"
"CLT","DCA","3371","33755","782","23"
"CLT","DEN","685","2293","132","19"
"CLT","DFW","2955","19763","521","17"
"CLT","DTW","3015","18273","475","15"
"CLT","EVV","184","408","26","14"
"CLT","EWR","2759","20269","568","20"
"CLT","FAY","2188","12972","310","14"
"CLT","FLL","1826","18647","458","25"
"CLT","GRR","160","2262","45","28"
"CLT","GSO","2530","19324","425","16"
"CLT","GSP","2696","15903","387","14"
"CLT","HPN","160","1690","24","15"
"CLT","HSV","1237","9104","226","18"
"CLT","IAD","1919","14803","358","18"
"CLT","IAH","1456","8938","296","20"
"CLT","ILM","2204","16663","390","17"
"CLT","IND","1933","19779","449","23"
"CLT","ISP","715","2301","108","15"
"CLT","JAX","2163","21708","479","22"
"CLT","JFK","365","2263","72","19"
"CLT","LAS","365","6057","145","39"
"CLT","LAX","1244","16732","458","36"
"CLT","LEX","115","235","9","7"
"CLT","LGA","3577","33704","839","23"
"CLT","LIT","458","2061","70","15"
"CLT","LWB","2","31","1","50"
"CLT","MCI","1450","10609","272","18"
"CLT","MCO","2699","33813","750","27"
"CLT","MDT","1094","9298","212","19"
"CLT","MEM","1429","5732","205","14"
"CLT","MIA","1929","23779","525","27"
"CLT","MKE","729","6040","137","18"
"CLT","MLB","1174","14881","340","28"
"CLT","MOB","377","2512","65","17"
"CLT","MSP","1038","13025","350","33"
"CLT","MSY","1459","12568","339","23"
"CLT","MYR","2492","23170","540","21"
"CLT","OAJ","368","1647","44","11"
"CLT","ORD","3242","27087","629","19"
"CLT","ORF","2138","20865","436","20"
"CLT","PBI","1509","18444","421","27"
"CLT","PHF","459","2053","55","11"
"CLT","PHL","3356","30597","724","21"
"CLT","PHX","382","4609","136","35"
"CLT","PIT","3308","42192","978","29"
"CLT","PNS","1296","10550","246","18"
"CLT","PVD","855","5762","125","14"
"CLT","RDU","3094","18783","471","15"
"CLT","RIC","2256","19816","418","18"
"CLT","ROA","1762","15314","339","19"
"CLT","ROC","730","4694","129","17"
"CLT","RSW","1576","19205","423","26"
"CLT","SAN","204","1670","57","27"
"CLT","SAT","365","3733","100","27"
"CLT","SAV","2143","20448","471","21"
"CLT","SDF","1457","9346","237","16"
"CLT","SEA","204","1779","65","31"
"CLT","SFO","920","7114","277","30"
"CLT","SJU","421","4480","114","27"
"CLT","SRQ","1140","10734","289","25"
"CLT","STL","2338","19809","508","21"
"CLT","SWF","173","712","26","15"
"CLT","SYR","730","3141","89","12"
"CLT","TLH","1407","5397","203","14"
"CLT","TPA","2332","25092","607","26"
"CLT","TRI","1782","10008","259","14"
"CLT","TYS","714","3516","97","13"
"CMH","ATL","1485","8499","240","16"
"CMH","BOS","1789","22320","426","23"
"CMH","BWI","1176","13578","250","21"
"CMH","CLT","1438","1551","127","8"
"CMH","CVG","1483","17313","358","24"
"CMH","DAY","225","1120","21","9"
"CMH","DCA","2012","14040","308","15"
"CMH","DEN","723","3702","115","15"
"CMH","DFW","1212","4716","173","14"
"CMH","DTW","2186","9109","219","10"
"CMH","EWR","2145","23399","479","22"
"CMH","IAD","40","245","9","22"
"CMH","IAH","803","5515","139","17"
"CMH","IND","673","7562","125","18"
"CMH","LAS","1523","24978","501","32"
"CMH","LAX","259","-454","33","12"
"CMH","LGA","1932","5512","238","12"
"CMH","MCO","925","8616","187","20"
"CMH","MDW","4122","32587","700","16"
"CMH","MSP","1077","1958","105","9"
"CMH","ORD","2158","17092","317","14"
"CMH","PHL","2369","15710","415","17"
"CMH","PHX","1571","19996","467","29"
"CMH","PIT","1656","3303","138","8"
"CMH","STL","2809","18298","414","14"
"CMH","TPA","480","3247","89","18"
"COS","ABQ","239","2244","57","23"
"COS","CVG","481","1978","64","13"
"COS","DEN","2811","17606","348","12"
"COS","DFW","3054","19957","497","16"
"COS","EWR","60","429","11","18"
"COS","IAH","271","2575","38","14"
"COS","LAS","313","3369","74","23"
"COS","MSP","637","-1017","55","8"
"COS","ORD","925","7790","176","19"
"COS","PHX","1248","13241","279","22"
"COS","SLC","1042","6330","123","11"
"COS","STL","996","4412","160","16"
"CRP","BRO","1","39","1","100"
"CRP","DFW","628","1190","53","8"
"CRP","HOU","2747","8394","260","9"
"CRP","IAH","848","3419","66","7"
"CRW","CLT","455","426","34","7"
"CRW","PIT","1576","10211","193","12"
"CSG","ATL","971","7955","193","19"
"CVG","ABE","451","251","74","16"
"CVG","ABQ","361","1607","52","14"
"CVG","ALB","750","9197","169","22"
"CVG","ATL","3045","33318","805","26"
"CVG","AUS","164","1257","34","20"
"CVG","AVP","61","1631","48","78"
"CVG","BDL","1146","1195","133","11"
"CVG","BHM","359","4047","93","25"
"CVG","BNA","389","1900","55","14"
"CVG","BOS","1810","20023","421","23"
"CVG","BUF","755","4270","135","17"
"CVG","BWI","1086","10835","240","22"
"CVG","CLE","1813","14274","347","19"
"CVG","CLT","126","566","8","6"
"CVG","CMH","1120","11567","227","20"
"CVG","COS","482","2597","80","16"
"CVG","DCA","2214","14592","379","17"
"CVG","DEN","972","9783","226","23"
"CVG","DFW","1551","22718","519","33"
"CVG","DTW","2364","17828","385","16"
"CVG","EWR","1445","11894","261","18"
"CVG","FLL","726","8512","183","25"
"CVG","FWA","364","4966","110","30"
"CVG","GRR","1323","9255","217","16"
"CVG","GSO","674","6912","140","20"
"CVG","HOU","1036","7485","207","19"
"CVG","IAD","513","4396","127","24"
"CVG","IND","1275","7279","184","14"
"CVG","JAN","359","4822","100","27"
"CVG","JAX","718","3647","101","14"
"CVG","JFK","1040","5038","190","18"
"CVG","LAS","364","4002","122","33"
"CVG","LAX","1128","15814","415","36"
"CVG","LEX","1714","6725","204","11"
"CVG","LGA","2180","16425","386","17"
"CVG","LIT","675","2372","109","16"
"CVG","MCI","1082","7027","171","15"
"CVG","MCO","1126","15451","320","28"
"CVG","MDT","484","4513","122","25"
"CVG","MEM","933","4318","136","14"
"CVG","MIA","1089","9136","211","19"
"CVG","MKE","960","5240","132","13"
"CVG","MSP","2578","10574","378","14"
