"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","AEX","723","9378","212","29"
"ATL","AGS","3085","21102","687","22"
"ATL","ALB","1458","27578","518","35"
"ATL","ANC","104","1349","36","34"
"ATL","APF","127","1181","30","23"
"ATL","ATW","839","7228","223","26"
"ATL","AUS","2398","26202","606","25"
"ATL","AVL","2464","16441","580","23"
"ATL","AVP","1097","11246","284","25"
"ATL","BDL","2546","26736","616","24"
"ATL","BHM","2841","29787","645","22"
"ATL","BMI","972","10930","232","23"
"ATL","BNA","2670","28128","632","23"
"ATL","BOS","5890","44088","1290","21"
"ATL","BQK","1350","7534","263","19"
"ATL","BTR","2136","25581","560","26"
"ATL","BUF","4273","41049","1033","24"
"ATL","BWI","6960","75146","1673","24"
"ATL","CAE","2866","30482","697","24"
"ATL","CAK","3675","27344","772","21"
"ATL","CHA","2669","11892","502","18"
"ATL","CHO","1004","4175","208","20"
"ATL","CHS","2800","27674","636","22"
"ATL","CLE","3995","44567","1006","25"
"ATL","CLT","4650","35117","976","20"
"ATL","CMH","2525","25383","562","22"
"ATL","COS","727","4010","141","19"
"ATL","CRP","688","6691","166","24"
"ATL","CRW","1818","15892","442","24"
"ATL","CSG","2172","2996","364","16"
"ATL","CVG","3607","33824","880","24"
"ATL","DAB","2687","35698","719","26"
"ATL","DAY","4441","51296","1129","25"
"ATL","DCA","6994","67123","1531","21"
"ATL","DEN","5572","56048","1434","25"
"ATL","DFW","11801","132018","2827","23"
"ATL","DHN","2056","14738","470","22"
"ATL","DSM","1097","9108","261","23"
"ATL","DTW","5406","57386","1288","23"
"ATL","EGE","109","1453","39","35"
"ATL","ELP","366","8034","141","38"
"ATL","EVV","1428","13325","381","26"
"ATL","EWR","8635","148528","2585","29"
"ATL","EYW","787","5227","174","22"
"ATL","FAY","1775","16825","437","24"
"ATL","FLL","6408","71374","1643","25"
"ATL","FLO","1016","6805","193","18"
"ATL","FNT","2620","31296","691","26"
"ATL","FWA","1096","15554","345","31"
"ATL","GNV","2435","14100","534","21"
"ATL","GPT","3158","17286","649","20"
"ATL","GRR","1768","18437","439","24"
"ATL","GSO","3666","37384","828","22"
"ATL","GSP","3230","27823","717","22"
"ATL","GTR","1082","4603","218","20"
"ATL","HDN","20","328","12","60"
"ATL","HNL","385","3224","98","25"
"ATL","HOU","4764","35857","1019","21"
"ATL","HPN","1071","12647","298","27"
"ATL","HSV","3175","30140","707","22"
"ATL","HTS","699","2272","122","17"
"ATL","IAD","8758","86997","2062","23"
"ATL","IAH","5827","69330","1521","26"
"ATL","ICT","2247","18858","548","24"
"ATL","ILM","2051","15333","476","23"
"ATL","IND","2885","32117","684","23"
"ATL","ISP","1071","7962","267","24"
"ATL","JAC","16","-15","3","18"
"ATL","JAN","2500","32224","650","26"
"ATL","JAX","5092","51465","1178","23"
"ATL","JFK","2818","44440","893","31"
"ATL","LAS","3405","37746","952","27"
"ATL","LAX","4230","50580","1366","32"
"ATL","LEX","2725","25238","658","24"
"ATL","LFT","699","6921","193","27"
"ATL","LGA","8572","131741","2580","30"
"ATL","LIT","1794","20716","440","24"
"ATL","LWB","183","346","20","10"
"ATL","LYH","1071","3312","180","16"
"ATL","MCI","4865","44225","1061","21"
"ATL","MCN","1737","16249","413","23"
"ATL","MCO","7539","89853","1876","24"
"ATL","MDT","1432","19738","420","29"
"ATL","MDW","4727","46451","1098","23"
"ATL","MEI","1077","9235","261","24"
"ATL","MEM","5546","64923","1372","24"
"ATL","MGM","2531","24890","646","25"
"ATL","MHT","1095","11804","272","24"
"ATL","MIA","6905","68563","1610","23"
"ATL","MKE","3235","34558","813","25"
"ATL","MLB","2648","23356","632","23"
"ATL","MLI","893","12007","234","26"
"ATL","MLU","1459","10913","352","24"
"ATL","MOB","2827","26824","633","22"
"ATL","MSP","5846","48242","1433","24"
"ATL","MSY","5329","49971","1152","21"
"ATL","MYR","3324","26277","773","23"
"ATL","OAK","1032","5676","222","21"
"ATL","OKC","1092","11436","272","24"
"ATL","OMA","1095","13195","310","28"
"ATL","ONT","721","5066","178","24"
"ATL","ORD","8753","162094","3038","34"
"ATL","ORF","2957","36447","767","25"
"ATL","PBI","4450","45063","998","22"
"ATL","PDX","943","9059","262","27"
"ATL","PFN","2963","15210","627","21"
"ATL","PHF","3813","27980","805","21"
"ATL","PHL","7666","99264","2027","26"
"ATL","PHX","3510","24422","742","21"
"ATL","PIA","1042","11463","288","27"
"ATL","PIT","5382","56261","1297","24"
"ATL","PNS","4049","45845","987","24"
"ATL","PSP","212","515","39","18"
"ATL","PVD","1827","24190","514","28"
"ATL","PWM","730","9330","213","29"
"ATL","RDU","5563","51006","1176","21"
"ATL","RIC","2487","28006","582","23"
"ATL","RNO","31","241","8","25"
"ATL","ROA","1703","12739","422","24"
"ATL","ROC","3581","35865","881","24"
"ATL","RSW","4456","36390","902","20"
"ATL","SAN","1810","11898","413","22"
"ATL","SAT","3001","37949","767","25"
"ATL","SAV","4056","40299","855","21"
"ATL","SBN","1082","14341","352","32"
"ATL","SDF","2872","40118","762","26"
"ATL","SEA","1567","13083","430","27"
"ATL","SFO","3361","25986","849","25"
"ATL","SHV","2095","12721","437","20"
"ATL","SJC","851","4330","198","23"
"ATL","SJU","1526","14880","388","25"
"ATL","SLC","3202","32973","873","27"
"ATL","SMF","853","8090","216","25"
"ATL","SNA","1735","11387","414","23"
"ATL","SRQ","2614","20832","523","20"
"ATL","STL","2508","19011","540","21"
"ATL","STT","525","3006","97","18"
"ATL","SYR","1462","23110","459","31"
"ATL","TLH","3030","22370","577","19"
"ATL","TOL","1158","11141","278","24"
"ATL","TPA","7350","76079","1652","22"
"ATL","TRI","2138","11887","437","20"
"ATL","TUL","1094","10879","251","22"
"ATL","TUS","730","8927","203","27"
"ATL","TYS","2883","27253","655","22"
"ATL","VLD","1440","8201","298","20"
"ATL","VPS","3143","29728","792","25"
"ATL","XNA","2128","12212","456","21"
"ATW","ATL","797","10796","252","31"
"ATW","CVG","1767","-617","225","12"
"AUS","ATL","2367","19354","490","20"
"AUS","BNA","726","209","62","8"
"AUS","BWI","718","-694","87","12"
"AUS","CLE","530","-1849","38","7"
"AUS","CVG","732","697","94","12"
"AUS","DAL","4195","26768","522","12"
"AUS","DEN","941","2075","110","11"
"AUS","DFW","7599","28989","831","10"
"AUS","DTW","358","380","48","13"
"AUS","ELP","1333","7286","201","15"
"AUS","EWR","650","8172","141","21"
"AUS","HOU","3784","17827","466","12"
"AUS","HRL","366","1227","29","7"
"AUS","IAH","3426","22756","482","14"
"AUS","LAS","1095","809","127","11"
"AUS","LAX","1421","981","167","11"
"AUS","LBB","722","2037","78","10"
"AUS","MAF","631","4099","91","14"
"AUS","MCO","376","2830","80","21"
"AUS","MEM","133","94","12","9"
"AUS","MSP","704","1632","118","16"
"AUS","ORD","2817","32840","711","25"
"AUS","PHX","2287","3302","259","11"
"AUS","RDU","183","1815","31","16"
"AUS","SAN","379","504","59","15"
"AUS","SFO","61","-1265","2","3"
"AUS","SJC","929","-439","87","9"
"AUS","SLC","18","52","3","16"
"AUS","TPA","366","4767","109","29"
"AVL","ATL","2446","18415","563","23"
"AVL","CVG","926","2295","173","18"
"AVL","EWR","554","13228","231","41"
"AVL","IAH","364","-1750","39","10"
"AVP","ATL","1095","10158","301","27"
"AVP","CVG","1053","1121","161","15"
"AVP","ORD","732","9005","195","26"
"AVP","PHL","273","1950","63","23"
"AZO","CVG","1790","-1608","208","11"
"AZO","DTW","704","3992","110","15"
"AZO","MSP","183","1357","37","20"
"AZO","ORD","2128","25312","523","24"
"BDL","ATL","2546","23339","591","23"
"BDL","BNA","366","-538","37","10"
"BDL","BWI","3035","32715","624","20"
"BDL","CLE","1247","4957","199","15"
"BDL","CLT","1548","4038","280","18"
"BDL","CVG","1431","1356","142","9"
"BDL","DCA","1084","-486","109","10"
"BDL","DFW","1399","5118","280","20"
"BDL","DTW","1515","5482","230","15"
"BDL","EWR","1355","10426","274","20"
"BDL","FLL","698","3000","111","15"
"BDL","IAD","2256","15194","498","22"
"BDL","IAH","227","1749","46","20"
"BDL","LAS","373","-2982","41","10"
"BDL","MCO","1915","5888","298","15"
"BDL","MDW","710","1364","119","16"
"BDL","MIA","486","-958","50","10"
"BDL","MSP","1097","1624","178","16"
"BDL","ORD","4293","46650","1034","24"
"BDL","PBI","546","-366","74","13"
"BDL","PHL","2204","20954","521","23"
"BDL","PHX","366","2237","97","26"
"BDL","PIT","1217","-2162","95","7"
"BDL","RDU","1228","6892","222","18"
"BDL","SJU","371","1821","73","19"
"BDL","TPA","1050","8","140","13"
"BET","ANC","1139","14347","298","26"
"BFL","FAT","6","811","5","83"
"BFL","IAH","539","-1616","46","8"
"BFL","LAX","2044","-2857","120","5"
"BFL","SBP","1","135","1","100"
"BFL","SFO","752","5203","164","21"
"BGM","CVG","1079","-3711","134","12"
"BGM","IAD","462","-6089","26","5"
"BGR","BOS","3163","14947","531","16"
"BGR","CVG","1464","222","225","15"
"BGR","LGA","436","3559","86","19"
"BHM","ATL","2842","19068","551","19"
"BHM","BNA","963","5043","121","12"
"BHM","BWI","1374","3482","149","10"
"BHM","CLE","292","-1983","20","6"
"BHM","CLT","114","-389","7","6"
"BHM","CVG","2110","-628","223","10"
"BHM","DEN","585","1363","80","13"
"BHM","DFW","1987","1483","223","11"
"BHM","DTW","650","-877","59","9"
"BHM","EWR","626","12423","188","30"
"BHM","HOU","725","2310","90","12"
"BHM","IAH","1661","11701","327","19"
"BHM","JAX","366","4890","118","32"
"BHM","LAS","366","163","46","12"
"BHM","LGA","1095","3808","207","18"
"BHM","MCO","366","3589","69","18"
"BHM","MDW","698","7462","169","24"
"BHM","MEM","728","1182","66","9"
"BHM","MSY","2215","14864","376","16"
"BHM","ORD","1094","21320","363","33"
"BHM","PHX","366","-1408","31","8"
"BHM","SDF","686","5822","127","18"
"BHM","STL","366","-430","9","2"
"BHM","TPA","704","6620","138","19"
"BIL","COD","2","264","2","100"
"BIL","CVG","366","-2340","29","7"
"BIL","DEN","1200","3226","138","11"
"BIL","HLN","243","1766","51","20"
"BIL","MSP","1084","-1657","101","9"
"BIL","SLC","2704","9731","334","12"
"BIS","DEN","1021","-5345","92","9"
"BIS","FAR","1","318","1","100"
"BIS","MSP","1417","302","105","7"
"BMI","ATL","970","9405","225","23"
"BMI","MCO","254","-762","15","5"
"BMI","ORD","1512","11693","309","20"
"BNA","ATL","2727","27536","668","24"
"BNA","AUS","709","5079","137","19"
"BNA","BDL","366","1465","57","15"
"BNA","BHM","951","7230","163","17"
"BNA","BWI","3178","-5357","282","8"
"BNA","CLE","2307","10056","336","14"
"BNA","CLT","1608","1640","162","10"
"BNA","CMH","666","2991","78","11"
"BNA","CVG","2831","8328","441","15"
"BNA","DCA","162","821","24","14"
"BNA","DFW","3511","6929","398","11"
"BNA","DTW","3217","14614","428","13"
"BNA","EWR","1481","18054","334","22"
"BNA","FLL","370","1966","56","15"
"BNA","HOU","2355","5737","339","14"
"BNA","IAD","1648","10981","318","19"
"BNA","IAH","1696","8778","294","17"
"BNA","ISP","1007","2079","133","13"
"BNA","JAX","1087","8458","194","17"
"BNA","JFK","244","3909","76","31"
"BNA","LAS","1106","-1935","126","11"
"BNA","LAX","1459","-4785","194","13"
"BNA","LGA","2447","18520","527","21"
"BNA","MCI","1332","8045","237","17"
"BNA","MCO","1727","17510","362","20"
"BNA","MDW","2687","23058","483","17"
"BNA","MEM","1071","1036","82","7"
"BNA","MHT","720","3171","110","15"
"BNA","MIA","952","4594","174","18"
"BNA","MSP","1348","1426","204","15"
"BNA","MSY","1040","7685","187","17"
"BNA","OAK","366","1014","70","19"
"BNA","ONT","366","-2951","30","8"
"BNA","ORD","3729","60625","1128","30"
"BNA","PBI","94","188","9","9"
"BNA","PHL","759","5731","156","20"
"BNA","PHX","1231","-1396","202","16"
"BNA","PIT","403","1218","64","15"
"BNA","PVD","703","-1083","56","7"
"BNA","RDU","1714","13515","311","18"
"BNA","SAN","723","-2400","98","13"
"BNA","SAT","366","3883","92","25"
"BNA","SEA","366","-3576","20","5"
"BNA","TPA","1399","9091","222","15"
"BOI","DEN","1784","2457","154","8"
"BOI","GEG","1037","7283","189","18"
"BOI","IAH","268","136","36","13"
"BOI","LAS","730","4138","112","15"
"BOI","MSP","879","3452","111","12"
"BOI","OAK","366","2516","59","16"
"BOI","ORD","387","1699","51","13"
"BOI","PDX","1013","7039","177","17"
"BOI","PHX","576","2747","71","12"
"BOI","RNO","1053","4444","121","11"
"BOI","SEA","1729","17624","362","20"
"BOI","SFO","1916","18460","490","25"
"BOI","SLC","3943","14040","426","10"
"BOS","ATL","5174","44643","1254","24"
"BOS","BGR","3166","30024","725","22"
"BOS","BTV","1086","1617","171","15"
"BOS","BWI","5226","31085","973","18"
"BOS","CAK","418","-536","55","13"
"BOS","CLE","1263","7253","203","16"
"BOS","CLT","2854","9570","515","18"
"BOS","CMH","1007","16513","307","30"
"BOS","CVG","2711","5914","391","14"
"BOS","DCA","10435","14822","1412","13"
"BOS","DEN","2301","5374","368","15"
"BOS","DFW","4327","9075","783","18"
"BOS","DTW","2857","10562","457","15"
"BOS","EWR","5553","69563","1339","24"
"BOS","FLL","2712","3431","470","17"
"BOS","GSO","357","3303","79","22"
"BOS","IAD","5467","65950","1327","24"
"BOS","IAH","1556","7699","326","20"
"BOS","ISP","868","10767","233","26"
"BOS","JFK","4016","47534","1063","26"
"BOS","LAS","1468","8386","395","26"
"BOS","LAX","3370","19289","799","23"
"BOS","LGA","13456","26270","1760","13"
"BOS","LGB","698","-10958","52","7"
"BOS","MCO","3689","5648","551","14"
"BOS","MDW","1178","3436","203","17"
"BOS","MEM","304","-308","44","14"
"BOS","MIA","2188","22201","536","24"
"BOS","MKE","258","2708","71","27"
"BOS","MSP","2000","5846","346","17"
"BOS","MSY","242","-653","39","16"
"BOS","MYR","104","65","15","14"
"BOS","OAK","483","-5517","46","9"
"BOS","ORD","8308","88152","1967","23"
"BOS","ORF","1317","18259","383","29"
"BOS","PBI","1369","8754","255","18"
"BOS","PHF","417","3033","63","15"
"BOS","PHL","8625","86462","2062","23"
"BOS","PHX","793","640","156","19"
"BOS","PIT","1741","9016","302","17"
"BOS","PWM","1565","7635","267","17"
"BOS","RDU","4041","45259","1102","27"
"BOS","RIC","624","8634","183","29"
"BOS","RSW","1059","3636","191","18"
"BOS","SAN","309","1848","73","23"
"BOS","SEA","992","7132","252","25"
"BOS","SFO","3071","14163","703","22"
"BOS","SJC","407","1428","80","19"
"BOS","SJU","1521","2547","237","15"
"BOS","SLC","734","3552","157","21"
"BOS","STL","805","-1694","117","14"
"BOS","STT","111","603","29","26"
"BOS","TPA","1735","-3153","230","13"
"BPT","DFW","664","-1403","72","10"
"BPT","IAH","1820","5913","191","10"
"BQK","ATL","1303","4870","273","20"
"BQN","EWR","343","1444","60","17"
"BQN","JFK","218","-686","13","5"
"BRO","IAH","1719","6747","197","11"
"BRW","FAI","710","8305","191","26"
"BTM","SLC","1459","237","146","10"
"BTR","ATL","2147","33386","657","30"
"BTR","AUS","1","223","1","100"
"BTR","CRP","1","72","1","100"
"BTR","DFW","3520","25993","594","16"
"BTR","IAH","1982","14171","352","17"
"BTR","MEM","119","238","12","10"
"BTV","BOS","1086","-2633","145","13"
"BTV","CLE","483","3477","98","20"
"BTV","CVG","1097","3207","177","16"
"BTV","DTW","204","1015","27","13"
"BTV","EWR","1403","23270","420","29"
"BTV","IAD","1515","12657","354","23"
"BTV","JFK","1092","3574","162","14"
"BTV","ORD","783","15469","263","33"
"BTV","PHL","366","4554","103","28"
"BUF","ATL","4182","29817","1025","24"
"BUF","BWI","2405","13035","310","12"
"BUF","CLE","1273","10609","224","17"
"BUF","CLT","1067","-2590","117","10"
"BUF","CVG","1464","1374","236","16"
"BUF","DCA","400","982","55","13"
"BUF","DTW","1889","3866","233","12"
"BUF","EWR","1758","17440","396","22"
"BUF","IAD","2163","6192","334","15"
"BUF","JFK","2227","14240","379","17"
"BUF","LAS","373","-306","68","18"
"BUF","LGA","231","3506","75","32"
"BUF","MCO","519","-160","40","7"
"BUF","MSP","681","1388","97","14"
"BUF","ORD","4580","65835","1281","27"
"BUF","PHL","1415","10138","302","21"
"BUF","PHX","366","-1894","44","12"
"BUF","PIT","802","-1503","67","8"
"BUF","TPA","118","-583","10","8"
"BUR","DEN","1092","1099","134","12"
"BUR","DFW","1450","6320","239","16"
"BUR","LAS","4480","33406","725","16"
"BUR","OAK","4899","27591","766","15"
"BUR","PDX","702","6293","136","19"
"BUR","PHX","3488","12160","441","12"
"BUR","SEA","1435","8014","245","17"
"BUR","SFO","2741","23826","573","20"
"BUR","SJC","3046","19267","466","15"
"BUR","SMF","3351","21408","499","14"
"BWI","ABQ","366","-571","56","15"
"BWI","ALB","2396","24645","489","20"
"BWI","ATL","6499","59350","1456","22"
"BWI","AUS","729","-182","94","12"
"BWI","BDL","3035","32094","697","22"
"BWI","BHM","1357","6440","227","16"
"BWI","BNA","3160","9656","470","14"
"BWI","BOS","5225","30554","947","18"
"BWI","BUF","2403","23995","437","18"
"BWI","CLE","2972","21295","554","18"
"BWI","CLT","2893","1530","371","12"
"BWI","CMH","1127","8340","189","16"
"BWI","CVG","2170","6619","311","14"
"BWI","DAY","475","296","59","12"
"BWI","DEN","1806","-250","216","11"
"BWI","DFW","3366","6401","516","15"
"BWI","DTW","2292","13596","335","14"
"BWI","EWR","1521","20865","428","28"
"BWI","FLL","2383","7282","393","16"
"BWI","HOU","1434","4333","260","18"
"BWI","IAH","1933","1039","250","12"
"BWI","IND","1039","7825","190","18"
"BWI","ISP","3094","20655","504","16"
"BWI","JAN","714","1940","111","15"
"BWI","JAX","1061","5477","177","16"
"BWI","JFK","365","3542","71","19"
"BWI","LAS","1666","-5821","243","14"
"BWI","LAX","1721","-4814","235","13"
"BWI","LGA","1","45","1","100"
"BWI","LIT","366","-1024","27","7"
"BWI","MCI","1072","498","157","14"
"BWI","MCO","4622","26437","822","17"
"BWI","MDW","2814","17489","509","18"
"BWI","MEM","366","5075","96","26"
"BWI","MHT","3846","33217","722","18"
"BWI","MIA","1307","988","186","14"
"BWI","MKE","77","625","12","15"
"BWI","MSP","1655","5992","289","17"
"BWI","MSY","366","3471","94","25"
"BWI","ORD","4149","23365","752","18"
"BWI","ORF","2222","19470","421","18"
"BWI","PBI","1428","8595","277","19"
"BWI","PHL","1165","3319","201","17"
"BWI","PHX","2915","-5281","470","16"
"BWI","PIT","1260","-2121","109","8"
"BWI","PVD","4193","37948","803","19"
"BWI","RDU","2123","21002","419","19"
"BWI","ROC","1053","1218","120","11"
"BWI","RSW","523","-934","54","10"
"BWI","SAN","732","-2218","131","17"
"BWI","SAT","729","988","131","17"
"BWI","SDF","1702","11647","330","19"
"BWI","SEA","7","42","2","28"
"BWI","SFO","580","-1756","78","13"
"BWI","SJC","366","3278","96","26"
"BWI","SJU","403","-2727","20","4"
"BWI","SLC","366","-1475","47","12"
"BWI","SRQ","15","46","3","20"
"BWI","STL","1766","-8563","171","9"
"BWI","TPA","2656","7930","425","16"
"BZN","BIL","1","104","1","100"
"BZN","DEN","1161","-1206","118","10"
"BZN","DTW","41","198","8","19"
"BZN","MSP","886","1490","108","12"
"BZN","SLC","2757","3208","281","10"
"CAE","AGS","1","68","1","100"
"CAE","ATL","2858","23752","611","21"
"CAE","CVG","2728","16469","529","19"
"CAE","DFW","1224","974","151","12"
"CAE","EWR","656","17326","270","41"
"CAE","IAD","2140","14624","383","17"
"CAE","IAH","675","8432","162","24"
"CAE","LGA","1092","2945","197","18"
"CAE","MCO","431","-846","46","10"
"CAE","ORD","680","15636","248","36"
"CAE","TPA","239","155","43","17"
"CAK","ATL","3645","36944","944","25"
"CAK","BOS","418","2147","56","13"
"CAK","CVG","2641","9298","460","17"
"CAK","FLL","6","47","1","16"
"CAK","LGA","1091","13448","231","21"
"CAK","MCO","366","2435","64","17"
"CAK","ORD","773","8856","209","27"
"CAK","TPA","323","-2357","23","7"
"CDC","LAX","1","83","1","100"
"CDC","SGU","1","58","1","100"
"CDC","SLC","756","6491","155","20"
"CDV","ANC","364","2593","74","20"
"CDV","YAK","364","4411","97","26"
"CEC","ACV","643","-1329","46","7"
"CEC","SFO","363","6011","128","35"
"CHA","ATL","2674","12139","505","18"
"CHA","CVG","1669","5607","219","13"
"CHA","ORD","692","8004","165","23"
"CHO","ATL","1066","4219","198","18"
"CHO","CVG","1095","270","142","12"
"CHO","IAD","864","-3037","77","8"
"CHS","ATL","2799","26757","656","23"
"CHS","AUS","1","131","1","100"
"CHS","CLT","1775","-8284","106","5"
"CHS","CVG","1827","-4151","225","12"
"CHS","DCA","778","3205","143","18"
"CHS","DFW","925","-1368","125","13"
"CHS","EWR","1025","17087","285","27"
"CHS","IAD","2055","5774","328","15"
"CHS","IAH","713","3198","132","18"
"CHS","JFK","399","-5992","34","8"
"CHS","LGA","1458","7283","296","20"
"CHS","MCO","117","-489","13","11"
"CHS","ORD","661","13598","240","36"
"CHS","PHL","61","1279","24","39"
"CHS","TPA","240","-1077","21","8"
"CIC","SFO","1084","443","116","10"
"CIC","SMF","2","195","1","50"
"CID","CVG","1442","3503","230","15"
"CID","DEN","411","5361","107","26"
"CID","DFW","1317","4147","203","15"
"CID","MSP","282","1374","33","11"
"CID","ORD","2672","35283","688","25"
"CKB","CVG","6","14","1","16"
"CLD","LAX","2128","4701","219","10"
"CLE","ABE","1041","958","128","12"
"CLE","ALB","1204","2076","149","12"
"CLE","ATL","4413","45552","1101","24"
"CLE","AUS","530","1214","104","19"
"CLE","BDL","1195","1257","129","10"
"CLE","BHM","293","731","35","11"
"CLE","BNA","2314","5242","305","13"
"CLE","BOS","1279","4145","179","13"
"CLE","BTV","486","5212","106","21"
"CLE","BUF","1221","2579","165","13"
"CLE","BWI","2978","21075","467","15"
"CLE","CLT","1398","-48","195","13"
"CLE","CMH","1333","7362","233","17"
"CLE","CVG","2837","6569","457","16"
"CLE","DAB","121","-823","8","6"
"CLE","DAY","1162","3395","165","14"
"CLE","DCA","1532","7832","236","15"
"CLE","DEN","1713","-2413","186","10"
"CLE","DFW","2460","12792","480","19"
"CLE","DTW","2889","10012","443","15"
"CLE","EWR","2064","20415","425","20"
"CLE","FLL","720","-321","76","10"
"CLE","GRR","1215","3893","173","14"
"CLE","GSP","552","1249","75","13"
"CLE","HOU","186","-186","27","14"
"CLE","HPN","1057","-438","116","10"
"CLE","IAD","3133","22906","672","21"
"CLE","IAH","2136","6227","333","15"
"CLE","IND","1556","2166","206","13"
"CLE","ISP","649","2966","121","18"
"CLE","JAX","23","90","4","17"
"CLE","JFK","436","5818","120","27"
"CLE","LAS","1770","10297","339","19"
"CLE","LAX","918","3904","167","18"
"CLE","LEX","489","842","57","11"
"CLE","LGA","3779","36151","856","22"
"CLE","MCI","1186","2053","161","13"
"CLE","MCO","1136","1600","114","10"
"CLE","MDT","899","922","93","10"
"CLE","MDW","4206","38494","869","20"
"CLE","MEM","908","470","105","11"
"CLE","MHT","1246","3276","169","13"
"CLE","MIA","974","1197","125","12"
"CLE","MKE","1458","1142","166","11"
"CLE","MSN","726","1143","95","13"
"CLE","MSP","2550","11276","410","16"
"CLE","MSY","675","801","110","16"
"CLE","MYR","91","105","8","8"
"CLE","ORD","7501","116373","2088","27"
"CLE","ORF","816","2183","109","13"
