"flightmonth","dayfrom","dayto","number_of_delays","flightdate"
"july",14,15,"5793","2007-07-15"
"july",15,16,"5481","2007-07-16"
"july",16,17,"6442","2007-07-17"
"july",17,18,"7123","2007-07-18"
"july",18,19,"9435","2007-07-19"
"july",19,20,"7016","2007-07-20"
"july",20,21,"3712","2007-07-21"
"july",21,22,"4918","2007-07-22"
"july",22,23,"6238","2007-07-23"
"july",23,24,"3518","2007-07-24"
"july",24,25,"4803","2007-07-25"
"july",25,26,"7686","2007-07-26"
"july",26,27,"7234","2007-07-27"
"july",27,28,"4945","2007-07-28"
"july",28,29,"7210","2007-07-29"
"july",29,30,"7799","2007-07-30"
"july",30,31,"6019","2007-07-31"
"august",0,1,"5903","2007-08-01"
"august",1,2,"5093","2007-08-02"
"august",2,3,"5385","2007-08-03"
"august",3,4,"3707","2007-08-04"
"august",4,5,"6670","2007-08-05"
"august",5,6,"6390","2007-08-06"
"august",6,7,"5872","2007-08-07"
"august",7,8,"6107","2007-08-08"
"august",8,9,"6328","2007-08-09"
"august",9,10,"6325","2007-08-10"
"august",10,11,"2856","2007-08-11"
"august",11,12,"4053","2007-08-12"
"august",12,13,"4400","2007-08-13"
"august",13,14,"5269","2007-08-14"
"august",14,15,"4468","2007-08-15"
"august",15,16,"6824","2007-08-16"
"august",16,17,"6474","2007-08-17"
"august",17,18,"4558","2007-08-18"
"august",18,19,"6488","2007-08-19"
"august",19,20,"7391","2007-08-20"
"august",20,21,"5697","2007-08-21"
"august",21,22,"5244","2007-08-22"
"august",22,23,"5764","2007-08-23"
"august",23,24,"7001","2007-08-24"
"august",24,25,"4191","2007-08-25"
"august",25,26,"4293","2007-08-26"
"august",26,27,"3972","2007-08-27"
"august",27,28,"2552","2007-08-28"
"august",28,29,"4440","2007-08-29"
"august",29,30,"5523","2007-08-30"
"august",30,31,"5538","2007-08-31"
"september",0,1,"1925","2007-09-01"
"september",1,2,"1163","2007-09-02"
"september",2,3,"2915","2007-09-03"
"september",3,4,"3101","2007-09-04"
"september",4,5,"3355","2007-09-05"
"september",5,6,"3109","2007-09-06"
"september",6,7,"4358","2007-09-07"
"september",7,8,"1849","2007-09-08"
"september",8,9,"3859","2007-09-09"
"september",9,10,"5240","2007-09-10"
"september",10,11,"4441","2007-09-11"
"september",11,12,"2781","2007-09-12"
"september",12,13,"3541","2007-09-13"
"september",13,14,"4895","2007-09-14"
"september",14,15,"1793","2007-09-15"
"september",15,16,"3100","2007-09-16"
"september",16,17,"3381","2007-09-17"
"september",17,18,"2631","2007-09-18"
"september",18,19,"2478","2007-09-19"
"september",19,20,"2950","2007-09-20"
"september",20,21,"4333","2007-09-21"
"september",21,22,"2253","2007-09-22"
"september",22,23,"2998","2007-09-23"
"september",23,24,"2805","2007-09-24"
"september",24,25,"4190","2007-09-25"
"september",25,26,"3377","2007-09-26"
"september",26,27,"5494","2007-09-27"
"september",27,28,"4023","2007-09-28"
"september",28,29,"1890","2007-09-29"
"september",29,30,"3604","2007-09-30"
"october",0,1,"2933","2007-10-01"
"october",1,2,"3479","2007-10-02"
"october",2,3,"2834","2007-10-03"
"october",3,4,"3974","2007-10-04"
"october",4,5,"5392","2007-10-05"
"october",5,6,"2368","2007-10-06"
"october",6,7,"3557","2007-10-07"
"october",7,8,"5154","2007-10-08"
"october",8,9,"4187","2007-10-09"
"october",9,10,"3455","2007-10-10"
"october",10,11,"3761","2007-10-11"
"october",11,12,"4199","2007-10-12"
"october",12,13,"1753","2007-10-13"
"october",13,14,"4049","2007-10-14"
"october",14,15,"5439","2007-10-15"
"october",15,16,"3529","2007-10-16"
"october",16,17,"5117","2007-10-17"
"october",17,18,"6009","2007-10-18"
"october",18,19,"6860","2007-10-19"
"october",19,20,"2202","2007-10-20"
"october",20,21,"4514","2007-10-21"
"october",21,22,"6424","2007-10-22"
"october",22,23,"4423","2007-10-23"
"october",23,24,"5600","2007-10-24"
"october",24,25,"4987","2007-10-25"
"october",25,26,"5428","2007-10-26"
"october",26,27,"2288","2007-10-27"
"october",27,28,"3318","2007-10-28"
"october",28,29,"2638","2007-10-29"
"october",29,30,"1648","2007-10-30"
"october",30,31,"1815","2007-10-31"
"november",0,1,"2521","2007-11-01"
"november",1,2,"2956","2007-11-02"
"november",2,3,"1519","2007-11-03"
"november",3,4,"2566","2007-11-04"
"november",4,5,"3030","2007-11-05"
"november",5,6,"3279","2007-11-06"
"november",6,7,"2330","2007-11-07"
"november",7,8,"3104","2007-11-08"
"november",8,9,"4259","2007-11-09"
"november",9,10,"1561","2007-11-10"
"november",10,11,"2658","2007-11-11"
"november",11,12,"3198","2007-11-12"
"november",12,13,"2666","2007-11-13"
"november",13,14,"4165","2007-11-14"
"november",14,15,"5063","2007-11-15"
"november",15,16,"4509","2007-11-16"
"november",16,17,"1864","2007-11-17"
"november",17,18,"3886","2007-11-18"
"november",18,19,"7448","2007-11-19"
"november",19,20,"5480","2007-11-20"
"november",20,21,"5576","2007-11-21"
"november",21,22,"1876","2007-11-22"
"november",22,23,"1446","2007-11-23"
"november",23,24,"2940","2007-11-24"
"november",24,25,"5624","2007-11-25"
"november",25,26,"7611","2007-11-26"
"november",26,27,"4242","2007-11-27"
"november",27,28,"2958","2007-11-28"
"november",28,29,"3250","2007-11-29"
"november",29,30,"5225","2007-11-30"
"december",0,1,"3394","2007-12-01"
"december",1,2,"6477","2007-12-02"
"december",2,3,"5204","2007-12-03"
"december",3,4,"4130","2007-12-04"
"december",4,5,"6493","2007-12-05"
"december",5,6,"4861","2007-12-06"
"december",6,7,"6990","2007-12-07"
"december",7,8,"3036","2007-12-08"
"december",8,9,"6021","2007-12-09"
"december",9,10,"6495","2007-12-10"
"december",10,11,"4755","2007-12-11"
"december",11,12,"4844","2007-12-12"
"december",12,13,"5125","2007-12-13"
"december",13,14,"6722","2007-12-14"
"december",14,15,"6562","2007-12-15"
"december",15,16,"6717","2007-12-16"
"december",16,17,"5314","2007-12-17"
"december",17,18,"4478","2007-12-18"
"december",18,19,"5913","2007-12-19"
"december",19,20,"7581","2007-12-20"
"december",20,21,"9677","2007-12-21"
"december",21,22,"8423","2007-12-22"
"december",22,23,"8975","2007-12-23"
"december",23,24,"3559","2007-12-24"
"december",24,25,"3273","2007-12-25"
"december",25,26,"8103","2007-12-26"
"december",26,27,"9053","2007-12-27"
"december",27,28,"10005","2007-12-28"
"december",28,29,"5827","2007-12-29"
"december",29,30,"6582","2007-12-30"
"december",30,31,"4833","2007-12-31"
