"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ATL","LEX","364","2827","55","15"
"ATL","LGA","1549","13446","333","21"
"ATL","LIT","266","3153","64","24"
"ATL","MCI","870","10018","253","29"
"ATL","MCO","1680","16712","351","20"
"ATL","MEM","1098","11963","242","22"
"ATL","MGM","529","3427","67","12"
"ATL","MIA","1553","19928","374","24"
"ATL","MKE","247","3397","56","22"
"ATL","MLB","591","5739","102","17"
"ATL","MLU","90","998","20","22"
"ATL","MOB","811","7484","145","17"
"ATL","MSP","775","7927","201","25"
"ATL","MSY","1101","13542","277","25"
"ATL","OKC","175","2129","60","34"
"ATL","OMA","141","1194","25","17"
"ATL","ONT","91","559","16","17"
"ATL","ORD","2222","20644","518","23"
"ATL","ORF","843","4906","116","13"
"ATL","PBI","868","9412","196","22"
"ATL","PDX","68","231","15","22"
"ATL","PHL","1284","9136","236","18"
"ATL","PHX","429","7393","152","35"
"ATL","PIT","1349","10250","243","18"
"ATL","PNS","846","7535","156","18"
"ATL","PVD","84","1274","25","29"
"ATL","RDU","1484","8240","217","14"
"ATL","RIC","820","2175","64","7"
"ATL","ROA","75","-94","1","1"
"ATL","ROC","267","944","35","13"
"ATL","RSW","820","10362","199","24"
"ATL","SAN","86","1823","43","50"
"ATL","SAT","511","6918","155","30"
"ATL","SAV","1133","6328","124","10"
"ATL","SDF","950","8865","194","20"
"ATL","SEA","404","2431","101","25"
"ATL","SFO","469","10837","222","47"
"ATL","SHV","91","1428","35","38"
"ATL","SJU","399","3760","90","22"
"ATL","SLC","366","3618","102","27"
"ATL","SRQ","795","8026","167","21"
"ATL","STL","1180","8289","222","18"
"ATL","STT","50","802","15","30"
"ATL","SYR","162","1438","34","20"
"ATL","TLH","679","4622","81","11"
"ATL","TOL","178","1680","34","19"
"ATL","TPA","1546","17214","310","20"
"ATL","TUL","270","2546","48","17"
"ATL","TUS","87","-300","10","11"
"ATL","TYS","631","5449","110","17"
"ATW","CWA","73","-627","3","4"
"ATW","DTW","126","932","22","17"
"ATW","MSP","237","1237","29","12"
"AUS","ATL","261","1315","39","14"
"AUS","DAL","928","-966","46","4"
"AUS","DEN","234","1540","36","15"
"AUS","DFW","1608","12081","260","16"
"AUS","ELP","231","534","24","10"
"AUS","HOU","954","4946","148","15"
"AUS","HRL","73","388","9","12"
"AUS","IAH","606","5903","86","14"
"AUS","LAS","44","161","4","9"
"AUS","LAX","172","3715","62","36"
"AUS","LBB","171","1440","42","24"
"AUS","MAF","298","1281","25","8"
"AUS","MEM","236","1371","32","13"
"AUS","ORD","349","1332","59","16"
"AUS","PHX","332","362","24","7"
"AUS","SAT","549","3607","72","13"
"AUS","SLC","72","148","3","4"
"AUS","STL","88","557","16","18"
"AVL","BWI","91","412","13","14"
"AVL","CLT","455","2468","50","10"
"AVP","ABE","182","592","11","6"
"AVP","PHL","91","733","8","8"
"AVP","PIT","272","2281","30","11"
"AZO","DAY","345","1834","38","11"
"AZO","DTW","314","1182","36","11"
"AZO","LAN","163","-679","14","8"
"AZO","MSP","172","1359","34","19"
"BDL","ALB","69","592","13","18"
"BDL","ATL","607","4825","145","23"
"BDL","BOS","281","3745","86","30"
"BDL","BTV","25","23","2","8"
"BDL","BUF","162","356","15","9"
"BDL","BWI","429","2362","59","13"
"BDL","CVG","178","2968","84","47"
"BDL","DCA","329","3232","85","25"
"BDL","DEN","171","3112","61","35"
"BDL","DFW","180","-274","30","16"
"BDL","DTW","419","5048","122","29"
"BDL","EWR","591","5547","149","25"
"BDL","FLL","118","1625","41","34"
"BDL","IAD","538","1081","54","10"
"BDL","ISP","56","526","14","25"
"BDL","JFK","92","454","15","16"
"BDL","MCO","176","3816","92","52"
"BDL","MSP","150","1723","57","38"
"BDL","ORD","922","3564","197","21"
"BDL","PBI","18","93","3","16"
"BDL","PHL","609","8649","178","29"
"BDL","PIT","528","5786","160","30"
"BDL","PVD","86","395","9","10"
"BDL","RDU","267","1739","34","12"
"BDL","SJU","88","231","10","11"
"BDL","STL","248","1854","71","28"
"BDL","SYR","248","-413","15","6"
"BDL","TPA","91","958","20","21"
"BET","ANC","131","1930","21","16"
"BFL","BUR","90","-347","3","3"
"BFL","DEN","28","544","12","42"
"BFL","DFW","88","285","12","13"
"BFL","LAX","30","193","4","13"
"BFL","MRY","29","488","13","44"
"BFL","SBA","261","2462","59","22"
"BFL","SFO","52","1189","23","44"
"BGM","BWI","92","626","14","15"
"BGM","ELM","92","2","1","1"
"BGM","PIT","269","2149","47","17"
"BGR","BOS","355","4380","82","23"
"BGR","MHT","62","378","5","8"
"BGR","ORD","29","-279","1","3"
"BGR","PWM","90","213","7","7"
"BHM","ATL","1285","5603","133","10"
"BHM","BNA","677","2241","64","9"
"BHM","CLT","353","1264","20","5"
"BHM","CVG","79","942","24","30"
"BHM","DFW","451","2078","57","12"
"BHM","HOU","83","675","13","15"
"BHM","HSV","290","1486","44","15"
"BHM","JAN","108","1410","33","30"
"BHM","MEM","506","3065","61","12"
"BHM","MGM","90","1060","24","26"
"BHM","MSY","362","3823","86","23"
"BHM","ORD","176","-112","17","9"
"BHM","PNS","89","183","8","8"
"BHM","SHV","75","720","12","16"
"BIL","BZN","83","782","21","25"
"BIL","DEN","564","3649","65","11"
"BIL","GEG","81","1433","32","39"
"BIL","GTF","349","1419","41","11"
"BIL","MSO","170","369","22","12"
"BIL","MSP","259","1469","32","12"
"BIL","SLC","269","299","25","9"
"BIS","CPR","178","-21","4","2"
"BIS","DEN","272","3043","36","13"
"BIS","FAR","89","633","11","12"
"BIS","MOT","265","766","29","10"
"BIS","MSP","334","2709","53","15"
"BLI","SEA","252","2173","52","20"
"BNA","ATL","1275","6384","166","13"
"BNA","BHM","731","5876","157","21"
"BNA","BOS","266","1498","60","22"
"BNA","BTR","261","-727","16","6"
"BNA","BWI","352","847","27","7"
"BNA","CHA","260","311","21","8"
"BNA","CLE","265","264","22","8"
"BNA","CLT","361","3453","74","20"
"BNA","CVG","271","2213","48","17"
"BNA","DCA","267","1484","46","17"
"BNA","DFW","808","6821","198","24"
"BNA","DTW","588","2934","86","14"
"BNA","EWR","266","910","34","12"
"BNA","GSO","170","-145","9","5"
"BNA","HOU","391","2261","71","18"
"BNA","HSV","266","662","27","10"
"BNA","IAH","347","3756","106","30"
"BNA","JAN","268","-579","19","7"
"BNA","LAX","86","-8","13","15"
"BNA","LGA","266","659","31","11"
"BNA","LIT","264","223","30","11"
"BNA","MCO","266","700","29","10"
"BNA","MDW","455","2108","68","14"
"BNA","MEM","1006","9665","259","25"
"BNA","MKE","269","-1014","15","5"
"BNA","MOB","265","-264","15","5"
"BNA","MSP","254","-690","22","8"
"BNA","MSY","271","-401","24","8"
"BNA","ORD","536","1799","69","12"
"BNA","PHL","433","2271","65","15"
"BNA","PHX","85","651","22","25"
"BNA","PIT","360","4662","128","35"
"BNA","RDU","91","-99","6","6"
"BNA","STL","332","-53","37","11"
"BNA","TPA","266","427","27","10"
"BNA","TYS","480","4220","82","17"
"BOI","DEN","532","2803","63","11"
"BOI","ORD","91","815","22","24"
"BOI","PSC","86","1086","28","32"
"BOI","SEA","162","976","19","11"
"BOI","SFO","348","8885","166","47"
"BOI","SLC","276","1828","34","12"
"BOS","ATL","1117","15688","365","32"
"BOS","BDL","276","4182","69","25"
"BOS","BGR","352","5006","105","29"
"BOS","BNA","263","1138","30","11"
"BOS","BUF","239","2187","52","21"
"BOS","BWI","1005","13010","287","28"
"BOS","CLE","561","3792","108","19"
"BOS","CLT","455","7222","176","38"
"BOS","CVG","344","4972","129","37"
"BOS","DAY","178","4359","103","57"
"BOS","DCA","2015","20591","462","22"
"BOS","DEN","500","12636","230","46"
"BOS","DFW","705","2582","159","22"
"BOS","DTW","457","7525","139","30"
"BOS","EWR","2282","31668","614","26"
"BOS","FLL","301","6729","143","47"
"BOS","GSO","88","1014","23","26"
"BOS","IAD","795","8945","200","25"
"BOS","IAH","256","6703","148","57"
"BOS","JFK","617","5623","115","18"
"BOS","LAX","446","175","107","23"
"BOS","LGA","2775","6131","249","8"
"BOS","MCI","174","2447","64","36"
"BOS","MCO","435","9290","218","50"
"BOS","MDT","153","1050","25","16"
"BOS","MEM","171","1826","56","32"
"BOS","MIA","363","8828","163","44"
"BOS","MSP","415","3327","109","26"
"BOS","MSY","66","1776","35","53"
"BOS","ORD","1594","10297","383","24"
"BOS","ORF","166","2542","49","29"
"BOS","PBI","114","2566","55","48"
"BOS","PHL","1726","21969","432","25"
"BOS","PIT","760","9478","224","29"
"BOS","PVD","75","1114","18","24"
"BOS","PWM","439","5640","121","27"
"BOS","RDU","287","1000","39","13"
"BOS","RIC","85","1490","30","35"
"BOS","ROC","335","5548","103","30"
"BOS","SFO","173","3812","85","49"
"BOS","SJU","169","4195","68","40"
"BOS","SLC","176","2118","63","35"
"BOS","STL","431","4364","133","30"
"BOS","SYR","592","8403","170","28"
"BOS","TPA","323","4728","109","33"
"BTM","BZN","179","1490","22","12"
"BTR","ATL","248","2611","58","23"
"BTR","BNA","266","312","19","7"
"BTR","DFW","715","6598","139","19"
"BTR","IAH","229","1706","26","11"
"BTR","JAN","72","407","2","2"
"BTR","LFT","70","272","10","14"
"BTR","MEM","310","2672","60","19"
"BTR","MOB","183","1575","23","12"
"BTR","PNS","176","2910","50","28"
"BTV","ALB","4","12","1","25"
"BTV","EWR","327","5915","94","28"
"BTV","LGA","268","2166","49","18"
"BTV","MHT","29","-107","2","6"
"BTV","ORD","262","656","32","12"
"BTV","PHL","91","1178","29","31"
"BTV","PIT","273","3594","81","29"
"BTV","SYR","327","1435","39","11"
"BUF","ALB","158","451","12","7"
"BUF","ATL","352","1381","54","15"
"BUF","BDL","165","556","17","10"
"BUF","BOS","251","1717","43","17"
"BUF","BWI","360","740","29","8"
"BUF","CLE","559","966","28","5"
"BUF","DCA","258","1028","36","13"
"BUF","DEN","81","1655","30","37"
"BUF","DTW","329","1955","59","17"
"BUF","EWR","964","11900","217","22"
"BUF","IAD","301","-777","11","3"
"BUF","JFK","179","2125","34","18"
"BUF","LGA","597","5842","121","20"
"BUF","MSP","76","904","24","31"
"BUF","ORD","885","4771","172","19"
"BUF","PHL","262","2150","46","17"
"BUF","PIT","364","3538","71","19"
"BUF","RDU","269","2700","59","21"
"BUF","ROC","118","995","25","21"
"BUF","SYR","420","1668","29","6"
"BUR","BFL","81","1594","24","29"
"BUR","DEN","517","5022","74","14"
"BUR","DFW","178","1209","41","23"
"BUR","LAS","988","9068","172","17"
"BUR","OAK","870","9366","205","23"
"BUR","ONT","215","2453","45","20"
"BUR","ORD","58","574","10","17"
"BUR","PDX","86","1067","28","32"
"BUR","PHX","341","3745","73","21"
"BUR","RNO","86","296","6","6"
"BUR","SAN","162","2163","46","28"
"BUR","SEA","84","882","21","25"
"BUR","SFO","1487","30238","632","42"
"BUR","SJC","705","4393","127","18"
"BUR","SLC","223","3197","84","37"
"BUR","SMF","302","4043","86","28"
"BUR","STL","164","1046","36","21"
"BWI","ALB","266","4845","135","50"
"BWI","ATL","938","9309","243","25"
"BWI","AVL","92","982","23","25"
"BWI","BDL","512","1135","66","12"
"BWI","BGM","92","588","12","13"
"BWI","BNA","348","3049","79","22"
"BWI","BOS","993","8027","244","24"
"BWI","BUF","182","2585","76","41"
"BWI","CAE","89","672","17","19"
"BWI","CHO","164","1482","39","23"
"BWI","CHS","90","1409","32","35"
"BWI","CLE","181","3162","82","45"
"BWI","CLT","492","10171","275","55"
"BWI","CVG","162","2994","90","55"
"BWI","DAY","89","649","16","17"
"BWI","DCA","3","81","2","66"
"BWI","DEN","188","5373","83","44"
"BWI","DFW","533","3260","139","26"
"BWI","DTW","621","6643","182","29"
"BWI","EWR","439","4374","107","24"
"BWI","FAY","237","3382","86","36"
"BWI","FLL","182","2421","67","36"
"BWI","GSO","449","4731","115","25"
"BWI","IAD","30","161","2","6"
"BWI","IAH","345","8336","207","60"
"BWI","ILM","270","501","44","16"
"BWI","ISO","182","1906","55","30"
"BWI","ISP","179","3348","101","56"
"BWI","JAX","180","2302","54","30"
"BWI","JFK","104","1509","37","35"
"BWI","LAS","78","116","12","15"
"BWI","LGA","529","4405","135","25"
"BWI","LYH","76","821","17","22"
"BWI","MCO","405","5974","154","38"
"BWI","MDT","121","488","16","13"
"BWI","MEM","169","1088","36","21"
"BWI","MIA","267","3035","74","27"
"BWI","MSP","162","2646","63","38"
"BWI","MSY","87","768","21","24"
"BWI","MYR","136","835","20","14"
"BWI","OAJ","178","1357","26","14"
"BWI","ORD","785","4847","131","16"
"BWI","ORF","542","4672","99","18"
"BWI","ORH","349","1311","70","20"
"BWI","PBI","91","724","25","27"
"BWI","PHL","289","3485","75","25"
"BWI","PHX","176","942","40","22"
"BWI","PIT","600","4635","105","17"
"BWI","PVD","262","1205","53","20"
"BWI","RDU","364","2810","68","18"
"BWI","RIC","177","1707","33","18"
"BWI","ROA","262","2723","57","21"
"BWI","ROC","361","4389","115","31"
"BWI","SJU","188","1939","44","23"
"BWI","STL","330","4349","127","38"
"BWI","SYR","356","6021","166","46"
"BWI","TPA","269","4972","120","44"
"BZN","BIL","84","303","8","9"
"BZN","BTM","178","1430","37","20"
"BZN","DEN","177","1996","32","18"
"BZN","GTF","82","-386","8","9"
"BZN","MSO","82","579","10","12"
"BZN","MSP","87","919","26","29"
"BZN","SLC","268","1972","46","17"
"CAE","ATL","1273","5970","126","9"
"CAE","BWI","91","277","14","15"
"CAE","CHS","88","362","6","6"
"CAE","CLT","636","2358","48","7"
"CAE","EWR","270","1247","26","9"
"CAE","IAD","181","355","8","4"
"CAE","ORD","90","354","8","8"
"CAE","RDU","348","898","22","6"
"CAE","SAV","81","480","14","17"
"CAK","ATL","175","1199","21","12"
"CAK","CLE","84","805","22","26"
"CAK","CRW","29","-89","1","3"
"CAK","DAY","276","2301","51","18"
"CAK","DTW","216","2296","47","21"
"CAK","FWA","82","96","2","2"
"CAK","ORD","439","-225","29","6"
"CCR","LAX","374","4193","69","18"
"CDV","ANC","71","522","10","14"
"CDV","YAK","75","223","8","10"
"CHA","ATL","596","4187","59","9"
"CHA","BNA","265","-405","2","0"
"CHA","CLT","182","1747","39","21"
"CHA","MEM","256","1537","22","8"
"CHO","BWI","78","481","10","12"
"CHO","CLT","88","658","18","20"
"CHO","LGA","78","875","22","28"
"CHO","LYH","91","653","18","19"
"CHO","ROA","91","489","7","7"
"CHS","ATL","1301","4222","108","8"
"CHS","BWI","91","419","11","12"
"CHS","CAE","59","265","4","6"
"CHS","CLT","455","2661","56","12"
"CHS","EWR","89","-40","5","5"
"CHS","GSP","28","-1","1","3"
"CHS","IAD","180","44","6","3"
"CHS","JAX","88","510","9","10"
"CHS","LGA","148","794","20","13"
"CHS","MIA","92","1023","23","25"
"CHS","MYR","92","315","6","6"
"CHS","ORD","89","589","27","30"
"CHS","ORF","170","166","3","1"
"CHS","RDU","270","2497","44","16"
"CHS","SAV","553","2338","87","15"
"CID","DEN","338","3501","63","18"
"CID","DSM","263","2151","34","12"
"CID","DTW","94","464","16","17"
"CID","MLI","240","1673","33","13"
"CID","MSP","169","2259","43","25"
"CID","PIA","57","56","7","12"
"CID","STL","352","1613","49","13"
"CLE","ALB","107","615","19","17"
"CLE","ATL","885","2941","94","10"
"CLE","BNA","267","-93","11","4"
"CLE","BOS","656","5703","143","21"
"CLE","BUF","561","2415","42","7"
"CLE","BWI","192","1174","28","14"
"CLE","CLT","180","1498","32","17"
"CLE","CMH","91","288","5","5"
"CLE","CVG","433","2815","51","11"
"CLE","DCA","574","3065","95","16"
"CLE","DEN","497","9530","156","31"
"CLE","DFW","182","-543","27","14"
"CLE","DTW","736","4024","82","11"
"CLE","EWR","995","7279","172","17"
"CLE","FLL","90","442","13","14"
"CLE","IAD","546","398","30","5"
"CLE","IAH","261","2289","78","29"
"CLE","IND","280","1524","41","14"
"CLE","JFK","175","1356","68","38"
"CLE","LAX","286","3568","85","29"
"CLE","LGA","929","11141","204","21"
"CLE","MCI","145","550","22","15"
"CLE","MCO","173","1554","43","24"
"CLE","MEM","173","1319","31","17"
"CLE","MIA","150","1183","27","18"
"CLE","MKE","173","854","26","15"
"CLE","MSP","256","2857","61","23"
"CLE","MSY","86","536","17","19"
"CLE","ORD","1150","5687","179","15"
"CLE","PHL","424","3638","73","17"
"CLE","PHX","16","647","14","87"
"CLE","PIT","639","4395","96","15"
"CLE","RDU","269","1889","35","13"
"CLE","ROC","117","564","20","17"
"CLE","SFO","90","3174","72","80"
"CLE","SRQ","12","616","10","83"
"CLE","STL","418","3565","95","22"
"CLE","SYR","153","203","14","9"
"CLE","TPA","174","420","20","11"
"CLT","AGS","182","1341","32","17"
"CLT","ATL","1589","8791","252","15"
"CLT","AVL","447","6605","153","34"
"CLT","BHM","347","5241","134","38"
"CLT","BNA","361","6931","199","55"
"CLT","BOS","542","5825","136","25"
"CLT","BWI","453","5188","126","27"
"CLT","CAE","626","6706","157","25"
"CLT","CHA","181","1842","32","17"
"CLT","CHO","89","900","15","16"
"CLT","CHS","457","6727","172","37"
"CLT","CLE","179","2808","90","50"
"CLT","CMH","274","2989","70","25"
"CLT","CRW","271","5133","130","47"
"CLT","CVG","182","3754","99","54"
"CLT","DAB","91","829","27","29"
"CLT","DAY","350","4861","115","32"
"CLT","DCA","542","4613","115","21"
"CLT","DEN","182","4779","105","57"
"CLT","DFW","632","8568","244","38"
"CLT","DTW","338","4085","114","33"
"CLT","EWR","891","8964","228","25"
"CLT","FAY","688","5784","128","18"
"CLT","FLL","267","3520","90","33"
"CLT","GSO","943","10114","267","28"
"CLT","GSP","455","5285","123","27"
"CLT","HTS","359","3543","78","21"
"CLT","IAH","267","6768","168","62"
"CLT","ILM","312","3640","94","30"
"CLT","IND","165","2043","57","34"
"CLT","ISO","180","1413","44","24"
"CLT","JAX","468","6963","178","38"
"CLT","JFK","91","1961","42","46"
"CLT","LAX","181","6031","141","77"
"CLT","LEX","148","1635","37","25"
"CLT","LGA","540","5681","142","26"
"CLT","LYH","273","4121","114","41"
"CLT","MCO","517","9361","245","47"
"CLT","MEM","179","2891","72","40"
"CLT","MIA","353","5092","118","33"
"CLT","MSP","180","2909","71","39"
"CLT","MSY","363","5210","134","36"
"CLT","MYR","467","6030","155","33"
"CLT","OAJ","274","3166","81","29"
"CLT","ORD","1036","11023","304","29"
"CLT","ORF","624","6201","170","27"
"CLT","PHL","452","4830","117","25"
"CLT","PHX","24","1113","24","100"
"CLT","PIT","585","5033","149","25"
"CLT","RDU","1065","9995","294","27"
"CLT","RIC","601","7045","183","30"
"CLT","ROA","502","6798","178","35"
"CLT","SAV","276","2188","46","16"
"CLT","SDF","256","4044","105","41"
"CLT","SEA","91","2147","54","59"
"CLT","SFO","181","6585","125","69"
"CLT","STL","538","3674","124","23"
"CLT","TLH","169","2361","63","37"
"CLT","TPA","451","9372","241","53"
"CLT","TRI","440","6068","136","30"
"CLT","TYS","351","3444","86","24"
"CMH","ATL","694","4812","114","16"
"CMH","CLE","91","232","6","6"
"CMH","CLT","272","2656","47","17"
"CMH","CVG","519","5886","112","21"
"CMH","DAY","30","178","6","20"
"CMH","DCA","387","2552","60","15"
"CMH","DEN","169","4855","85","50"
"CMH","DFW","181","256","22","12"
"CMH","DTW","319","2933","46","14"
"CMH","EWR","566","6059","125","22"
"CMH","IAH","85","3313","54","63"
"CMH","IND","343","3724","68","19"
"CMH","JFK","88","1008","22","25"
"CMH","LGA","407","2238","58","14"
"CMH","MEM","168","1967","45","26"
"CMH","MSP","158","1895","49","31"
"CMH","ORD","1106","4484","119","10"
"CMH","PHL","250","2302","36","14"
"CMH","PIT","456","5405","114","25"
"CMH","SDF","86","-107","4","4"
"CMH","STL","413","4167","111","26"
"CMI","DAY","274","2444","46","16"
"CMI","PIA","180","873","18","10"
"CMI","STL","173","345","11","6"
"COS","DEN","741","10333","130","17"
"COS","DFW","252","-551","12","4"
"COS","LAS","44","321","4","9"
"COS","ORD","179","132","15","8"
"COS","PHX","263","1943","34","12"
"COS","PUB","252","2207","41","16"
"COS","SLC","262","1220","30","11"
"COS","STL","259","2214","55","21"
"CPR","BIS","178","1707","43","24"
"CPR","DEN","276","2434","29","10"
"CPR","SLC","178","280","18","10"
"CRP","DFW","331","410","24","7"
"CRP","HOU","614","2121","56","9"
"CRP","IAH","325","2061","34","10"
"CRW","CAK","29","28","1","3"
"CRW","CLE","61","832","24","39"
"CRW","CLT","267","2282","40","14"
"CRW","CVG","77","1094","21","27"
"CRW","DCA","166","1669","40","24"
"CRW","HTS","92","535","13","14"
"CRW","LEX","92","843","12","13"
"CRW","LGA","87","-233","6","6"
"CRW","ORD","152","1564","21","13"
"CRW","PIT","271","1834","43","15"
"CSG","ATL","327","2759","48","14"
"CVG","ATL","532","7890","183","34"
"CVG","BDL","172","2791","74","43"
"CVG","BHM","79","966","19","24"
"CVG","BNA","263","4063","109","41"
"CVG","BOS","353","4814","127","35"
"CVG","BWI","169","1990","63","37"
"CVG","CLE","436","4432","91","20"
"CVG","CLT","169","1523","34","20"
"CVG","CMH","419","4672","115","27"
"CVG","DAY","163","1779","49","30"
"CVG","DCA","349","5230","135","38"
"CVG","DEN","165","2926","54","32"
"CVG","DFW","452","5358","169","37"
"CVG","DTW","745","7553","176","23"
"CVG","EWR","580","9838","233","40"
"CVG","FLL","180","2341","62","34"
"CVG","FWA","90","2559","72","80"
"CVG","IAH","266","4387","121","45"
"CVG","IND","611","5896","148","24"
"CVG","JAN","177","4158","121","68"
"CVG","JFK","90","184","9","10"
"CVG","LAX","261","5070","127","48"
"CVG","LEX","454","4397","62","13"
"CVG","LGA","437","8184","213","48"
"CVG","LIT","174","3620","108","62"
"CVG","MCI","234","2827","86","36"
"CVG","MCO","274","3359","86","31"
"CVG","MEM","514","5233","124","24"
"CVG","MIA","106","1329","33","31"
"CVG","MSP","431","4333","123","28"
"CVG","MSY","268","3971","110","41"
"CVG","ORD","1256","12868","340","27"
"CVG","ORF","178","1594","33","18"
"CVG","PBI","180","2219","50","27"
"CVG","PDX","89","1663","49","55"
"CVG","PHL","593","6759","155","26"
"CVG","PHX","183","4386","124","67"
"CVG","PIT","702","10830","311","44"
"CVG","RDU","163","3132","88","53"
"CVG","RIC","260","1074","30","11"
"CVG","RSW","91","1605","48","52"
"CVG","SAN","92","2524","70","76"
"CVG","SDF","676","7191","160","23"
"CVG","SEA","88","2465","58","65"
"CVG","SFO","177","5901","121","68"
"CVG","SLC","192","4239","111","57"
"CVG","STL","590","5365","148","25"
"CVG","TPA","271","3430","74","27"
"CVG","TYS","89","1518","42","47"
"CWA","DTW","142","1161","24","16"
"CWA","MSP","295","2298","52","17"
"DAB","ATL","797","4013","104","13"
"DAB","CLT","92","136","8","8"
"DAB","EWR","11","212","6","54"
"DAB","JAX","199","642","6","3"
"DAB","MLB","279","2694","56","20"
"DAB","RDU","179","2369","63","35"
"DAL","ABQ","235","1543","27","11"
"DAL","AMA","550","1013","39","7"
"DAL","AUS","921","-933","57","6"
"DAL","ELP","248","332","15","6"
"DAL","HOU","2524","7668","276","10"
"DAL","IAH","597","1704","51","8"
"DAL","LBB","592","1487","48","8"
"DAL","LIT","472","2063","73","15"
"DAL","MAF","572","34","39","6"
"DAL","OKC","619","2706","63","10"
"DAL","SAT","1023","4636","135","13"
"DAL","TUL","609","1575","39","6"
"DAY","ATL","443","1709","34","7"
"DAY","AZO","349","5186","120","34"
"DAY","BOS","179","1561","41","22"
"DAY","BWI","78","1452","34","43"
