"origin","destination","count","total_arrival_delay_minutes","number_of_delays","delaypercentage"
"ABE","ATL","939","2505","134","14"
"ABE","CLT","365","547","41","11"
"ABE","CVG","300","-1417","10","3"
"ABE","DTW","773","2678","78","10"
"ABE","MCO","18","47","3","16"
"ABE","MDT","1037","2713","136","13"
"ABE","ORD","1384","10242","219","15"
"ABE","PIT","1420","5175","161","11"
"ABQ","AMA","684","4899","125","18"
"ABQ","ATL","1089","1374","146","13"
"ABQ","COS","152","273","15","9"
"ABQ","CVG","576","3729","111","19"
"ABQ","DAL","2485","14520","338","13"
"ABQ","DEN","2711","15879","323","11"
"ABQ","DFW","2855","1900","219","7"
"ABQ","ELP","2104","10853","309","14"
"ABQ","HOU","366","1201","35","9"
"ABQ","IAH","1770","1243","133","7"
"ABQ","LAS","2134","18691","409","19"
"ABQ","LAX","2462","11763","384","15"
"ABQ","LBB","709","3127","93","13"
"ABQ","MAF","365","3082","74","20"
"ABQ","MCI","726","4673","123","16"
"ABQ","MCO","365","-3477","22","6"
"ABQ","MSP","730","4133","145","19"
"ABQ","OAK","124","-226","14","11"
"ABQ","ORD","577","2195","70","12"
"ABQ","PHX","6752","71768","1469","21"
"ABQ","SAN","1091","10194","226","20"
"ABQ","SFO","585","11694","199","34"
"ABQ","SLC","1807","5980","197","10"
"ABQ","STL","2467","15009","440","17"
"ABQ","TPA","365","-79","53","14"
"ABQ","TUS","269","1426","41","15"
"ACK","EWR","22","756","7","31"
"ADQ","ANC","726","7554","139","19"
"AGS","ATL","1544","9894","272","17"
"AGS","SAV","363","1700","78","21"
"AKN","ANC","166","1475","33","19"
"AKN","DLG","265","1733","45","16"
"ALB","ATL","1090","7892","243","22"
"ALB","BDL","1","27","1","100"
"ALB","CLT","365","1212","57","15"
"ALB","CVG","1088","-1230","100","9"
"ALB","DCA","1038","5979","154","14"
"ALB","DTW","1363","7429","208","15"
"ALB","MCO","370","1715","79","21"
"ALB","ORD","2164","7782","333","15"
"ALB","PHL","1821","17934","399","21"
"ALB","PIT","1460","9006","216","14"
"ALB","PWM","515","3853","103","20"
"AMA","ABQ","684","5179","118","17"
"AMA","DAL","2706","19745","417","15"
"AMA","DFW","1092","2265","97","8"
"AMA","LAS","365","-1020","9","2"
"ANC","ADQ","725","7787","170","23"
"ANC","AKN","418","3330","75","17"
"ANC","BET","985","7759","163","16"
"ANC","CDV","360","3149","68","18"
"ANC","DLG","132","2345","40","30"
"ANC","DTW","131","583","25","19"
"ANC","DUT","675","7111","140","20"
"ANC","FAI","3937","33762","745","18"
"ANC","JNU","1196","12266","211","17"
"ANC","LAX","227","1321","42","18"
"ANC","MSP","763","5850","162","21"
"ANC","OME","588","4972","101","17"
"ANC","ORD","182","1292","43","23"
"ANC","OTZ","811","7215","143","17"
"ANC","PDX","240","2503","52","21"
"ANC","PHX","128","2664","36","28"
"ANC","SCC","363","3358","59","16"
"ANC","SEA","7518","62474","1668","22"
"ANC","SFO","174","2344","60","34"
"ANC","SLC","850","296","107","12"
"ANC","STL","112","3373","61","54"
"ATL","ABE","940","5798","184","19"
"ATL","ABQ","1089","6380","224","20"
"ATL","AGS","1907","14771","364","19"
"ATL","ALB","1091","15397","301","27"
"ATL","AUS","1667","11880","342","20"
"ATL","BDL","2182","19829","509","23"
"ATL","BHM","3272","28274","694","21"
"ATL","BNA","3266","22199","573","17"
"ATL","BOS","4117","53583","1221","29"
"ATL","BTR","1092","4613","177","16"
"ATL","BUF","1092","14699","304","27"
"ATL","BWI","3673","26773","730","19"
"ATL","CAE","3160","11493","421","13"
"ATL","CHS","3628","32411","721","19"
"ATL","CLE","3219","21381","562","17"
"ATL","CLT","5455","27968","842","15"
"ATL","CMH","2547","15319","414","16"
"ATL","COS","724","-4418","88","12"
"ATL","CVG","4101","34925","864","21"
"ATL","DAB","2570","20736","479","18"
"ATL","DAY","1830","13509","351","19"
"ATL","DCA","5327","22129","759","14"
"ATL","DEN","3978","24839","792","19"
"ATL","DFW","10306","78378","1987","19"
"ATL","DTW","5512","47622","1192","21"
"ATL","EGE","108","168","19","17"
"ATL","ELP","363","1029","62","17"
"ATL","EWR","7733","98805","1832","23"
"ATL","FLL","3365","46283","925","27"
"ATL","FWA","273","2882","65","23"
"ATL","GSO","2874","27714","629","21"
"ATL","GSP","2899","14807","438","15"
"ATL","GUC","101","155","17","16"
"ATL","HNL","365","5457","100","27"
"ATL","HOU","1647","12665","344","20"
"ATL","HSV","3221","8322","403","12"
"ATL","IAD","3380","31333","735","21"
"ATL","IAH","5758","42061","1135","19"
"ATL","IND","2187","13529","357","16"
"ATL","JAN","1543","15117","355","23"
"ATL","JAX","2907","28787","600","20"
"ATL","JFK","1283","9635","311","24"
"ATL","LAS","1696","19833","521","30"
"ATL","LAX","2912","43557","1000","34"
"ATL","LEX","1448","11265","250","17"
"ATL","LGA","5974","72141","1550","25"
"ATL","LIT","1450","17521","371","25"
"ATL","MCI","2546","19056","537","21"
"ATL","MCO","5098","59168","1301","25"
"ATL","MDT","728","6926","162","22"
"ATL","MEM","5326","30670","831","15"
"ATL","MGM","1906","12934","319","16"
"ATL","MIA","6558","73881","1499","22"
"ATL","MKE","1093","1991","131","11"
"ATL","MLB","2411","17890","475","19"
"ATL","MLU","365","324","45","12"
"ATL","MOB","2846","21761","566","19"
"ATL","MSP","3602","27456","855","23"
"ATL","MSY","3422","29223","691","20"
"ATL","OKC","1092","7796","204","18"
"ATL","OMA","1090","9260","228","20"
"ATL","ONT","363","7211","153","42"
"ATL","ORD","10391","105488","2259","21"
"ATL","ORF","2180","17511","455","20"
"ATL","PBI","3065","31661","705","23"
"ATL","PDX","734","6974","200","27"
"ATL","PHL","5616","73088","1525","27"
"ATL","PHX","3576","36342","987","27"
"ATL","PIT","3896","26862","702","18"
"ATL","PNS","2880","23671","568","19"
"ATL","PVD","1546","8524","263","17"
"ATL","PWM","428","1403","70","16"
"ATL","RDU","3634","25742","674","18"
"ATL","RIC","2538","17067","450","17"
"ATL","ROC","1092","12793","266","24"
"ATL","RSW","3018","22992","580","19"
"ATL","SAN","1092","7782","260","23"
"ATL","SAT","1824","17843","447","24"
"ATL","SAV","2913","22944","541","18"
"ATL","SDF","2546","32361","664","26"
"ATL","SEA","1035","6661","243","23"
"ATL","SFO","2453","40603","895","36"
"ATL","SHV","1091","5296","156","14"
"ATL","SJC","723","421","136","18"
"ATL","SJU","1802","15564","423","23"
"ATL","SLC","3734","36470","1030","27"
"ATL","SMF","608","3947","147","24"
"ATL","SNA","726","3797","140","19"
"ATL","SRQ","2453","16354","445","18"
"ATL","STL","4953","40001","996","20"
"ATL","STT","546","5232","129","23"
"ATL","SWF","301","4054","79","26"
"ATL","SYR","728","7086","181","24"
"ATL","TLH","2483","18766","442","17"
"ATL","TOL","545","6398","137","25"
"ATL","TPA","3910","46911","969","24"
