"year","month","dayofmonth","totalflights","delaypercentage"
1987,10,1,"14766","19"
1987,10,2,"14748","16"
1987,10,3,"13537","12"
1987,10,4,"14111","13"
1987,10,5,"14870","10"
1987,10,6,"14901","16"
1987,10,7,"14805","18"
1987,10,8,"14829","18"
1987,10,9,"14782","20"
1987,10,10,"13421","13"
1987,10,11,"14020","16"
1987,10,12,"14795","16"
1987,10,13,"14865","16"
1987,10,14,"14806","16"
1987,10,15,"14854","18"
1987,10,16,"14829","21"
1987,10,17,"13551","13"
1987,10,18,"14050","17"
1987,10,19,"14742","17"
1987,10,20,"14744","19"
1987,10,21,"14703","18"
1987,10,22,"14716","22"
1987,10,23,"14605","22"
1987,10,24,"13419","12"
1987,10,25,"13945","18"
1987,10,26,"14836","13"
1987,10,27,"14704","20"
1987,10,28,"14762","20"
1987,10,29,"14801","19"
1987,10,30,"14775","15"
1987,10,31,"13328","12"
1987,11,1,"13770","20"
1987,11,2,"14751","12"
1987,11,3,"14791","14"
1987,11,4,"14824","15"
1987,11,5,"14758","23"
1987,11,6,"14669","20"
1987,11,7,"13395","8"
1987,11,8,"13823","22"
1987,11,9,"14631","17"
1987,11,10,"14575","28"
1987,11,11,"14778","22"
1987,11,12,"14759","20"
1987,11,13,"14682","17"
1987,11,14,"13386","9"
1987,11,15,"13813","25"
1987,11,16,"14442","30"
1987,11,17,"14488","35"
1987,11,18,"14528","21"
1987,11,19,"14591","20"
1987,11,20,"14590","26"
1987,11,21,"13327","14"
1987,11,22,"13973","7"
1987,11,23,"14694","11"
1987,11,24,"14587","24"
1987,11,25,"14633","34"
1987,11,26,"11506","17"
1987,11,27,"10696","7"
1987,11,28,"12659","16"
1987,11,29,"14145","32"
1987,11,30,"14539","36"
1987,12,1,"14596","27"
1987,12,2,"14619","18"
1987,12,3,"14617","25"
1987,12,4,"14685","28"
1987,12,5,"13387","12"
1987,12,6,"13857","20"
1987,12,7,"14642","18"
1987,12,8,"14641","17"
1987,12,9,"14651","20"
1987,12,10,"14618","23"
1987,12,11,"14741","23"
1987,12,12,"13396","16"
1987,12,13,"13845","23"
1987,12,14,"14451","25"
1987,12,15,"14343","40"
1987,12,16,"14238","38"
1987,12,17,"14442","33"
1987,12,18,"14515","32"
1987,12,19,"13387","45"
1987,12,20,"14027","27"
1987,12,21,"14819","25"
1987,12,22,"14704","32"
1987,12,23,"14634","39"
1987,12,24,"14130","40"
1987,12,25,"12596","23"
1987,12,26,"13177","27"
1987,12,27,"14069","30"
1987,12,28,"14499","45"
1987,12,29,"14299","49"
1987,12,30,"14254","34"
1987,12,31,"13524","22"
1988,1,1,"12807","14"
1988,1,2,"13336","24"
1988,1,3,"14049","42"
1988,1,4,"14352","47"
1988,1,5,"14136","40"
1988,1,6,"14113","33"
1988,1,7,"14358","27"
1988,1,8,"14152","34"
1988,1,9,"12756","33"
1988,1,10,"13529","30"
1988,1,11,"14542","22"
1988,1,12,"14574","25"
1988,1,13,"14589","23"
1988,1,14,"14561","16"
1988,1,15,"14655","15"
1988,1,16,"13185","13"
1988,1,17,"13618","26"
1988,1,18,"14366","42"
1988,1,19,"14493","38"
1988,1,20,"14421","33"
1988,1,21,"14443","26"
1988,1,22,"14688","16"
1988,1,23,"13154","15"
1988,1,24,"13959","14"
1988,1,25,"14610","30"
1988,1,26,"14506","18"
1988,1,27,"14602","14"
1988,1,28,"14541","12"
1988,1,29,"14698","13"
1988,1,30,"13282","11"
1988,1,31,"13875","18"
1988,2,1,"14395","28"
1988,2,2,"14432","30"
1988,2,3,"14326","35"
1988,2,4,"14332","31"
1988,2,5,"14286","35"
1988,2,6,"12928","15"
1988,2,7,"13664","14"
1988,2,8,"14456","16"
1988,2,9,"14559","15"
1988,2,10,"14404","31"
1988,2,11,"14499","36"
1988,2,12,"14232","43"
1988,2,13,"13002","22"
1988,2,14,"13553","13"
1988,2,15,"14420","23"
1988,2,16,"14606","17"
1988,2,17,"14753","14"
1988,2,18,"14516","22"
1988,2,19,"14435","34"
1988,2,20,"13098","21"
1988,2,21,"13898","18"
1988,2,22,"14694","19"
1988,2,23,"14650","15"
1988,2,24,"14754","15"
1988,2,25,"14800","13"
1988,2,26,"14782","10"
1988,2,27,"13248","11"
1988,2,28,"13990","9"
1988,2,29,"14867","9"
1988,3,1,"14725","9"
1988,3,2,"14633","19"
1988,3,3,"14507","24"
1988,3,4,"14576","36"
1988,3,5,"13161","14"
1988,3,6,"13968","12"
1988,3,7,"14736","14"
1988,3,8,"14742","14"
1988,3,9,"14599","19"
1988,3,10,"14556","26"
1988,3,11,"14633","20"
1988,3,12,"13153","19"
1988,3,13,"13722","20"
1988,3,14,"14683","17"
1988,3,15,"14629","12"
1988,3,16,"14670","13"
1988,3,17,"14552","20"
1988,3,18,"14565","22"
1988,3,19,"13263","13"
1988,3,20,"13862","14"
1988,3,21,"14683","9"
1988,3,22,"14734","10"
1988,3,23,"14613","15"
1988,3,24,"14427","29"
1988,3,25,"14572","27"
1988,3,26,"13202","21"
1988,3,27,"13936","13"
1988,3,28,"14775","21"
1988,3,29,"14648","21"
1988,3,30,"14794","16"
1988,3,31,"14761","25"
1988,4,1,"14650","19"
1988,4,2,"13204","16"
1988,4,3,"13959","15"
1988,4,4,"14720","15"
1988,4,5,"14829","13"
1988,4,6,"14636","24"
1988,4,7,"14719","22"
1988,4,8,"14659","13"
1988,4,9,"13356","9"
1988,4,10,"13964","11"
1988,4,11,"14672","17"
1988,4,12,"14800","12"
1988,4,13,"14638","9"
1988,4,14,"14564","12"
1988,4,15,"14587","16"
1988,4,16,"13151","11"
1988,4,17,"13761","20"
1988,4,18,"14429","17"
1988,4,19,"14376","17"
1988,4,20,"14407","14"
1988,4,21,"14379","17"
1988,4,22,"14403","20"
1988,4,23,"12951","19"
1988,4,24,"13742","13"
1988,4,25,"14528","13"
1988,4,26,"14494","10"
1988,4,27,"14512","16"
1988,4,28,"14566","11"
1988,4,29,"14551","13"
1988,4,30,"13118","7"
1988,5,1,"13670","11"
1988,5,2,"14388","13"
1988,5,3,"14426","8"
1988,5,4,"14485","12"
1988,5,5,"14406","19"
1988,5,6,"14512","22"
1988,5,7,"13163","9"
1988,5,8,"13726","15"
1988,5,9,"14466","18"
1988,5,10,"14518","15"
1988,5,11,"14533","14"
1988,5,12,"14538","10"
1988,5,13,"14591","11"
1988,5,14,"13149","7"
1988,5,15,"13767","15"
1988,5,16,"14434","26"
1988,5,17,"14474","23"
1988,5,18,"14468","23"
1988,5,19,"14409","28"
1988,5,20,"14398","26"
1988,5,21,"13156","11"
1988,5,22,"13739","18"
1988,5,23,"14468","23"
1988,5,24,"14457","25"
1988,5,25,"14506","19"
1988,5,26,"14563","13"
1988,5,27,"14618","12"
1988,5,28,"12499","6"
1988,5,29,"12344","4"
1988,5,30,"13919","7"
1988,5,31,"13126","13"
1988,6,1,"14557","14"
1988,6,2,"14578","22"
1988,6,3,"14651","14"
1988,6,4,"13328","9"
1988,6,5,"13911","10"
1988,6,6,"14614","11"
1988,6,7,"14695","11"
1988,6,8,"14572","12"
1988,6,9,"14504","25"
1988,6,10,"14584","14"
1988,6,11,"13439","8"
1988,6,12,"13980","6"
1988,6,13,"14706","8"
1988,6,14,"14659","9"
1988,6,15,"14607","14"
1988,6,16,"14556","18"
1988,6,17,"14587","15"
1988,6,18,"13424","9"
1988,6,19,"14003","10"
1988,6,20,"14677","15"
1988,6,21,"14695","10"
1988,6,22,"14576","18"
1988,6,23,"14614","17"
1988,6,24,"14756","12"
1988,6,25,"13507","12"
1988,6,26,"13962","16"
1988,6,27,"14761","10"
1988,6,28,"14621","15"
1988,6,29,"14617","15"
1988,6,30,"14558","22"
1988,7,1,"14597","14"
1988,7,2,"12827","8"
1988,7,3,"12140","4"
1988,7,4,"13526","5"
1988,7,5,"14600","15"
1988,7,6,"14666","9"
1988,7,7,"14661","11"
1988,7,8,"14632","11"
1988,7,9,"13502","10"
1988,7,10,"13954","12"
1988,7,11,"14690","19"
1988,7,12,"14626","26"
1988,7,13,"14761","13"
1988,7,14,"14648","26"
1988,7,15,"14677","13"
1988,7,16,"13426","15"
1988,7,17,"13905","19"
1988,7,18,"14599","21"
1988,7,19,"14690","22"
1988,7,20,"14585","25"
1988,7,21,"14636","24"
1988,7,22,"14607","17"
1988,7,23,"13472","14"
1988,7,24,"14066","11"
1988,7,25,"14659","12"
1988,7,26,"14693","19"
1988,7,27,"14668","28"
1988,7,28,"14632","23"
1988,7,29,"14596","14"
1988,7,30,"13404","14"
1988,7,31,"13973","10"
1988,8,1,"14630","21"
1988,8,2,"14590","18"
1988,8,3,"14620","19"
1988,8,4,"14477","20"
1988,8,5,"14608","24"
1988,8,6,"13425","15"
1988,8,7,"14021","12"
1988,8,8,"14625","10"
1988,8,9,"14660","14"
1988,8,10,"14614","19"
1988,8,11,"14538","20"
1988,8,12,"14630","18"
1988,8,13,"13407","13"
1988,8,14,"14010","12"
1988,8,15,"14663","17"
1988,8,16,"14748","12"
1988,8,17,"14582","16"
1988,8,18,"14573","17"
1988,8,19,"14610","19"
1988,8,20,"13464","17"
1988,8,21,"14075","9"
1988,8,22,"14773","10"
1988,8,23,"14679","14"
1988,8,24,"14713","15"
1988,8,25,"14721","10"
1988,8,26,"14685","9"
1988,8,27,"13544","10"
1988,8,28,"14061","8"
1988,8,29,"14684","17"
1988,8,30,"14712","8"
1988,8,31,"14627","8"
1988,9,1,"14587","10"
1988,9,2,"14583","12"
1988,9,3,"12331","9"
1988,9,4,"11763","9"
1988,9,5,"13583","7"
1988,9,6,"14489","9"
1988,9,7,"14644","7"
1988,9,8,"14667","7"
1988,9,9,"14658","12"
1988,9,10,"13240","6"
1988,9,11,"13780","8"
1988,9,12,"14438","17"
1988,9,13,"14600","15"
1988,9,14,"14497","13"
1988,9,15,"14585","12"
1988,9,16,"14437","14"
1988,9,17,"13128","11"
1988,9,18,"13623","18"
1988,9,19,"14455","23"
1988,9,20,"14565","13"
1988,9,21,"14646","8"
1988,9,22,"14545","17"
1988,9,23,"14551","15"
1988,9,24,"13122","7"
1988,9,25,"13840","8"
1988,9,26,"14705","8"
1988,9,27,"14597","11"
1988,9,28,"14607","13"
1988,9,29,"14465","20"
1988,9,30,"14344","22"
1988,10,1,"13167","17"
1988,10,2,"13778","14"
1988,10,3,"14603","12"
1988,10,4,"14600","14"
1988,10,5,"14543","13"
1988,10,6,"14675","14"
1988,10,7,"14643","17"
1988,10,8,"13245","8"
1988,10,9,"13777","9"
1988,10,10,"14660","11"
1988,10,11,"14622","15"
1988,10,12,"14644","12"
1988,10,13,"14599","14"
1988,10,14,"14617","15"
1988,10,15,"13195","7"
1988,10,16,"13833","12"
1988,10,17,"14557","17"
1988,10,18,"14554","15"
1988,10,19,"14623","14"
1988,10,20,"14590","20"
1988,10,21,"14465","30"
1988,10,22,"13248","9"
1988,10,23,"13822","15"
1988,10,24,"14576","12"
1988,10,25,"14636","11"
1988,10,26,"14617","16"
1988,10,27,"14560","20"
1988,10,28,"14487","24"
1988,10,29,"13218","8"
1988,10,30,"13824","8"
1988,10,31,"14692","11"
1988,11,1,"14533","19"
1988,11,2,"14572","15"
1988,11,3,"14606","16"
1988,11,4,"14368","33"
1988,11,5,"13035","26"
1988,11,6,"13765","17"
1988,11,7,"14670","8"
1988,11,8,"14638","11"
1988,11,9,"14557","21"
1988,11,10,"14453","25"
1988,11,11,"14536","9"
1988,11,12,"13171","12"
1988,11,13,"13740","20"
1988,11,14,"14682","12"
1988,11,15,"14632","30"
1988,11,16,"14559","30"
1988,11,17,"14538","22"
1988,11,18,"14484","22"
1988,11,19,"12979","23"
1988,11,20,"13615","31"
1988,11,21,"14603","17"
1988,11,22,"14546","22"
1988,11,23,"14686","19"
1988,11,24,"11489","6"
1988,11,25,"11208","9"
1988,11,26,"12491","10"
1988,11,27,"13814","30"
1988,11,28,"14573","31"
1988,11,29,"14656","15"
1988,11,30,"14662","18"
1988,12,1,"14562","14"
1988,12,2,"14691","9"
1988,12,3,"13337","6"
1988,12,4,"13928","8"
1988,12,5,"14731","7"
1988,12,6,"14713","7"
1988,12,7,"14699","18"
1988,12,8,"14551","21"
1988,12,9,"14532","17"
1988,12,10,"13235","14"
1988,12,11,"13718","15"
1988,12,12,"14466","11"
1988,12,13,"14490","21"
1988,12,14,"14505","22"
1988,12,15,"14440","28"
1988,12,16,"14427","23"
1988,12,17,"13218","17"
1988,12,18,"13785","11"
1988,12,19,"14522","13"
1988,12,20,"14411","26"
1988,12,21,"14538","35"
1988,12,22,"14491","46"
1988,12,23,"14661","40"
1988,12,24,"12774","32"
1988,12,25,"12760","9"
1988,12,26,"14172","28"
1988,12,27,"14256","38"
1988,12,28,"14143","40"
1988,12,29,"14319","20"
1988,12,30,"14402","24"
1988,12,31,"12977","16"
1989,1,1,"13426","26"
1989,1,2,"14351","32"
1989,1,3,"14458","42"
1989,1,4,"14429","25"
1989,1,5,"14499","23"
1989,1,6,"14597","33"
1989,1,7,"13095","28"
1989,1,8,"13565","31"
1989,1,9,"14376","22"
1989,1,10,"14460","18"
1989,1,11,"14406","29"
1989,1,12,"14333","34"
1989,1,13,"14445","18"
1989,1,14,"13017","19"
1989,1,15,"13635","15"
1989,1,16,"14568","7"
1989,1,17,"14611","10"
1989,1,18,"14540","10"
1989,1,19,"14477","12"
1989,1,20,"14556","22"
1989,1,21,"13009","8"
1989,1,22,"13817","9"
1989,1,23,"14738","7"
1989,1,24,"14715","13"
1989,1,25,"14544","23"
1989,1,26,"14530","24"
1989,1,27,"14597","11"
1989,1,28,"13107","18"
1989,1,29,"13720","17"
1989,1,30,"14673","9"
1989,1,31,"14728","9"
1989,2,1,"14421","22"
1989,2,2,"14194","34"
1989,2,3,"14143","41"
1989,2,4,"12873","29"
1989,2,5,"13296","32"
1989,2,6,"14402","23"
1989,2,7,"14426","18"
1989,2,8,"14450","21"
1989,2,9,"14326","24"
1989,2,10,"14469","15"
1989,2,11,"13089","13"
1989,2,12,"13767","16"
1989,2,13,"14460","24"
1989,2,14,"14512","20"
1989,2,15,"14484","35"
1989,2,16,"14509","24"
1989,2,17,"14298","32"
1989,2,18,"13162","25"
1989,2,19,"13643","14"
1989,2,20,"14322","29"
1989,2,21,"14388","30"
1989,2,22,"14455","23"
1989,2,23,"14475","20"
1989,2,24,"14560","15"
1989,2,25,"13229","9"
1989,2,26,"13729","20"
1989,2,27,"14542","20"
1989,2,28,"14552","24"
1989,3,1,"14354","22"
1989,3,2,"14175","34"
1989,3,3,"14338","38"
1989,3,4,"13280","27"
1989,3,5,"13617","35"
1989,3,6,"14511","35"
1989,3,7,"14289","34"
1989,3,8,"14526","27"
1989,3,9,"14707","22"
1989,3,10,"14714","17"
1989,3,11,"13503","10"
1989,3,12,"13975","14"
1989,3,13,"14717","12"
1989,3,14,"14719","20"
1989,3,15,"14771","20"
1989,3,16,"14704","16"
1989,3,17,"14649","25"
1989,3,18,"13239","28"
1989,3,19,"14000","16"
1989,3,20,"14567","26"
1989,3,21,"13830","28"
1989,3,22,"13820","13"
1989,3,23,"13797","19"
1989,3,24,"13855","23"
1989,3,25,"12530","14"
1989,3,26,"13175","12"
1989,3,27,"13860","13"
1989,3,28,"13721","29"
1989,3,29,"13807","19"
1989,3,30,"13705","30"
1989,3,31,"13726","29"
1989,4,1,"12439","14"
1989,4,2,"12989","23"
1989,4,3,"13841","24"
1989,4,4,"13818","31"
1989,4,5,"13733","21"
1989,4,6,"13772","15"
1989,4,7,"13849","15"
1989,4,8,"12509","15"
1989,4,9,"12985","21"
1989,4,10,"13953","13"
1989,4,11,"13966","9"
1989,4,12,"13912","10"
1989,4,13,"13890","14"
1989,4,14,"13852","15"
1989,4,15,"12552","15"
1989,4,16,"13132","12"
1989,4,17,"13891","10"
1989,4,18,"13871","10"
1989,4,19,"13889","10"
1989,4,20,"13905","10"
1989,4,21,"13959","9"
1989,4,22,"12697","7"
1989,4,23,"13110","9"
1989,4,24,"13902","10"
1989,4,25,"13895","14"
1989,4,26,"13901","10"
1989,4,27,"13909","12"
1989,4,28,"13826","20"
1989,4,29,"12563","12"
1989,4,30,"13094","14"
1989,5,1,"13705","22"
1989,5,2,"13773","17"
1989,5,3,"13816","19"
1989,5,4,"13717","25"
1989,5,5,"13718","26"
1989,5,6,"12446","16"
1989,5,7,"13008","10"
1989,5,8,"13835","11"
1989,5,9,"13761","19"
1989,5,10,"13608","24"
1989,5,11,"13781","19"
1989,5,12,"13793","16"
1989,5,13,"12488","10"
1989,5,14,"13116","12"
1989,5,15,"13738","22"
1989,5,16,"13726","25"
1989,5,17,"13767","24"
1989,5,18,"13627","21"
1989,5,19,"13697","23"
1989,5,20,"12495","14"
1989,5,21,"12984","12"
1989,5,22,"13796","12"
1989,5,23,"13804","19"
1989,5,24,"13724","24"
1989,5,25,"13689","27"
1989,5,26,"13614","20"
1989,5,27,"11934","12"
1989,5,28,"12018","7"
1989,5,29,"13382","9"
1989,5,30,"13815","16"
1989,5,31,"13785","16"
1989,6,1,"13626","27"
1989,6,2,"13849","20"
1989,6,3,"12720","22"
1989,6,4,"13167","18"
1989,6,5,"13888","16"
1989,6,6,"13804","21"
1989,6,7,"13803","36"
1989,6,8,"13704","24"
1989,6,9,"13779","29"
1989,6,10,"12853","15"
1989,6,11,"13208","12"
1989,6,12,"13751","31"
1989,6,13,"13675","31"
1989,6,14,"13797","33"
1989,6,15,"13760","34"
1989,6,16,"13818","32"
1989,6,17,"12751","12"
1989,6,18,"13217","12"
1989,6,19,"13798","18"
1989,6,20,"13748","26"
1989,6,21,"13878","32"
1989,6,22,"13739","35"
1989,6,23,"13751","33"
1989,6,24,"12658","18"
1989,6,25,"13227","17"
1989,6,26,"13645","25"
1989,6,27,"13664","27"
1989,6,28,"13667","29"
1989,6,29,"13587","24"
1989,6,30,"13761","24"
1989,7,1,"12476","17"
1989,7,2,"12336","9"
1989,7,3,"12333","6"
1989,7,4,"13119","10"
1989,7,5,"13821","25"
1989,7,6,"13834","27"
1989,7,7,"13987","21"
1989,7,8,"12897","13"
1989,7,9,"13300","14"
1989,7,10,"13892","16"
1989,7,11,"13856","22"
1989,7,12,"13822","22"
1989,7,13,"13866","18"
1989,7,14,"13876","18"
1989,7,15,"12928","12"
1989,7,16,"13371","20"
1989,7,17,"13900","14"
1989,7,18,"13827","22"
1989,7,19,"13767","30"
1989,7,20,"13594","37"
1989,7,21,"13670","33"
1989,7,22,"12789","16"
1989,7,23,"13201","22"
1989,7,24,"13894","14"
1989,7,25,"13770","25"
1989,7,26,"13657","31"
1989,7,27,"13673","33"
1989,7,28,"13780","20"
1989,7,29,"12768","14"
1989,7,30,"13246","17"
1989,7,31,"13916","20"
1989,8,1,"13959","19"
1989,8,2,"13973","23"
1989,8,3,"13961","17"
1989,8,4,"13884","25"
1989,8,5,"12873","19"
1989,8,6,"13190","24"
1989,8,7,"13987","20"
1989,8,8,"13972","20"
1989,8,9,"14013","22"
1989,8,10,"13968","26"
1989,8,11,"13771","33"
1989,8,12,"12859","24"
1989,8,13,"13374","22"
1989,8,14,"13889","28"
1989,8,15,"13898","29"
1989,8,16,"13825","28"
1989,8,17,"13777","32"
1989,8,18,"14011","23"
1989,8,19,"12914","19"
1989,8,20,"13308","24"
1989,8,21,"13888","25"
1989,8,22,"13861","23"
1989,8,23,"13988","25"
1989,8,24,"13912","23"
1989,8,25,"14043","15"
1989,8,26,"13000","14"
1989,8,27,"13399","15"
1989,8,28,"14065","21"
1989,8,29,"14153","23"
1989,8,30,"14162","15"
1989,8,31,"14208","21"
1989,9,1,"14034","29"
1989,9,2,"12363","9"
1989,9,3,"11935","3"
1989,9,4,"13564","6"
1989,9,5,"14325","10"
1989,9,6,"14192","19"
1989,9,7,"14324","15"
1989,9,8,"14266","20"
1989,9,9,"12946","14"
1989,9,10,"13587","14"
1989,9,11,"14354","24"
1989,9,12,"14260","20"
1989,9,13,"14194","27"
1989,9,14,"14123","24"
1989,9,15,"14155","21"
1989,9,16,"12929","15"
1989,9,17,"13508","15"
1989,9,18,"14278","14"
1989,9,19,"14334","22"
1989,9,20,"14218","25"
1989,9,21,"14139","25"
1989,9,22,"14262","22"
1989,9,23,"12903","16"
1989,9,24,"13472","15"
1989,9,25,"14289","13"
1989,9,26,"14316","17"
1989,9,27,"14287","10"
1989,9,28,"14293","14"
1989,9,29,"14256","15"
1989,9,30,"12962","16"
1989,10,1,"13490","23"
1989,10,2,"14460","18"
1989,10,3,"14419","16"
1989,10,4,"14406","14"
1989,10,5,"14459","15"
1989,10,6,"14424","19"
1989,10,7,"13079","13"
1989,10,8,"13688","12"
1989,10,9,"14427","7"
1989,10,10,"14368","13"
1989,10,11,"14457","11"
1989,10,12,"14433","12"
1989,10,13,"14465","11"
1989,10,14,"13154","11"
1989,10,15,"13631","19"
1989,10,16,"14332","25"
1989,10,17,"14338","32"
1989,10,18,"14185","41"
1989,10,19,"14219","45"
1989,10,20,"14245","39"
1989,10,21,"12929","16"
1989,10,22,"13606","19"
1989,10,23,"14406","10"
1989,10,24,"14491","13"
1989,10,25,"14465","11"
1989,10,26,"14548","10"
1989,10,27,"14454","11"
1989,10,28,"13081","10"
1989,10,29,"13651","14"
1989,10,30,"14408","13"
1989,10,31,"14416","21"
1989,11,1,"14436","13"
1989,11,2,"14531","16"
1989,11,3,"14403","22"
1989,11,4,"13075","10"
1989,11,5,"13733","16"
1989,11,6,"14472","10"
1989,11,7,"14424","30"
1989,11,8,"14404","28"
1989,11,9,"14452","21"
1989,11,10,"14443","12"
1989,11,11,"13141","9"
1989,11,12,"13666","14"
1989,11,13,"14527","10"
1989,11,14,"14514","17"
1989,11,15,"14331","36"
1989,11,16,"14262","32"
1989,11,17,"14420","20"
1989,11,18,"13013","14"
1989,11,19,"13663","9"
1989,11,20,"14517","14"
1989,11,21,"14485","28"
1989,11,22,"14467","44"
1989,11,23,"11581","23"
1989,11,24,"10990","3"
1989,11,25,"12361","9"
1989,11,26,"13780","19"
1989,11,27,"14300","34"
1989,11,28,"14344","29"
1989,11,29,"14519","12"
1989,11,30,"14567","10"
1989,12,1,"14453","9"
1989,12,2,"13035","10"
1989,12,3,"13597","14"
1989,12,4,"14416","10"
1989,12,5,"14445","9"
1989,12,6,"14482","16"
1989,12,7,"14309","23"
1989,12,8,"14260","31"
1989,12,9,"12985","15"
1989,12,10,"13549","18"
1989,12,11,"14288","23"
1989,12,12,"14295","26"
1989,12,13,"14397","19"
1989,12,14,"14318","21"
1989,12,15,"14222","34"
1989,12,16,"12905","28"
1989,12,17,"13514","15"
1989,12,18,"14467","22"
1989,12,19,"14264","40"
1989,12,20,"14271","40"
1989,12,21,"14234","55"
1989,12,22,"14153","50"
1989,12,23,"12704","41"
1989,12,24,"12351","15"
1989,12,25,"12978","12"
1989,12,26,"14222","29"
1989,12,27,"14154","37"
1989,12,28,"14286","23"
1989,12,29,"14408","22"
1989,12,30,"12773","41"
1989,12,31,"12755","34"
1990,1,1,"14057","27"
1990,1,2,"14541","24"
1990,1,3,"14568","24"
1990,1,4,"14508","27"
1990,1,5,"14597","17"
1990,1,6,"13199","13"
1990,1,7,"13795","15"
1990,1,8,"14601","19"
1990,1,9,"14517","25"
1990,1,10,"14528","17"
1990,1,11,"14578","21"
1990,1,12,"14603","21"
1990,1,13,"13228","9"
1990,1,14,"13894","6"
1990,1,15,"14623","10"
1990,1,16,"14719","17"
1990,1,17,"14562","28"
1990,1,18,"14547","27"
1990,1,19,"14552","31"
1990,1,20,"13038","26"
1990,1,21,"13664","17"
1990,1,22,"14638","12"
1990,1,23,"14669","10"
1990,1,24,"14670","14"
1990,1,25,"14634","34"
1990,1,26,"14518","20"
1990,1,27,"13191","8"
1990,1,28,"13749","7"
1990,1,29,"14543","21"
1990,1,30,"14550","11"
1990,1,31,"14619","15"
1990,2,1,"14437","25"
1990,2,2,"14370","46"
1990,2,3,"12903","26"
1990,2,4,"13647","19"
1990,2,5,"14609","7"
1990,2,6,"14579","8"
1990,2,7,"14573","12"
1990,2,8,"14568","13"
1990,2,9,"14522","30"
1990,2,10,"13041","21"
1990,2,11,"13749","9"
1990,2,12,"14582","10"
1990,2,13,"14438","16"
1990,2,14,"14367","24"
1990,2,15,"14290","49"
1990,2,16,"14333","54"
1990,2,17,"13014","27"
1990,2,18,"13722","15"
1990,2,19,"14629","15"
1990,2,20,"14554","15"
1990,2,21,"14483","19"
1990,2,22,"14490","41"
1990,2,23,"14519","33"
1990,2,24,"13112","31"
1990,2,25,"13685","23"
1990,2,26,"14573","13"
1990,2,27,"14553","15"
1990,2,28,"14584","18"
1990,3,1,"14570","15"
1990,3,2,"14600","25"
1990,3,3,"13204","13"
1990,3,4,"13940","10"
1990,3,5,"14664","16"
1990,3,6,"14670","25"
1990,3,7,"14730","24"
1990,3,8,"14608","29"
1990,3,9,"14666","22"
1990,3,10,"13272","30"
1990,3,11,"13840","27"
1990,3,12,"14588","18"
1990,3,13,"14678","17"
1990,3,14,"14739","27"
1990,3,15,"14693","26"
1990,3,16,"14562","25"
1990,3,17,"13076","23"
1990,3,18,"13713","15"
1990,3,19,"14724","12"
1990,3,20,"14746","13"
1990,3,21,"14834","12"
1990,3,22,"14739","14"
1990,3,23,"14701","19"
1990,3,24,"13216","19"
1990,3,25,"13906","13"
1990,3,26,"14764","11"
1990,3,27,"14841","8"
1990,3,28,"14713","17"
1990,3,29,"14501","35"
1990,3,30,"14549","42"
1990,3,31,"13273","19"
1990,4,1,"13783","21"
1990,4,2,"14704","19"
1990,4,3,"14697","18"
1990,4,4,"14804","12"
1990,4,5,"14746","18"
1990,4,6,"14682","20"
1990,4,7,"13292","14"
1990,4,8,"13955","10"
1990,4,9,"14830","11"
1990,4,10,"14729","28"
1990,4,11,"14807","15"
1990,4,12,"14811","10"
1990,4,13,"14815","9"
1990,4,14,"13379","6"
1990,4,15,"14046","10"
1990,4,16,"14746","16"
1990,4,17,"14786","16"
1990,4,18,"14829","11"
1990,4,19,"14823","16"
1990,4,20,"14701","21"
1990,4,21,"13386","12"
1990,4,22,"13973","15"
1990,4,23,"14797","12"
1990,4,24,"14873","13"
1990,4,25,"14784","19"
1990,4,26,"14783","21"
1990,4,27,"14811","17"
1990,4,28,"13309","15"
1990,4,29,"13901","19"
1990,4,30,"14838","15"
1990,5,1,"14835","18"
1990,5,2,"14789","16"
1990,5,3,"14769","21"
1990,5,4,"14746","26"
1990,5,5,"13249","13"
1990,5,6,"14056","7"
1990,5,7,"14951","6"
1990,5,8,"14930","10"
1990,5,9,"14780","19"
1990,5,10,"14744","30"
1990,5,11,"14800","23"
1990,5,12,"13346","15"
1990,5,13,"14015","12"
1990,5,14,"14820","13"
1990,5,15,"14848","22"
1990,5,16,"14730","25"
1990,5,17,"14713","31"
1990,5,18,"14749","24"
1990,5,19,"13307","11"
1990,5,20,"13941","18"
1990,5,21,"14817","15"
1990,5,22,"14791","12"
1990,5,23,"14867","9"
1990,5,24,"14808","14"
1990,5,25,"14729","20"
1990,5,26,"12719","9"
1990,5,27,"12648","10"
1990,5,28,"14256","15"
1990,5,29,"14817","21"
1990,5,30,"14943","11"
1990,5,31,"14858","14"
1990,6,1,"14904","20"
1990,6,2,"13502","13"
1990,6,3,"13994","23"
1990,6,4,"14979","9"
1990,6,5,"14896","12"
1990,6,6,"14881","21"
1990,6,7,"14820","19"
1990,6,8,"14838","23"
1990,6,9,"13652","12"
1990,6,10,"14157","10"
1990,6,11,"15010","11"
1990,6,12,"15030","11"
1990,6,13,"14896","12"
1990,6,14,"14841","25"
1990,6,15,"14860","20"
1990,6,16,"13703","12"
1990,6,17,"14215","9"
1990,6,18,"14995","22"
1990,6,19,"14873","23"
1990,6,20,"14882","13"
1990,6,21,"14829","19"
1990,6,22,"14862","29"
1990,6,23,"13612","15"
1990,6,24,"14198","17"
