"year","month","dayofmonth","totalflights","delaypercentage"
1992,12,29,"13933","37"
1992,12,30,"13977","38"
1992,12,31,"13211","23"
1993,1,1,"12433","14"
1993,1,2,"12667","26"
1993,1,3,"13308","38"
1993,1,4,"14110","30"
1993,1,5,"14059","19"
1993,1,6,"14179","18"
1993,1,7,"14052","17"
1993,1,8,"13972","26"
1993,1,9,"12402","24"
1993,1,10,"13115","29"
1993,1,11,"13905","23"
1993,1,12,"13964","30"
1993,1,13,"13875","33"
1993,1,14,"14080","14"
1993,1,15,"13994","23"
1993,1,16,"12445","12"
1993,1,17,"13231","19"
1993,1,18,"13965","20"
1993,1,19,"14001","20"
1993,1,20,"14065","17"
1993,1,21,"14025","31"
1993,1,22,"13995","20"
1993,1,23,"12552","8"
1993,1,24,"13350","11"
1993,1,25,"14223","7"
1993,1,26,"14216","6"
1993,1,27,"14215","6"
1993,1,28,"14204","9"
1993,1,29,"14091","14"
1993,1,30,"12666","5"
1993,1,31,"13396","8"
1993,2,1,"14191","8"
1993,2,2,"14209","5"
1993,2,3,"14117","12"
1993,2,4,"14145","17"
1993,2,5,"14206","9"
1993,2,6,"12444","16"
1993,2,7,"13259","12"
1993,2,8,"14179","8"
1993,2,9,"14159","10"
1993,2,10,"14000","15"
1993,2,11,"14042","24"
1993,2,12,"14032","34"
1993,2,13,"12520","20"
1993,2,14,"13260","9"
1993,2,15,"13960","26"
1993,2,16,"13937","38"
1993,2,17,"14076","19"
1993,2,18,"13933","20"
1993,2,19,"14064","21"
1993,2,20,"12497","15"
1993,2,21,"13092","38"
1993,2,22,"13980","38"
1993,2,23,"14091","19"
1993,2,24,"13944","22"
1993,2,25,"13835","27"
1993,2,26,"13857","34"
1993,2,27,"12565","8"
1993,2,28,"13356","11"
1993,3,1,"14220","17"
1993,3,2,"14258","15"
1993,3,3,"14303","15"
1993,3,4,"14200","30"
1993,3,5,"14295","22"
1993,3,6,"12846","11"
1993,3,7,"13668","9"
1993,3,8,"14389","8"
1993,3,9,"14408","9"
1993,3,10,"14233","22"
1993,3,11,"14010","20"
1993,3,12,"14273","23"
1993,3,13,"12851","19"
1993,3,14,"13720","21"
1993,3,15,"14160","40"
1993,3,16,"14261","31"
1993,3,17,"14194","31"
1993,3,18,"14131","18"
1993,3,19,"14096","29"
1993,3,20,"12764","13"
1993,3,21,"13531","13"
1993,3,22,"14271","28"
1993,3,23,"14236","21"
1993,3,24,"14323","28"
1993,3,25,"14162","25"
1993,3,26,"14196","22"
1993,3,27,"12783","15"
1993,3,28,"13516","20"
1993,3,29,"14256","16"
1993,3,30,"14238","16"
1993,3,31,"14188","28"
1993,4,1,"14184","32"
1993,4,2,"14238","18"
1993,4,3,"12630","21"
1993,4,4,"13410","13"
1993,4,5,"14386","13"
1993,4,6,"14349","12"
1993,4,7,"14307","17"
1993,4,8,"14287","13"
1993,4,9,"14270","12"
1993,4,10,"12839","10"
1993,4,11,"13610","7"
1993,4,12,"14384","14"
1993,4,13,"14389","13"
1993,4,14,"14288","22"
1993,4,15,"14230","30"
1993,4,16,"14280","25"
1993,4,17,"12842","13"
1993,4,18,"13561","10"
1993,4,19,"14262","19"
1993,4,20,"14268","11"
1993,4,21,"14231","8"
1993,4,22,"14350","15"
1993,4,23,"14306","14"
1993,4,24,"12805","10"
1993,4,25,"13530","10"
1993,4,26,"14344","12"
1993,4,27,"14405","7"
1993,4,28,"14413","7"
1993,4,29,"14350","13"
1993,4,30,"14303","12"
1993,5,1,"12773","9"
1993,5,2,"13377","9"
1993,5,3,"14241","12"
1993,5,4,"14246","16"
1993,5,5,"14231","21"
1993,5,6,"14204","15"
1993,5,7,"14263","10"
1993,5,8,"12874","8"
1993,5,9,"13539","15"
1993,5,10,"14317","9"
1993,5,11,"14391","9"
1993,5,12,"14337","18"
1993,5,13,"14312","12"
1993,5,14,"14364","8"
1993,5,15,"12866","5"
1993,5,16,"13531","11"
1993,5,17,"14346","9"
1993,5,18,"14343","11"
1993,5,19,"14308","13"
1993,5,20,"14349","9"
1993,5,21,"14397","8"
1993,5,22,"12875","6"
1993,5,23,"13512","10"
1993,5,24,"14354","10"
1993,5,25,"14358","9"
1993,5,26,"14399","9"
1993,5,27,"14364","10"
1993,5,28,"14315","16"
1993,5,29,"12102","6"
1993,5,30,"12336","10"
1993,5,31,"13961","11"
1993,6,1,"14330","9"
1993,6,2,"14409","9"
1993,6,3,"14397","9"
1993,6,4,"14373","19"
1993,6,5,"13000","10"
1993,6,6,"13595","13"
1993,6,7,"14414","16"
1993,6,8,"14255","22"
1993,6,9,"14257","26"
1993,6,10,"14340","16"
1993,6,11,"14484","19"
1993,6,12,"13277","10"
1993,6,13,"13831","10"
1993,6,14,"14501","13"
1993,6,15,"14465","9"
1993,6,16,"14448","9"
1993,6,17,"14363","16"
1993,6,18,"14285","16"
1993,6,19,"13180","14"
1993,6,20,"13719","14"
1993,6,21,"14360","17"
1993,6,22,"14443","8"
1993,6,23,"14359","10"
1993,6,24,"14433","22"
1993,6,25,"14433","20"
1993,6,26,"13271","13"
1993,6,27,"13878","10"
1993,6,28,"14487","17"
1993,6,29,"14441","12"
1993,6,30,"14571","14"
1993,7,1,"14351","12"
1993,7,2,"14411","16"
1993,7,3,"12616","11"
1993,7,4,"11982","2"
1993,7,5,"13858","10"
1993,7,6,"14393","10"
1993,7,7,"14452","12"
1993,7,8,"14464","14"
1993,7,9,"14541","11"
1993,7,10,"13178","11"
1993,7,11,"13797","15"
1993,7,12,"14460","10"
1993,7,13,"14530","11"
1993,7,14,"14348","19"
1993,7,15,"14413","13"
1993,7,16,"14373","11"
1993,7,17,"13271","13"
1993,7,18,"13781","13"
1993,7,19,"14429","14"
1993,7,20,"14416","11"
1993,7,21,"14437","10"
1993,7,22,"14426","10"
1993,7,23,"14475","12"
1993,7,24,"13283","10"
1993,7,25,"13738","17"
1993,7,26,"14485","11"
1993,7,27,"14548","9"
1993,7,28,"14496","12"
1993,7,29,"14509","10"
1993,7,30,"14482","11"
1993,7,31,"13326","16"
1993,8,1,"13870","8"
1993,8,2,"14560","14"
1993,8,3,"14492","18"
1993,8,4,"14512","15"
1993,8,5,"14463","12"
1993,8,6,"14311","20"
1993,8,7,"13268","17"
1993,8,8,"13799","9"
1993,8,9,"14540","11"
1993,8,10,"14541","10"
1993,8,11,"14419","11"
1993,8,12,"14391","18"
1993,8,13,"14460","16"
1993,8,14,"13271","20"
1993,8,15,"13771","23"
1993,8,16,"14445","15"
1993,8,17,"14580","16"
1993,8,18,"14583","13"
1993,8,19,"14521","14"
1993,8,20,"14405","17"
1993,8,21,"13387","7"
1993,8,22,"13886","7"
1993,8,23,"14568","11"
1993,8,24,"14566","11"
1993,8,25,"14531","10"
1993,8,26,"14486","8"
1993,8,27,"14613","12"
1993,8,28,"13403","13"
1993,8,29,"13890","19"
1993,8,30,"14628","12"
1993,8,31,"14585","17"
1993,9,1,"14672","7"
1993,9,2,"14429","27"
1993,9,3,"14535","19"
1993,9,4,"12579","5"
1993,9,5,"11857","4"
1993,9,6,"13845","8"
1993,9,7,"14462","13"
1993,9,8,"14333","13"
1993,9,9,"14378","11"
1993,9,10,"14349","12"
1993,9,11,"12918","8"
1993,9,12,"13434","11"
1993,9,13,"14047","24"
1993,9,14,"14149","15"
1993,9,15,"14228","9"
1993,9,16,"14256","12"
1993,9,17,"14173","21"
1993,9,18,"12590","13"
1993,9,19,"13349","12"
1993,9,20,"14223","14"
1993,9,21,"14273","14"
1993,9,22,"14269","17"
1993,9,23,"14193","16"
1993,9,24,"14205","14"
1993,9,25,"12496","13"
1993,9,26,"13280","16"
1993,9,27,"14196","18"
1993,9,28,"14259","6"
1993,9,29,"14204","8"
1993,9,30,"14176","9"
1993,10,1,"14201","7"
1993,10,2,"12687","8"
1993,10,3,"13332","11"
1993,10,4,"14281","9"
1993,10,5,"14339","6"
1993,10,6,"14319","10"
1993,10,7,"14287","9"
1993,10,8,"14146","17"
1993,10,9,"12636","12"
1993,10,10,"13425","7"
1993,10,11,"14258","6"
1993,10,12,"14285","18"
1993,10,13,"14213","8"
1993,10,14,"14177","12"
1993,10,15,"14122","25"
1993,10,16,"12510","27"
1993,10,17,"13309","24"
1993,10,18,"14183","17"
1993,10,19,"14211","22"
1993,10,20,"14145","40"
1993,10,21,"14200","28"
1993,10,22,"14198","12"
1993,10,23,"12690","7"
1993,10,24,"13459","7"
1993,10,25,"14311","5"
1993,10,26,"14259","8"
1993,10,27,"14254","14"
1993,10,28,"14251","12"
1993,10,29,"14046","21"
1993,10,30,"12449","22"
1993,10,31,"13293","19"
1993,11,1,"14291","10"
1993,11,2,"14287","11"
1993,11,3,"14280","10"
1993,11,4,"14175","15"
1993,11,5,"14076","28"
1993,11,6,"12620","9"
1993,11,7,"13369","8"
1993,11,8,"14312","9"
1993,11,9,"14265","12"
1993,11,10,"14252","12"
1993,11,11,"14248","11"
1993,11,12,"14161","16"
1993,11,13,"12642","9"
1993,11,14,"13086","37"
1993,11,15,"14131","11"
1993,11,16,"14161","19"
1993,11,17,"14154","20"
1993,11,18,"14139","27"
1993,11,19,"14101","30"
1993,11,20,"12611","14"
1993,11,21,"13442","9"
1993,11,22,"14195","11"
1993,11,23,"14006","17"
1993,11,24,"13952","26"
1993,11,25,"10394","13"
1993,11,26,"10231","6"
1993,11,27,"12338","15"
1993,11,28,"13605","25"
1993,11,29,"14076","18"
1993,11,30,"14300","11"
1993,12,1,"14277","7"
1993,12,2,"14180","17"
1993,12,3,"14085","27"
1993,12,4,"12566","15"
1993,12,5,"13396","18"
1993,12,6,"14286","10"
1993,12,7,"14294","9"
1993,12,8,"14290","19"
1993,12,9,"14272","11"
1993,12,10,"14195","17"
1993,12,11,"12591","15"
1993,12,12,"13300","15"
1993,12,13,"14219","15"
1993,12,14,"14170","17"
1993,12,15,"14196","23"
1993,12,16,"14177","18"
1993,12,17,"14194","26"
1993,12,18,"12766","20"
1993,12,19,"13477","14"
1993,12,20,"14210","16"
1993,12,21,"14117","33"
1993,12,22,"14086","37"
1993,12,23,"14135","30"
1993,12,24,"12344","17"
1993,12,25,"11578","11"
1993,12,26,"13512","18"
1993,12,27,"13881","16"
1993,12,28,"13900","22"
1993,12,29,"13816","25"
1993,12,30,"13953","23"
1993,12,31,"12771","9"
1994,1,1,"12158","11"
1994,1,2,"13579","23"
1994,1,3,"14204","30"
1994,1,4,"14183","24"
1994,1,5,"14122","30"
1994,1,6,"14049","30"
1994,1,7,"14072","23"
1994,1,8,"12605","15"
1994,1,9,"13228","18"
1994,1,10,"14122","18"
1994,1,11,"14121","18"
1994,1,12,"14166","29"
1994,1,13,"14062","24"
1994,1,14,"14026","24"
1994,1,15,"12540","12"
1994,1,16,"13013","26"
1994,1,17,"14013","29"
1994,1,18,"13916","26"
1994,1,19,"13776","27"
1994,1,20,"13868","28"
1994,1,21,"13955","19"
1994,1,22,"12656","9"
1994,1,23,"13329","12"
1994,1,24,"14247","16"
1994,1,25,"14107","20"
1994,1,26,"13880","29"
1994,1,27,"13891","38"
1994,1,28,"13988","34"
1994,1,29,"12529","18"
1994,1,30,"13281","26"
1994,1,31,"14175","12"
1994,2,1,"14085","11"
1994,2,2,"14167","12"
1994,2,3,"14211","19"
1994,2,4,"14142","15"
1994,2,5,"12687","11"
1994,2,6,"13391","14"
1994,2,7,"14126","22"
1994,2,8,"14066","30"
1994,2,9,"13875","38"
1994,2,10,"13886","41"
1994,2,11,"14242","24"
1994,2,12,"12574","33"
1994,2,13,"13303","22"
1994,2,14,"14183","10"
1994,2,15,"14272","6"
1994,2,16,"14319","11"
1994,2,17,"14203","13"
1994,2,18,"14310","13"
1994,2,19,"12716","11"
1994,2,20,"13379","12"
1994,2,21,"14068","27"
1994,2,22,"14126","27"
1994,2,23,"14099","34"
1994,2,24,"14121","26"
1994,2,25,"14129","24"
1994,2,26,"12634","18"
1994,2,27,"13372","15"
1994,2,28,"14268","16"
1994,3,1,"14092","25"
1994,3,2,"14218","23"
1994,3,3,"14367","16"
1994,3,4,"14276","15"
1994,3,5,"12866","7"
1994,3,6,"13396","8"
1994,3,7,"14166","15"
1994,3,8,"13822","21"
1994,3,9,"14297","21"
1994,3,10,"14380","20"
1994,3,11,"14458","10"
1994,3,12,"12916","10"
1994,3,13,"13647","15"
1994,3,14,"14434","6"
1994,3,15,"14554","6"
1994,3,16,"14429","9"
1994,3,17,"14350","13"
1994,3,18,"14303","24"
1994,3,19,"12785","12"
1994,3,20,"13595","12"
1994,3,21,"14390","10"
1994,3,22,"14494","10"
1994,3,23,"14451","8"
1994,3,24,"14358","18"
1994,3,25,"14363","18"
1994,3,26,"12780","22"
1994,3,27,"13509","26"
1994,3,28,"14366","21"
1994,3,29,"14462","14"
1994,3,30,"14505","8"
1994,3,31,"14487","8"
1994,4,1,"14531","5"
1994,4,2,"12836","8"
1994,4,3,"13663","9"
1994,4,4,"14401","11"
1994,4,5,"14341","18"
1994,4,6,"14316","22"
1994,4,7,"14457","13"
1994,4,8,"14547","11"
1994,4,9,"12941","12"
1994,4,10,"13572","21"
1994,4,11,"14281","22"
1994,4,12,"14296","18"
1994,4,13,"14450","20"
1994,4,14,"14342","9"
1994,4,15,"14166","34"
1994,4,16,"12845","12"
1994,4,17,"13626","8"
1994,4,18,"14484","5"
1994,4,19,"14522","7"
1994,4,20,"14360","10"
1994,4,21,"14299","9"
1994,4,22,"14397","12"
1994,4,23,"12980","7"
1994,4,24,"13661","10"
1994,4,25,"14389","17"
1994,4,26,"14355","20"
1994,4,27,"14470","24"
1994,4,28,"14364","24"
1994,4,29,"14226","30"
1994,4,30,"12877","13"
1994,5,1,"13606","12"
1994,5,2,"14395","12"
1994,5,3,"14458","12"
1994,5,4,"14465","9"
1994,5,5,"14397","9"
1994,5,6,"14459","14"
1994,5,7,"12960","7"
1994,5,8,"13751","5"
1994,5,9,"14462","11"
1994,5,10,"14509","9"
1994,5,11,"14484","9"
1994,5,12,"14462","15"
1994,5,13,"14413","14"
1994,5,14,"12877","7"
1994,5,15,"13658","10"
1994,5,16,"14482","11"
1994,5,17,"14514","7"
1994,5,18,"14516","9"
1994,5,19,"14408","13"
1994,5,20,"14623","10"
1994,5,21,"13130","6"
1994,5,22,"13819","6"
1994,5,23,"14541","8"
1994,5,24,"14524","9"
1994,5,25,"14447","22"
1994,5,26,"14288","28"
1994,5,27,"14426","12"
1994,5,28,"12358","4"
1994,5,29,"12578","8"
1994,5,30,"13899","5"
1994,5,31,"14523","9"
1994,6,1,"14565","6"
1994,6,2,"14412","9"
1994,6,3,"14439","7"
1994,6,4,"13115","5"
1994,6,5,"13768","8"
1994,6,6,"14502","12"
1994,6,7,"14475","8"
1994,6,8,"14529","9"
1994,6,9,"14506","13"
1994,6,10,"14342","19"
1994,6,11,"13270","16"
1994,6,12,"13830","16"
1994,6,13,"14361","18"
1994,6,14,"14434","8"
1994,6,15,"14516","19"
1994,6,16,"14389","22"
1994,6,17,"14342","20"
1994,6,18,"13336","17"
1994,6,19,"13847","17"
1994,6,20,"14450","23"
1994,6,21,"14538","13"
1994,6,22,"14552","12"
1994,6,23,"14527","25"
1994,6,24,"14235","27"
1994,6,25,"13382","14"
1994,6,26,"13825","16"
1994,6,27,"14556","21"
1994,6,28,"14494","10"
1994,6,29,"14484","31"
1994,6,30,"14469","27"
1994,7,1,"14544","20"
1994,7,2,"13090","12"
1994,7,3,"12800","8"
1994,7,4,"13844","7"
1994,7,5,"14654","16"
1994,7,6,"14689","17"
1994,7,7,"14565","21"
1994,7,8,"14604","21"
1994,7,9,"13614","25"
1994,7,10,"14127","17"
1994,7,11,"14770","14"
1994,7,12,"14693","17"
1994,7,13,"14701","18"
1994,7,14,"14688","25"
1994,7,15,"14551","22"
1994,7,16,"13565","11"
1994,7,17,"14160","11"
1994,7,18,"14718","17"
1994,7,19,"14655","14"
1994,7,20,"14623","23"
1994,7,21,"14593","24"
1994,7,22,"14542","29"
1994,7,23,"13549","18"
1994,7,24,"14045","15"
1994,7,25,"14675","18"
1994,7,26,"14745","19"
1994,7,27,"14699","21"
1994,7,28,"14665","23"
1994,7,29,"14702","18"
1994,7,30,"13635","15"
1994,7,31,"14231","14"
1994,8,1,"14732","17"
1994,8,2,"14699","15"
1994,8,3,"14744","16"
1994,8,4,"14625","21"
1994,8,5,"14500","21"
1994,8,6,"13586","12"
1994,8,7,"14132","16"
1994,8,8,"14819","13"
1994,8,9,"14873","7"
1994,8,10,"14803","9"
1994,8,11,"14798","13"
1994,8,12,"14722","16"
1994,8,13,"13531","22"
1994,8,14,"14111","21"
1994,8,15,"14758","13"
1994,8,16,"14722","13"
1994,8,17,"14736","15"
1994,8,18,"14759","13"
1994,8,19,"14719","19"
1994,8,20,"13655","17"
1994,8,21,"14117","20"
1994,8,22,"14890","16"
1994,8,23,"14865","7"
1994,8,24,"14875","8"
1994,8,25,"14851","10"
1994,8,26,"14878","8"
1994,8,27,"13723","11"
1994,8,28,"14255","16"
1994,8,29,"14949","4"
1994,8,30,"14868","9"
1994,8,31,"14791","14"
1994,9,1,"14793","16"
1994,9,2,"14743","18"
1994,9,3,"12906","5"
1994,9,4,"12633","2"
1994,9,5,"14094","5"
1994,9,6,"14817","7"
1994,9,7,"14897","6"
1994,9,8,"14716","13"
1994,9,9,"14734","14"
1994,9,10,"13462","6"
1994,9,11,"14057","8"
1994,9,12,"14734","7"
1994,9,13,"14816","9"
1994,9,14,"14664","16"
1994,9,15,"14724","12"
1994,9,16,"14707","11"
1994,9,17,"13280","6"
1994,9,18,"13886","8"
1994,9,19,"14705","7"
1994,9,20,"14723","5"
1994,9,21,"14759","8"
1994,9,22,"14693","17"
1994,9,23,"14629","17"
1994,9,24,"13195","11"
1994,9,25,"13916","18"
1994,9,26,"14680","14"
1994,9,27,"14793","14"
1994,9,28,"14723","8"
1994,9,29,"14706","6"
1994,9,30,"14676","7"
1994,10,1,"13333","7"
1994,10,2,"13931","10"
1994,10,3,"14709","10"
1994,10,4,"14886","9"
1994,10,5,"14987","7"
1994,10,6,"14871","8"
1994,10,7,"14828","16"
1994,10,8,"13493","10"
1994,10,9,"14082","7"
1994,10,10,"14936","7"
1994,10,11,"14910","5"
1994,10,12,"14911","10"
1994,10,13,"14961","12"
1994,10,14,"14802","21"
1994,10,15,"13509","19"
1994,10,16,"14114","20"
1994,10,17,"14734","15"
1994,10,18,"14701","20"
1994,10,19,"14873","8"
1994,10,20,"14800","20"
1994,10,21,"14846","20"
1994,10,22,"13481","10"
1994,10,23,"14067","13"
1994,10,24,"14787","14"
1994,10,25,"14807","9"
1994,10,26,"14838","9"
1994,10,27,"14877","9"
1994,10,28,"14847","10"
1994,10,29,"13487","4"
1994,10,30,"14108","11"
1994,10,31,"14853","21"
1994,11,1,"14725","22"
1994,11,2,"14944","11"
1994,11,3,"14584","14"
1994,11,4,"14741","20"
1994,11,5,"13314","18"
1994,11,6,"14056","14"
1994,11,7,"15011","7"
1994,11,8,"14930","8"
1994,11,9,"14794","22"
1994,11,10,"14704","22"
1994,11,11,"14813","9"
1994,11,12,"13426","6"
1994,11,13,"14167","10"
1994,11,14,"14777","13"
1994,11,15,"14821","11"
1994,11,16,"14747","17"
1994,11,17,"14698","27"
1994,11,18,"14721","26"
1994,11,19,"13556","10"
1994,11,20,"14192","15"
1994,11,21,"14780","24"
1994,11,22,"14758","17"
1994,11,23,"14759","17"
1994,11,24,"11524","4"
1994,11,25,"11521","8"
1994,11,26,"13113","22"
1994,11,27,"13978","41"
1994,11,28,"14539","38"
1994,11,29,"14650","20"
1994,11,30,"14884","8"
1994,12,1,"14510","7"
1994,12,2,"14815","10"
1994,12,3,"13593","14"
1994,12,4,"14088","16"
1994,12,5,"14693","32"
1994,12,6,"14518","20"
1994,12,7,"14521","27"
1994,12,8,"14792","26"
1994,12,9,"14671","19"
1994,12,10,"13409","12"
1994,12,11,"14158","12"
1994,12,12,"14812","8"
1994,12,13,"14818","12"
1994,12,14,"14743","23"
1994,12,15,"14668","28"
1994,12,16,"14653","29"
1994,12,17,"13476","19"
1994,12,18,"14218","11"
1994,12,19,"14921","12"
1994,12,20,"14874","17"
1994,12,21,"14808","28"
1994,12,22,"14897","27"
1994,12,23,"14899","27"
1994,12,24,"12807","15"
1994,12,25,"12848","5"
1994,12,26,"14751","14"
1994,12,27,"14928","16"
1994,12,28,"14893","21"
1994,12,29,"14922","14"
1994,12,30,"14713","12"
1994,12,31,"13104","19"
1995,1,1,"14175","15"
1995,1,2,"15480","20"
1995,1,3,"15547","29"
1995,1,4,"15487","35"
1995,1,5,"15448","22"
1995,1,6,"15473","37"
1995,1,7,"13920","27"
1995,1,8,"14762","20"
1995,1,9,"15398","18"
1995,1,10,"15249","20"
1995,1,11,"15270","22"
1995,1,12,"15263","39"
1995,1,13,"15306","27"
1995,1,14,"13745","22"
1995,1,15,"14583","21"
1995,1,16,"15278","17"
1995,1,17,"15265","13"
1995,1,18,"15256","21"
1995,1,19,"15266","28"
1995,1,20,"15281","24"
1995,1,21,"13749","13"
1995,1,22,"14577","28"
1995,1,23,"15262","17"
1995,1,24,"15254","11"
1995,1,25,"15255","10"
1995,1,26,"15265","23"
1995,1,27,"15301","22"
1995,1,28,"13741","16"
1995,1,29,"14579","15"
1995,1,30,"15262","15"
1995,1,31,"15236","8"
1995,2,1,"15246","7"
1995,2,2,"15258","7"
1995,2,3,"15276","15"
1995,2,4,"13704","16"
1995,2,5,"14533","17"
1995,2,6,"15249","13"
1995,2,7,"15223","14"
1995,2,8,"15285","11"
1995,2,9,"15309","10"
1995,2,10,"15336","25"
1995,2,11,"13766","24"
1995,2,12,"14591","19"
1995,2,13,"15300","22"
1995,2,14,"15257","24"
1995,2,15,"15264","42"
1995,2,16,"15284","24"
1995,2,17,"15326","20"
1995,2,18,"13702","10"
1995,2,19,"14525","13"
1995,2,20,"15209","12"
1995,2,21,"15290","14"
1995,2,22,"15285","8"
1995,2,23,"15294","12"
1995,2,24,"15322","16"
1995,2,25,"13759","10"
1995,2,26,"14594","17"
1995,2,27,"14969","24"
1995,2,28,"15156","26"
1995,3,1,"15190","20"
1995,3,2,"15187","21"
1995,3,3,"15228","23"
1995,3,4,"13576","19"
1995,3,5,"14487","35"
1995,3,6,"15180","27"
1995,3,7,"15178","31"
1995,3,8,"15180","28"
1995,3,9,"15191","19"
1995,3,10,"15219","20"
1995,3,11,"13522","18"
1995,3,12,"14498","15"
1995,3,13,"15183","18"
1995,3,14,"15179","14"
1995,3,15,"15180","14"
1995,3,16,"15189","14"
1995,3,17,"15215","17"
1995,3,18,"13528","13"
1995,3,19,"14488","13"
1995,3,20,"15186","16"
1995,3,21,"15183","11"
1995,3,22,"15180","13"
1995,3,23,"15189","15"
1995,3,24,"15217","14"
1995,3,25,"13530","16"
1995,3,26,"14490","18"
1995,3,27,"15182","14"
1995,3,28,"15178","11"
1995,3,29,"15178","13"
1995,3,30,"15183","9"
1995,3,31,"15209","11"
1995,4,1,"13444","10"
1995,4,2,"14312","10"
1995,4,3,"15132","8"
1995,4,4,"15124","16"
1995,4,5,"15108","17"
1995,4,6,"15128","15"
1995,4,7,"15154","15"
1995,4,8,"13457","15"
1995,4,9,"14404","24"
1995,4,10,"15123","30"
1995,4,11,"15105","20"
1995,4,12,"15107","20"
1995,4,13,"15122","14"
1995,4,14,"15050","9"
1995,4,15,"13359","6"
1995,4,16,"14330","11"
1995,4,17,"15125","16"
1995,4,18,"15110","23"
1995,4,19,"15096","23"
1995,4,20,"15120","23"
1995,4,21,"15141","19"
1995,4,22,"13450","22"
1995,4,23,"14401","18"
1995,4,24,"15094","11"
1995,4,25,"15078","7"
1995,4,26,"15081","13"
1995,4,27,"15091","11"
1995,4,28,"15116","10"
1995,4,29,"13403","12"
1995,4,30,"14309","19"
1995,5,1,"14900","16"
1995,5,2,"14956","8"
1995,5,3,"14949","9"
1995,5,4,"15010","16"
1995,5,5,"15029","17"
1995,5,6,"13314","11"
1995,5,7,"14147","23"
1995,5,8,"14901","17"
1995,5,9,"14902","12"
1995,5,10,"14902","25"
1995,5,11,"14903","18"
1995,5,12,"14804","17"
1995,5,13,"13138","17"
1995,5,14,"14065","13"
1995,5,15,"14840","15"
1995,5,16,"14839","16"
1995,5,17,"14836","26"
1995,5,18,"14834","26"
1995,5,19,"14860","20"
1995,5,20,"13193","9"
1995,5,21,"14102","11"
1995,5,22,"14872","10"
1995,5,23,"14865","16"
1995,5,24,"14860","19"
1995,5,25,"14867","34"
1995,5,26,"14911","20"
1995,5,27,"12414","11"
1995,5,28,"12347","6"
1995,5,29,"14058","12"
1995,5,30,"14871","13"
1995,5,31,"14852","13"
1995,6,1,"14871","16"
1995,6,2,"14903","28"
1995,6,3,"13316","15"
1995,6,4,"14220","15"
1995,6,5,"14925","13"
1995,6,6,"14912","17"
1995,6,7,"14924","19"
1995,6,8,"14937","22"
1995,6,9,"14961","17"
1995,6,10,"13459","20"
1995,6,11,"14198","21"
1995,6,12,"14884","16"
1995,6,13,"14872","11"
1995,6,14,"14848","17"
1995,6,15,"14902","17"
1995,6,16,"14958","21"
1995,6,17,"13572","15"
1995,6,18,"14289","12"
1995,6,19,"14934","12"
1995,6,20,"14932","14"
1995,6,21,"14935","24"
1995,6,22,"14956","22"
1995,6,23,"14982","26"
1995,6,24,"13589","22"
1995,6,25,"14303","32"
1995,6,26,"14962","35"
1995,6,27,"14965","30"
1995,6,28,"14968","31"
1995,6,29,"14964","32"
1995,6,30,"14982","32"
1995,7,1,"13477","23"
1995,7,2,"13321","9"
1995,7,3,"12440","6"
1995,7,4,"13966","16"
1995,7,5,"14939","27"
1995,7,6,"14978","17"
1995,7,7,"15004","12"
1995,7,8,"13595","12"
1995,7,9,"14311","15"
1995,7,10,"14977","11"
1995,7,11,"14979","14"
1995,7,12,"14984","13"
1995,7,13,"14983","14"
1995,7,14,"15009","17"
1995,7,15,"13607","20"
1995,7,16,"14330","21"
1995,7,17,"14997","21"
1995,7,18,"14994","13"
1995,7,19,"15000","11"
1995,7,20,"15002","20"
1995,7,21,"15029","22"
1995,7,22,"13619","19"
1995,7,23,"14342","25"
1995,7,24,"15003","18"
1995,7,25,"14998","14"
1995,7,26,"15003","21"
1995,7,27,"14996","20"
1995,7,28,"15029","21"
1995,7,29,"13611","16"
1995,7,30,"14338","17"
1995,7,31,"14995","18"
1995,8,1,"14998","18"
1995,8,2,"15012","20"
1995,8,3,"15002","27"
1995,8,4,"15051","27"
1995,8,5,"13636","18"
1995,8,6,"14368","21"
1995,8,7,"15009","17"
1995,8,8,"15013","20"
1995,8,9,"15020","25"
1995,8,10,"15014","18"
1995,8,11,"15045","18"
1995,8,12,"13624","14"
1995,8,13,"14359","16"
1995,8,14,"15018","16"
1995,8,15,"15011","21"
1995,8,16,"15016","21"
1995,8,17,"15013","20"
1995,8,18,"15042","15"
1995,8,19,"13620","19"
1995,8,20,"14358","18"
1995,8,21,"15012","12"
1995,8,22,"15011","10"
1995,8,23,"15015","12"
1995,8,24,"15007","12"
1995,8,25,"15044","12"
1995,8,26,"13633","10"
1995,8,27,"14385","16"
1995,8,28,"15019","16"
1995,8,29,"15025","7"
1995,8,30,"15029","12"
1995,8,31,"15014","12"
1995,9,1,"14983","18"
1995,9,2,"12575","6"
1995,9,3,"12010","4"
1995,9,4,"13966","6"
1995,9,5,"14972","7"
1995,9,6,"14873","7"
1995,9,7,"14849","16"
1995,9,8,"14868","15"
1995,9,9,"13428","8"
1995,9,10,"14110","10"
1995,9,11,"14800","7"
1995,9,12,"14766","11"
1995,9,13,"14768","11"
1995,9,14,"14766","14"
1995,9,15,"14781","11"
1995,9,16,"13192","9"
1995,9,17,"14016","18"
1995,9,18,"14766","8"
1995,9,19,"14770","12"
1995,9,20,"14763","16"
1995,9,21,"14777","25"
1995,9,22,"14785","25"
