origin,originlat,originlong,destination,destinationlat,destinationlong,weight,arrivaldelaymins,numofdelays,delaypercentage
ABE,40.65236278,-75.44040167,ATL,33.64044444,-84.42694444,853,9643,183,21
ABE,40.65236278,-75.44040167,CLE,41.41089417,-81.84939667,805,672,87,10
ABE,40.65236278,-75.44040167,CLT,35.21401111,-80.94312583,465,-1333,53,11
ABE,40.65236278,-75.44040167,CVG,39.04614278,-84.6621725,247,-1092,16,6
ABE,40.65236278,-75.44040167,DTW,42.21205889,-83.34883583,997,5168,152,15
ABE,40.65236278,-75.44040167,JFK,40.63975111,-73.77892556,3,73,3,100
ABE,40.65236278,-75.44040167,LGA,40.77724306,-73.87260917,9,962,8,88
ABE,40.65236278,-75.44040167,ORD,41.979595,-87.90446417,1425,21810,364,25
ABE,40.65236278,-75.44040167,PHL,39.87195278,-75.24114083,2,34,1,50
ABI,32.41132,-99.68189722,DFW,32.89595056,-97.0372,2660,13168,293,11
ABQ,35.04022222,-106.6091944,AMA,35.2193725,-101.7059272,368,4549,103,27
ABQ,35.04022222,-106.6091944,ATL,33.64044444,-84.42694444,1067,2029,129,12
ABQ,35.04022222,-106.6091944,AUS,30.19453278,-97.66987194,433,1364,69,15
ABQ,35.04022222,-106.6091944,BWI,39.17540167,-76.66819833,546,376,72,13
ABQ,35.04022222,-106.6091944,CLE,41.41089417,-81.84939667,12,-79,1,8
ABQ,35.04022222,-106.6091944,CVG,39.04614278,-84.6621725,260,3,32,12
ABQ,35.04022222,-106.6091944,DAL,32.84711389,-96.85177222,3078,12253,469,15
ABQ,35.04022222,-106.6091944,DEN,39.85840806,-104.6670019,4318,10932,596,13
ABQ,35.04022222,-106.6091944,DFW,32.89595056,-97.0372,2888,17734,458,15
ABQ,35.04022222,-106.6091944,ELP,31.80666667,-106.3778056,799,7255,154,19
ABQ,35.04022222,-106.6091944,EWR,40.69249722,-74.16866056,167,-260,28,16
ABQ,35.04022222,-106.6091944,HOU,29.64541861,-95.27888889,1011,3462,158,15
ABQ,35.04022222,-106.6091944,IAD,38.94453194,-77.45580972,365,-1257,43,11
ABQ,35.04022222,-106.6091944,IAH,29.98047222,-95.33972222,2261,17042,381,16
ABQ,35.04022222,-106.6091944,LAS,36.08036111,-115.1523333,2402,15706,435,18
ABQ,35.04022222,-106.6091944,LAX,33.94253611,-118.4080744,2395,21885,568,23
ABQ,35.04022222,-106.6091944,LBB,33.66363889,-101.8227778,366,1305,55,15
ABQ,35.04022222,-106.6091944,MAF,31.94252778,-102.2019139,367,5286,111,30
ABQ,35.04022222,-106.6091944,MCI,39.29760528,-94.71390556,670,2038,109,16
ABQ,35.04022222,-106.6091944,MCO,28.42888889,-81.31602778,730,-1586,81,11
ABQ,35.04022222,-106.6091944,MDW,41.7859825,-87.75242444,730,-1014,66,9
ABQ,35.04022222,-106.6091944,MSP,44.88054694,-93.2169225,677,1216,93,13
ABQ,35.04022222,-106.6091944,OAK,37.72129083,-122.2207167,1016,2271,164,16
ABQ,35.04022222,-106.6091944,OKC,35.39308833,-97.60073389,229,1779,51,22
ABQ,35.04022222,-106.6091944,ONT,34.056,-117.6011944,446,2659,68,15
ABQ,35.04022222,-106.6091944,ORD,41.979595,-87.90446417,751,9586,197,26
ABQ,35.04022222,-106.6091944,PDX,45.58872222,-122.5975,366,4432,108,29
ABQ,35.04022222,-106.6091944,PHX,33.43416667,-112.0080556,5265,19625,828,15
ABQ,35.04022222,-106.6091944,SAN,32.73355611,-117.1896567,1034,5051,179,17
ABQ,35.04022222,-106.6091944,SAT,29.53369444,-98.46977778,424,1194,51,12
ABQ,35.04022222,-106.6091944,SEA,47.44898194,-122.3093131,721,4851,165,22
ABQ,35.04022222,-106.6091944,SFO,37.61900194,-122.3748433,530,69,61,11
ABQ,35.04022222,-106.6091944,SLC,40.78838778,-111.9777731,2307,2050,276,11
ABQ,35.04022222,-106.6091944,SMF,38.69542167,-121.5907669,466,3196,84,18
ABQ,35.04022222,-106.6091944,STL,38.74768694,-90.35998972,366,-3136,16,4
ABQ,35.04022222,-106.6091944,TPA,27.97547222,-82.53325,366,262,48,13
ABQ,35.04022222,-106.6091944,TUL,36.19837222,-95.88824167,230,76,30,13
ABQ,35.04022222,-106.6091944,TUS,32.11608333,-110.9410278,719,7538,166,23
ABY,31.535515,-84.19447333,ATL,33.64044444,-84.42694444,1095,12741,224,20
ACK,41.25305194,-70.06018139,EWR,40.69249722,-74.16866056,234,5828,82,35
ACK,41.25305194,-70.06018139,JFK,40.63975111,-73.77892556,223,6157,75,33
ACT,31.61128833,-97.23051917,DFW,32.89595056,-97.0372,1993,5921,246,12
ACV,40.97811528,-124.1086189,CEC,41.78015722,-124.2365333,362,661,42,11
ACV,40.97811528,-124.1086189,SFO,37.61900194,-122.3748433,2343,50782,734,31
ACV,40.97811528,-124.1086189,SLC,40.78838778,-111.9777731,388,-130,26,6
ACV,40.97811528,-124.1086189,SMF,38.69542167,-121.5907669,618,1730,86,13
ACY,39.45758333,-74.57716667,ATL,33.64044444,-84.42694444,113,541,12,10
ACY,39.45758333,-74.57716667,LGA,40.77724306,-73.87260917,2,60,2,100
ADK,51.87796389,-176.6460306,ANC,61.17432028,-149.9961856,102,417,22,21
ADQ,57.74996778,-152.4938553,ANC,61.17432028,-149.9961856,706,2448,120,16
AEX,31.32737167,-92.54855611,ATL,33.64044444,-84.42694444,983,14635,248,25
AEX,31.32737167,-92.54855611,DFW,32.89595056,-97.0372,1005,6601,152,15
AEX,31.32737167,-92.54855611,IAH,29.98047222,-95.33972222,342,2782,67,19
AGS,33.369955,-81.96449611,ATL,33.64044444,-84.42694444,2380,27694,546,22
AGS,33.369955,-81.96449611,CLT,35.21401111,-80.94312583,16,141,5,31
AGS,33.369955,-81.96449611,LGA,40.77724306,-73.87260917,7,131,3,42
AKN,58.67680167,-156.6492175,ANC,61.17432028,-149.9961856,78,1583,32,41
AKN,58.67680167,-156.6492175,DLG,59.0454125,-158.5033389,38,886,21,55
ALB,42.74811944,-73.80297861,ATL,33.64044444,-84.42694444,1154,21037,395,34
ALB,42.74811944,-73.80297861,BOS,42.3643475,-71.00517917,1,71,1,100
ALB,42.74811944,-73.80297861,BWI,39.17540167,-76.66819833,2297,12749,357,15
ALB,42.74811944,-73.80297861,CLE,41.41089417,-81.84939667,1113,11110,278,24
ALB,42.74811944,-73.80297861,CLT,35.21401111,-80.94312583,956,1480,160,16
ALB,42.74811944,-73.80297861,CVG,39.04614278,-84.6621725,914,2205,129,14
ALB,42.74811944,-73.80297861,DCA,38.85208333,-77.03772222,327,-1725,23,7
ALB,42.74811944,-73.80297861,DTW,42.21205889,-83.34883583,1013,6643,195,19
ALB,42.74811944,-73.80297861,EWR,40.69249722,-74.16866056,611,14242,214,35
ALB,42.74811944,-73.80297861,FLL,26.07258333,-80.15275,60,-29,10,16
ALB,42.74811944,-73.80297861,JFK,40.63975111,-73.77892556,367,9917,142,38
ALB,42.74811944,-73.80297861,LAS,36.08036111,-115.1523333,366,-405,71,19
ALB,42.74811944,-73.80297861,MCO,28.42888889,-81.31602778,1037,1263,158,15
ALB,42.74811944,-73.80297861,MDW,41.7859825,-87.75242444,730,-2464,82,11
ALB,42.74811944,-73.80297861,MSP,44.88054694,-93.2169225,57,218,9,15
ALB,42.74811944,-73.80297861,ORD,41.979595,-87.90446417,1630,19343,392,24
ALB,42.74811944,-73.80297861,PHL,39.87195278,-75.24114083,449,2150,80,17
ALB,42.74811944,-73.80297861,TPA,27.97547222,-82.53325,391,-2323,33,8
ALO,42.55708139,-92.40034361,MSP,44.88054694,-93.2169225,323,1710,27,8
AMA,35.2193725,-101.7059272,ABQ,35.04022222,-106.6091944,366,-629,10,2
AMA,35.2193725,-101.7059272,DAL,32.84711389,-96.85177222,2669,12108,365,13
AMA,35.2193725,-101.7059272,DEN,39.85840806,-104.6670019,729,465,95,13
AMA,35.2193725,-101.7059272,DFW,32.89595056,-97.0372,2556,22301,482,18
AMA,35.2193725,-101.7059272,IAH,29.98047222,-95.33972222,809,5657,121,14
AMA,35.2193725,-101.7059272,LAS,36.08036111,-115.1523333,366,2600,66,18
AMA,35.2193725,-101.7059272,TUL,36.19837222,-95.88824167,1,26,1,100
ANC,61.17432028,-149.9961856,ADK,51.87796389,-176.6460306,102,774,29,28
ANC,61.17432028,-149.9961856,ADQ,57.74996778,-152.4938553,706,907,72,10
ANC,61.17432028,-149.9961856,AKN,58.67680167,-156.6492175,116,1278,35,30
ANC,61.17432028,-149.9961856,ATL,33.64044444,-84.42694444,115,1667,30,26
ANC,61.17432028,-149.9961856,BET,60.77977639,-161.8379975,1035,5007,172,16
ANC,61.17432028,-149.9961856,CDV,60.49183389,-145.4776503,362,6763,113,31
ANC,61.17432028,-149.9961856,CVG,39.04614278,-84.6621725,90,621,27,30
ANC,61.17432028,-149.9961856,DEN,39.85840806,-104.6670019,451,2022,84,18
ANC,61.17432028,-149.9961856,DFW,32.89595056,-97.0372,153,2459,48,31
ANC,61.17432028,-149.9961856,DLG,59.0454125,-158.5033389,78,-175,7,8
ANC,61.17432028,-149.9961856,DTW,42.21205889,-83.34883583,96,154,14,14
ANC,61.17432028,-149.9961856,FAI,64.8136775,-147.8596694,3217,9587,506,15
ANC,61.17432028,-149.9961856,HNL,21.31869111,-157.9224072,236,-1103,45,19
ANC,61.17432028,-149.9961856,IAH,29.98047222,-95.33972222,207,4305,58,28
ANC,61.17432028,-149.9961856,JNU,58.35496194,-134.5762764,1163,8867,241,20
ANC,61.17432028,-149.9961856,LAS,36.08036111,-115.1523333,237,537,47,19
ANC,61.17432028,-149.9961856,LAX,33.94253611,-118.4080744,238,-490,36,15
ANC,61.17432028,-149.9961856,MSP,44.88054694,-93.2169225,826,4089,158,19
ANC,61.17432028,-149.9961856,OGG,20.89864972,-156.4304578,27,-59,3,11
ANC,61.17432028,-149.9961856,OME,64.51220222,-165.4452458,365,1626,57,15
ANC,61.17432028,-149.9961856,ORD,41.979595,-87.90446417,561,35,112,19
ANC,61.17432028,-149.9961856,OTZ,66.88467694,-162.5985497,725,2171,101,13
ANC,61.17432028,-149.9961856,PDX,45.58872222,-122.5975,576,-694,78,13
ANC,61.17432028,-149.9961856,PHX,33.43416667,-112.0080556,366,888,71,19
ANC,61.17432028,-149.9961856,SCC,70.19475583,-148.4651608,363,2490,66,18
ANC,61.17432028,-149.9961856,SEA,47.44898194,-122.3093131,6257,10902,1037,16
ANC,61.17432028,-149.9961856,SFO,37.61900194,-122.3748433,181,1622,45,24
ANC,61.17432028,-149.9961856,SLC,40.78838778,-111.9777731,478,-1256,40,8
ASE,39.22316,-106.868845,ATL,33.64044444,-84.42694444,16,109,4,25
ASE,39.22316,-106.868845,DEN,39.85840806,-104.6670019,3992,34888,821,20
ASE,39.22316,-106.868845,LAX,33.94253611,-118.4080744,334,4547,107,32
ASE,39.22316,-106.868845,ORD,41.979595,-87.90446417,332,12695,145,43
ASE,39.22316,-106.868845,PHX,33.43416667,-112.0080556,109,151,14,12
ASE,39.22316,-106.868845,SFO,37.61900194,-122.3748433,62,1985,29,46
ASE,39.22316,-106.868845,SLC,40.78838778,-111.9777731,459,4653,106,23
ATL,33.64044444,-84.42694444,ABE,40.65236278,-75.44040167,852,7462,190,22
ATL,33.64044444,-84.42694444,ABQ,35.04022222,-106.6091944,1064,12810,285,26
ATL,33.64044444,-84.42694444,ABY,31.535515,-84.19447333,1095,12036,277,25
ATL,33.64044444,-84.42694444,ACY,39.45758333,-74.57716667,113,1519,24,21
ATL,33.64044444,-84.42694444,AEX,31.32737167,-92.54855611,982,10308,222,22
ATL,33.64044444,-84.42694444,AGS,33.369955,-81.96449611,2381,26593,563,23
ATL,33.64044444,-84.42694444,ALB,42.74811944,-73.80297861,1153,16602,350,30
ATL,33.64044444,-84.42694444,ANC,61.17432028,-149.9961856,115,2157,37,32
ATL,33.64044444,-84.42694444,ASE,39.22316,-106.868845,16,553,7,43
ATL,33.64044444,-84.42694444,ATW,44.25740806,-88.51947556,742,6814,185,24
ATL,33.64044444,-84.42694444,AUS,30.19453278,-97.66987194,2255,31858,665,29
ATL,33.64044444,-84.42694444,AVL,35.43619444,-82.54180556,1936,16593,431,22
ATL,33.64044444,-84.42694444,AVP,41.33814944,-75.7242675,584,7949,171,29
ATL,33.64044444,-84.42694444,BDL,41.93887417,-72.68322833,2140,13322,398,18
ATL,33.64044444,-84.42694444,BGR,44.80744444,-68.82813889,270,5276,91,33
ATL,33.64044444,-84.42694444,BHM,33.56294306,-86.75354972,2871,24817,645,22
ATL,33.64044444,-84.42694444,BMI,40.47798556,-88.91595278,2509,24164,592,23
ATL,33.64044444,-84.42694444,BNA,36.12447667,-86.67818222,3096,27700,684,22
ATL,33.64044444,-84.42694444,BOI,43.56444444,-116.2227778,41,884,19,46
ATL,33.64044444,-84.42694444,BOS,42.3643475,-71.00517917,5990,56384,1415,23
ATL,33.64044444,-84.42694444,BQK,31.25902778,-81.46630556,924,8974,204,22
ATL,33.64044444,-84.42694444,BTR,30.53316083,-91.14963444,2665,36031,721,27
ATL,33.64044444,-84.42694444,BTV,44.47300361,-73.1503125,500,7005,143,28
ATL,33.64044444,-84.42694444,BUF,42.94052472,-78.73216667,3578,29627,771,21
ATL,33.64044444,-84.42694444,BWI,39.17540167,-76.66819833,5978,61157,1345,22
ATL,33.64044444,-84.42694444,BZN,45.77690139,-111.1530072,60,803,16,26
ATL,33.64044444,-84.42694444,CAE,33.93884,-81.11953944,2494,27543,611,24
ATL,33.64044444,-84.42694444,CAK,40.91631194,-81.44246556,3902,38355,877,22
ATL,33.64044444,-84.42694444,CHA,35.03526833,-85.20378778,2082,21136,504,24
ATL,33.64044444,-84.42694444,CHO,38.13863889,-78.45286111,786,7108,173,22
ATL,33.64044444,-84.42694444,CHS,32.89864639,-80.04050583,4492,42047,932,20
ATL,33.64044444,-84.42694444,CID,41.88458833,-91.71087222,357,1707,69,19
ATL,33.64044444,-84.42694444,CLE,41.41089417,-81.84939667,2865,32105,732,25
ATL,33.64044444,-84.42694444,CLT,35.21401111,-80.94312583,6720,66099,1676,24
ATL,33.64044444,-84.42694444,CMH,39.99798528,-82.89188278,1796,19275,430,23
ATL,33.64044444,-84.42694444,COS,38.80580556,-104.70025,589,10922,212,35
ATL,33.64044444,-84.42694444,CRP,27.77036083,-97.50121528,5,-8,1,20
ATL,33.64044444,-84.42694444,CRW,38.37315083,-81.59318972,1430,10831,285,19
ATL,33.64044444,-84.42694444,CSG,32.51633333,-84.93886111,1481,17196,378,25
ATL,33.64044444,-84.42694444,CVG,39.04614278,-84.6621725,2810,32439,635,22
ATL,33.64044444,-84.42694444,DAB,29.17991667,-81.05805556,2413,26748,555,23
ATL,33.64044444,-84.42694444,DAY,39.90237583,-84.219375,4372,38867,912,20
ATL,33.64044444,-84.42694444,DCA,38.85208333,-77.03772222,7289,55573,1380,18
ATL,33.64044444,-84.42694444,DEN,39.85840806,-104.6670019,5726,48438,1419,24
ATL,33.64044444,-84.42694444,DFW,32.89595056,-97.0372,9847,105745,2394,24
ATL,33.64044444,-84.42694444,DHN,31.32133917,-85.44962889,1397,16416,351,25
ATL,33.64044444,-84.42694444,DSM,41.53493306,-93.66068222,1114,9752,267,23
ATL,33.64044444,-84.42694444,DTW,42.21205889,-83.34883583,5612,50720,1227,21
ATL,33.64044444,-84.42694444,EGE,39.64256778,-106.9176953,110,-126,13,11
ATL,33.64044444,-84.42694444,ELP,31.80666667,-106.3778056,575,6573,140,24
ATL,33.64044444,-84.42694444,EVV,38.03799139,-87.53062667,1150,9280,263,22
ATL,33.64044444,-84.42694444,EWN,35.07297222,-77.04294444,791,4521,149,18
ATL,33.64044444,-84.42694444,EWR,40.69249722,-74.16866056,8028,161095,2701,33
ATL,33.64044444,-84.42694444,EYW,24.55611111,-81.75955556,974,18586,331,33
ATL,33.64044444,-84.42694444,FAY,34.99147222,-78.88,2173,27802,532,24
ATL,33.64044444,-84.42694444,FCA,48.31140472,-114.2550694,25,231,6,24
ATL,33.64044444,-84.42694444,FLL,26.07258333,-80.15275,7665,79542,1839,23
ATL,33.64044444,-84.42694444,FLO,34.18536111,-79.72388889,614,5899,119,19
ATL,33.64044444,-84.42694444,FNT,42.96550333,-83.74345639,3132,26648,702,22
ATL,33.64044444,-84.42694444,FSD,43.58135111,-96.74170028,135,2327,38,28
ATL,33.64044444,-84.42694444,FSM,35.33659028,-94.36744111,632,5400,138,21
ATL,33.64044444,-84.42694444,FWA,40.97846583,-85.19514639,1028,10911,251,24
ATL,33.64044444,-84.42694444,GNV,29.69005556,-82.27177778,2064,12969,431,20
ATL,33.64044444,-84.42694444,GPT,30.40728028,-89.07009278,3441,29378,768,22
ATL,33.64044444,-84.42694444,GRB,44.48507333,-88.12959,93,1526,33,35
ATL,33.64044444,-84.42694444,GRK,31.06489778,-97.82779778,642,4844,136,21
ATL,33.64044444,-84.42694444,GRR,42.88081972,-85.52276778,1352,12389,302,22
ATL,33.64044444,-84.42694444,GSO,36.09774694,-79.9372975,2866,32944,733,25
ATL,33.64044444,-84.42694444,GSP,34.89566722,-82.21885833,2450,20174,519,21
ATL,33.64044444,-84.42694444,GTR,33.45033444,-88.59136861,964,7925,185,19
ATL,33.64044444,-84.42694444,GUC,38.53396333,-106.9331817,2,68,2,100
ATL,33.64044444,-84.42694444,HDN,40.48118028,-107.2176597,107,1048,29,27
ATL,33.64044444,-84.42694444,HHH,32.224384,-80.697629,836,12837,234,27
ATL,33.64044444,-84.42694444,HNL,21.31869111,-157.9224072,637,10537,218,34
ATL,33.64044444,-84.42694444,HOU,29.64541861,-95.27888889,3593,29645,809,22
ATL,33.64044444,-84.42694444,HPN,41.06695778,-73.70757444,2155,18564,448,20
ATL,33.64044444,-84.42694444,HSV,34.6404475,-86.77310944,2627,22527,565,21
ATL,33.64044444,-84.42694444,IAD,38.94453194,-77.45580972,5309,51395,1154,21
ATL,33.64044444,-84.42694444,IAH,29.98047222,-95.33972222,5268,49620,1210,22
ATL,33.64044444,-84.42694444,ICT,37.64995889,-97.43304583,3146,35746,789,25
ATL,33.64044444,-84.42694444,ILM,34.27061111,-77.90255556,1996,22235,488,24
ATL,33.64044444,-84.42694444,IND,39.71732917,-86.29438417,3517,35735,810,23
ATL,33.64044444,-84.42694444,ISP,40.7952425,-73.10021194,214,2652,55,25
ATL,33.64044444,-84.42694444,JAC,43.60732417,-110.7377389,118,1430,30,25
ATL,33.64044444,-84.42694444,JAN,32.31116667,-90.07588889,2694,31101,654,24
ATL,33.64044444,-84.42694444,JAX,30.49405556,-81.68786111,5656,39892,1065,18
ATL,33.64044444,-84.42694444,JFK,40.63975111,-73.77892556,1915,36203,722,37
ATL,33.64044444,-84.42694444,LAS,36.08036111,-115.1523333,4766,55509,1432,30
ATL,33.64044444,-84.42694444,LAW,34.56771444,-98.41663667,544,1990,106,19
ATL,33.64044444,-84.42694444,LAX,33.94253611,-118.4080744,5406,76299,1802,33
ATL,33.64044444,-84.42694444,LEX,38.03697222,-84.60538889,2213,16522,503,22
ATL,33.64044444,-84.42694444,LFT,30.20527972,-91.987655,995,9508,224,22
ATL,33.64044444,-84.42694444,LGA,40.77724306,-73.87260917,10506,171890,3387,32
ATL,33.64044444,-84.42694444,LIT,34.72939611,-92.22424556,2527,29140,641,25
ATL,33.64044444,-84.42694444,LWB,37.85830556,-80.39947222,185,654,26,14
ATL,33.64044444,-84.42694444,LYH,37.32668528,-79.20043056,625,3638,126,20
ATL,33.64044444,-84.42694444,MCI,39.29760528,-94.71390556,4140,41173,928,22
ATL,33.64044444,-84.42694444,MCN,32.69284944,-83.64921083,652,8367,158,24
ATL,33.64044444,-84.42694444,MCO,28.42888889,-81.31602778,9613,97279,2209,22
ATL,33.64044444,-84.42694444,MDT,40.19349528,-76.76340361,1789,19811,429,23
ATL,33.64044444,-84.42694444,MDW,41.7859825,-87.75242444,3256,39619,834,25
ATL,33.64044444,-84.42694444,MEI,32.33313333,-88.75120556,674,4212,118,17
ATL,33.64044444,-84.42694444,MEM,35.04241667,-89.97666667,4866,47725,1047,21
ATL,33.64044444,-84.42694444,MFE,26.17583333,-98.23861111,9,31,3,33
ATL,33.64044444,-84.42694444,MGM,32.30064417,-86.39397611,2513,20754,533,21
ATL,33.64044444,-84.42694444,MHT,42.93451639,-71.43705583,695,13477,235,33
ATL,33.64044444,-84.42694444,MIA,25.79325,-80.29055556,6628,60753,1443,21
ATL,33.64044444,-84.42694444,MKE,42.94722222,-87.89658333,3610,27395,797,22
ATL,33.64044444,-84.42694444,MLB,28.10275,-80.64580556,2000,22935,508,25
ATL,33.64044444,-84.42694444,MLI,41.44852639,-90.50753917,2590,25628,634,24
ATL,33.64044444,-84.42694444,MLU,32.51086556,-92.03768778,983,9176,231,23
ATL,33.64044444,-84.42694444,MOB,30.69141667,-88.24283333,2224,20471,514,23
ATL,33.64044444,-84.42694444,MSN,43.13985778,-89.33751361,384,3425,89,23
ATL,33.64044444,-84.42694444,MSP,44.88054694,-93.2169225,5368,42011,1228,22
ATL,33.64044444,-84.42694444,MSY,29.99338889,-90.25802778,4695,38221,985,20
ATL,33.64044444,-84.42694444,MTJ,38.50886722,-107.8938333,37,378,11,29
ATL,33.64044444,-84.42694444,MYR,33.67975,-78.92833333,1853,29144,551,29
ATL,33.64044444,-84.42694444,OAJ,34.82916444,-77.61213778,1178,11268,260,22
ATL,33.64044444,-84.42694444,OAK,37.72129083,-122.2207167,90,1292,26,28
ATL,33.64044444,-84.42694444,OKC,35.39308833,-97.60073389,1883,25593,551,29
ATL,33.64044444,-84.42694444,OMA,41.30251861,-95.89417306,1730,22978,485,28
ATL,33.64044444,-84.42694444,ONT,34.056,-117.6011944,796,9184,236,29
ATL,33.64044444,-84.42694444,ORD,41.979595,-87.90446417,7677,128699,2196,28
ATL,33.64044444,-84.42694444,ORF,36.89461111,-76.20122222,2784,30341,688,24
ATL,33.64044444,-84.42694444,PBI,26.68316194,-80.09559417,4263,45700,1059,24
ATL,33.64044444,-84.42694444,PDX,45.58872222,-122.5975,1095,11145,292,26
ATL,33.64044444,-84.42694444,PFN,30.21208333,-85.68280556,2548,34703,672,26
ATL,33.64044444,-84.42694444,PHF,37.13189556,-76.4929875,4158,37881,874,21
ATL,33.64044444,-84.42694444,PHL,39.87195278,-75.24114083,6915,77986,1729,25
ATL,33.64044444,-84.42694444,PHX,33.43416667,-112.0080556,4603,41423,1202,26
ATL,33.64044444,-84.42694444,PIA,40.66424333,-89.69330556,622,7226,161,25
ATL,33.64044444,-84.42694444,PIT,40.49146583,-80.23287083,4555,39042,986,21
ATL,33.64044444,-84.42694444,PNS,30.47330556,-87.18744444,4429,42796,953,21
ATL,33.64044444,-84.42694444,PVD,41.72399917,-71.42822111,1389,19058,399,28
ATL,33.64044444,-84.42694444,PWM,43.64616667,-70.30875,904,12678,277,30
ATL,33.64044444,-84.42694444,RDU,35.87763889,-78.78747222,5411,45743,1114,20
ATL,33.64044444,-84.42694444,RIC,37.50516667,-77.31966667,4532,36743,886,19
ATL,33.64044444,-84.42694444,RNO,39.49857611,-119.7680647,167,3486,54,32
ATL,33.64044444,-84.42694444,ROA,37.32546833,-79.97542833,1732,10100,329,18
ATL,33.64044444,-84.42694444,ROC,43.11886611,-77.67238389,2489,25829,618,24
ATL,33.64044444,-84.42694444,RSW,26.53616667,-81.75516667,4193,35065,843,20
ATL,33.64044444,-84.42694444,SAN,32.73355611,-117.1896567,2857,31605,862,30
ATL,33.64044444,-84.42694444,SAT,29.53369444,-98.46977778,3239,42621,893,27
ATL,33.64044444,-84.42694444,SAV,32.12758333,-81.20213889,3892,30349,746,19
ATL,33.64044444,-84.42694444,SBN,41.70895361,-86.31847417,1038,8158,238,22
ATL,33.64044444,-84.42694444,SCE,40.851206,-77.846302,121,234,20,16
ATL,33.64044444,-84.42694444,SDF,38.17438889,-85.736,2754,30362,683,24
ATL,33.64044444,-84.42694444,SEA,47.44898194,-122.3093131,2574,21815,701,27
ATL,33.64044444,-84.42694444,SFO,37.61900194,-122.3748433,3462,44958,1111,32
ATL,33.64044444,-84.42694444,SGF,37.24432611,-93.38685806,1171,7703,249,21
ATL,33.64044444,-84.42694444,SHV,32.4466275,-93.82559833,1816,20077,425,23
ATL,33.64044444,-84.42694444,SJC,37.36186194,-121.9290089,640,8546,217,33
ATL,33.64044444,-84.42694444,SJU,18.43941667,-66.00183333,1874,12849,396,21
ATL,33.64044444,-84.42694444,SLC,40.78838778,-111.9777731,2860,32903,808,28
ATL,33.64044444,-84.42694444,SMF,38.69542167,-121.5907669,682,8488,210,30
ATL,33.64044444,-84.42694444,SNA,33.67565861,-117.8682225,1461,10864,369,25
ATL,33.64044444,-84.42694444,SRQ,27.39533333,-82.55411111,3326,37435,769,23
ATL,33.64044444,-84.42694444,STL,38.74768694,-90.35998972,3958,41675,967,24
ATL,33.64044444,-84.42694444,STT,18.33730556,-64.97336111,451,2751,87,19
ATL,33.64044444,-84.42694444,STX,17.70188889,-64.79855556,67,1308,30,44
ATL,33.64044444,-84.42694444,SWF,41.50409361,-74.10483833,1617,14634,374,23
ATL,33.64044444,-84.42694444,SYR,43.11118694,-76.10631056,1419,19605,397,27
ATL,33.64044444,-84.42694444,TLH,30.39652778,-84.35033333,2484,27710,585,23
ATL,33.64044444,-84.42694444,TOL,41.58680556,-83.80783333,119,54,21,17
ATL,33.64044444,-84.42694444,TPA,27.97547222,-82.53325,7311,70773,1574,21
ATL,33.64044444,-84.42694444,TRI,36.47521417,-82.40742056,1809,13642,376,20
ATL,33.64044444,-84.42694444,TUL,36.19837222,-95.88824167,1981,27122,547,27
ATL,33.64044444,-84.42694444,TUS,32.11608333,-110.9410278,668,8838,225,33
ATL,33.64044444,-84.42694444,TYS,35.81248722,-83.99285583,2428,24469,565,23
ATL,33.64044444,-84.42694444,VLD,30.7825,-83.27672222,938,9399,226,24
ATL,33.64044444,-84.42694444,VPS,30.48325,-86.5254,3046,50863,923,30
ATL,33.64044444,-84.42694444,XNA,36.28186944,-94.30681111,1769,16892,408,23
ATW,44.25740806,-88.51947556,ATL,33.64044444,-84.42694444,743,8078,191,25
ATW,44.25740806,-88.51947556,CVG,39.04614278,-84.6621725,697,6187,152,21
ATW,44.25740806,-88.51947556,DSM,41.53493306,-93.66068222,1,210,1,100
ATW,44.25740806,-88.51947556,DTW,42.21205889,-83.34883583,1020,-101,131,12
ATW,44.25740806,-88.51947556,MKE,42.94722222,-87.89658333,1032,2068,132,12
ATW,44.25740806,-88.51947556,MSP,44.88054694,-93.2169225,90,690,15,16
ATW,44.25740806,-88.51947556,ORD,41.979595,-87.90446417,2288,33798,572,25
AUS,30.19453278,-97.66987194,ABQ,35.04022222,-106.6091944,435,1493,61,14
AUS,30.19453278,-97.66987194,ATL,33.64044444,-84.42694444,2252,31474,596,26
AUS,30.19453278,-97.66987194,BNA,36.12447667,-86.67818222,792,1506,104,13
AUS,30.19453278,-97.66987194,BOS,42.3643475,-71.00517917,368,1504,65,17
AUS,30.19453278,-97.66987194,BWI,39.17540167,-76.66819833,730,-120,86,11
AUS,30.19453278,-97.66987194,CLE,41.41089417,-81.84939667,380,1922,63,16
AUS,30.19453278,-97.66987194,CLT,35.21401111,-80.94312583,659,3298,109,16
AUS,30.19453278,-97.66987194,CVG,39.04614278,-84.6621725,653,4082,114,17
AUS,30.19453278,-97.66987194,DAL,32.84711389,-96.85177222,5573,33131,825,14
AUS,30.19453278,-97.66987194,DEN,39.85840806,-104.6670019,2673,14495,435,16
AUS,30.19453278,-97.66987194,DFW,32.89595056,-97.0372,5506,35884,962,17
AUS,30.19453278,-97.66987194,DSM,41.53493306,-93.66068222,1,100,1,100
AUS,30.19453278,-97.66987194,ELP,31.80666667,-106.3778056,1349,7085,216,16
