origin,originlat,originlong,destination,destinationlat,destinationlong,weight,arrivaldelaymins,numofdelays,delaypercentage
DAB,29.17991667,-81.05805556,ATL,33.64044444,-84.42694444,2412,25494,496,20
DAB,29.17991667,-81.05805556,BWI,39.17540167,-76.66819833,32,448,8,25
DAB,29.17991667,-81.05805556,CLT,35.21401111,-80.94312583,23,-261,2,8
DAB,29.17991667,-81.05805556,EWR,40.69249722,-74.16866056,311,5253,96,30
DAB,29.17991667,-81.05805556,LGA,40.77724306,-73.87260917,159,4256,72,45
DAB,29.17991667,-81.05805556,MCO,28.42888889,-81.31602778,1,32,1,100
DAL,32.84711389,-96.85177222,ABQ,35.04022222,-106.6091944,3106,22573,578,18
DAL,32.84711389,-96.85177222,AMA,35.2193725,-101.7059272,2665,19427,455,17
DAL,32.84711389,-96.85177222,AUS,30.19453278,-97.66987194,5583,44821,1100,19
DAL,32.84711389,-96.85177222,BHM,33.56294306,-86.75354972,1051,1277,148,14
DAL,32.84711389,-96.85177222,ELP,31.80666667,-106.3778056,2282,15792,436,19
DAL,32.84711389,-96.85177222,HOU,29.64541861,-95.27888889,9790,95604,1989,20
DAL,32.84711389,-96.85177222,HRL,26.22850611,-97.65439389,33,-450,2,6
DAL,32.84711389,-96.85177222,IAH,29.98047222,-95.33972222,3730,36259,664,17
DAL,32.84711389,-96.85177222,LBB,33.66363889,-101.8227778,2680,22864,563,21
DAL,32.84711389,-96.85177222,LIT,34.72939611,-92.22424556,2330,24706,529,22
DAL,32.84711389,-96.85177222,MAF,31.94252778,-102.2019139,1997,24078,525,26
DAL,32.84711389,-96.85177222,MCI,39.29760528,-94.71390556,3922,35390,845,21
DAL,32.84711389,-96.85177222,MSY,29.99338889,-90.25802778,2096,21549,478,22
DAL,32.84711389,-96.85177222,OKC,35.39308833,-97.60073389,1686,17279,394,23
DAL,32.84711389,-96.85177222,ORD,41.979595,-87.90446417,1005,8756,208,20
DAL,32.84711389,-96.85177222,SAT,29.53369444,-98.46977778,4973,38984,927,18
DAL,32.84711389,-96.85177222,STL,38.74768694,-90.35998972,2722,17611,500,18
DAL,32.84711389,-96.85177222,TUL,36.19837222,-95.88824167,2277,18194,442,19
DAY,39.90237583,-84.219375,ATL,33.64044444,-84.42694444,4369,32433,861,19
DAY,39.90237583,-84.219375,BWI,39.17540167,-76.66819833,980,6086,155,15
DAY,39.90237583,-84.219375,CLE,41.41089417,-81.84939667,862,2682,115,13
DAY,39.90237583,-84.219375,CVG,39.04614278,-84.6621725,755,6525,141,18
DAY,39.90237583,-84.219375,DEN,39.85840806,-104.6670019,838,4285,139,16
DAY,39.90237583,-84.219375,DFW,32.89595056,-97.0372,1037,4416,187,18
DAY,39.90237583,-84.219375,DTW,42.21205889,-83.34883583,1322,135,167,12
DAY,39.90237583,-84.219375,EWR,40.69249722,-74.16866056,948,13395,241,25
DAY,39.90237583,-84.219375,IAD,38.94453194,-77.45580972,53,178,5,9
DAY,39.90237583,-84.219375,IAH,29.98047222,-95.33972222,864,6310,194,22
DAY,39.90237583,-84.219375,LAS,36.08036111,-115.1523333,43,-173,4,9
DAY,39.90237583,-84.219375,MCO,28.42888889,-81.31602778,416,952,55,13
DAY,39.90237583,-84.219375,MKE,42.94722222,-87.89658333,609,1428,85,13
DAY,39.90237583,-84.219375,MSP,44.88054694,-93.2169225,692,-119,94,13
DAY,39.90237583,-84.219375,ORD,41.979595,-87.90446417,1799,18606,412,22
DAY,39.90237583,-84.219375,TPA,27.97547222,-82.53325,204,2337,43,21
DBQ,42.40295944,-90.70916722,ORD,41.979595,-87.90446417,1349,12261,275,20
DCA,38.85208333,-77.03772222,ALB,42.74811944,-73.80297861,304,417,38,12
DCA,38.85208333,-77.03772222,ATL,33.64044444,-84.42694444,7296,64162,1362,18
DCA,38.85208333,-77.03772222,BDL,41.93887417,-72.68322833,1183,-1858,127,10
DCA,38.85208333,-77.03772222,BNA,36.12447667,-86.67818222,1401,14324,344,24
DCA,38.85208333,-77.03772222,BOS,42.3643475,-71.00517917,8929,33083,1429,16
DCA,38.85208333,-77.03772222,BTR,30.53316083,-91.14963444,129,650,30,23
DCA,38.85208333,-77.03772222,BUF,42.94052472,-78.73216667,632,-908,50,7
DCA,38.85208333,-77.03772222,CLE,41.41089417,-81.84939667,935,-1122,90,9
DCA,38.85208333,-77.03772222,CLT,35.21401111,-80.94312583,3001,1270,412,13
DCA,38.85208333,-77.03772222,CMH,39.99798528,-82.89188278,77,508,21,27
DCA,38.85208333,-77.03772222,CVG,39.04614278,-84.6621725,1841,12342,294,15
DCA,38.85208333,-77.03772222,DEN,39.85840806,-104.6670019,1429,8066,292,20
DCA,38.85208333,-77.03772222,DFW,32.89595056,-97.0372,3965,35077,999,25
DCA,38.85208333,-77.03772222,DSM,41.53493306,-93.66068222,272,393,50,18
DCA,38.85208333,-77.03772222,DTW,42.21205889,-83.34883583,2982,4291,351,11
DCA,38.85208333,-77.03772222,EWR,40.69249722,-74.16866056,2289,37846,725,31
DCA,38.85208333,-77.03772222,FLL,26.07258333,-80.15275,1361,4353,232,17
DCA,38.85208333,-77.03772222,GRR,42.88081972,-85.52276778,307,-246,41,13
DCA,38.85208333,-77.03772222,HSV,34.6404475,-86.77310944,561,6194,120,21
DCA,38.85208333,-77.03772222,IAH,29.98047222,-95.33972222,2919,12248,484,16
DCA,38.85208333,-77.03772222,IND,39.71732917,-86.29438417,968,1696,114,11
DCA,38.85208333,-77.03772222,JAN,32.31116667,-90.07588889,304,6609,122,40
DCA,38.85208333,-77.03772222,JAX,30.49405556,-81.68786111,888,-1256,110,12
DCA,38.85208333,-77.03772222,JFK,40.63975111,-73.77892556,3017,41800,807,26
DCA,38.85208333,-77.03772222,LAS,36.08036111,-115.1523333,365,2765,94,25
DCA,38.85208333,-77.03772222,LAX,33.94253611,-118.4080744,366,-1778,62,16
DCA,38.85208333,-77.03772222,LEX,38.03697222,-84.60538889,311,6819,121,38
DCA,38.85208333,-77.03772222,LGA,40.77724306,-73.87260917,11102,33107,2167,19
DCA,38.85208333,-77.03772222,MCO,28.42888889,-81.31602778,1845,2984,297,16
DCA,38.85208333,-77.03772222,MEM,35.04241667,-89.97666667,1043,4109,171,16
DCA,38.85208333,-77.03772222,MHT,42.93451639,-71.43705583,306,198,39,12
DCA,38.85208333,-77.03772222,MIA,25.79325,-80.29055556,2987,29106,733,24
DCA,38.85208333,-77.03772222,MKE,42.94722222,-87.89658333,122,3100,36,29
DCA,38.85208333,-77.03772222,MSN,43.13985778,-89.33751361,287,-210,28,9
DCA,38.85208333,-77.03772222,MSP,44.88054694,-93.2169225,2199,13683,412,18
DCA,38.85208333,-77.03772222,MSY,29.99338889,-90.25802778,408,-1914,47,11
DCA,38.85208333,-77.03772222,ORD,41.979595,-87.90446417,7427,64789,1623,21
DCA,38.85208333,-77.03772222,PBI,26.68316194,-80.09559417,909,1115,146,16
DCA,38.85208333,-77.03772222,PHX,33.43416667,-112.0080556,1081,8034,262,24
DCA,38.85208333,-77.03772222,PIT,40.49146583,-80.23287083,322,-17,35,10
DCA,38.85208333,-77.03772222,PVD,41.72399917,-71.42822111,671,104,80,11
DCA,38.85208333,-77.03772222,RDU,35.87763889,-78.78747222,2732,15231,470,17
DCA,38.85208333,-77.03772222,RSW,26.53616667,-81.75516667,706,-1561,69,9
DCA,38.85208333,-77.03772222,SEA,47.44898194,-122.3093131,727,1211,144,19
DCA,38.85208333,-77.03772222,SLC,40.78838778,-111.9777731,365,1472,69,18
DCA,38.85208333,-77.03772222,SRQ,27.39533333,-82.55411111,12,21,4,33
DCA,38.85208333,-77.03772222,STL,38.74768694,-90.35998972,1296,4244,169,13
DCA,38.85208333,-77.03772222,SYR,43.11118694,-76.10631056,313,464,42,13
DCA,38.85208333,-77.03772222,TPA,27.97547222,-82.53325,1554,2442,237,15
DCA,38.85208333,-77.03772222,XNA,36.28186944,-94.30681111,210,4995,86,40
DEN,39.85840806,-104.6670019,ABQ,35.04022222,-106.6091944,4309,27637,843,19
DEN,39.85840806,-104.6670019,AMA,35.2193725,-101.7059272,731,-2539,102,13
DEN,39.85840806,-104.6670019,ANC,61.17432028,-149.9961856,451,8725,196,43
DEN,39.85840806,-104.6670019,ASE,39.22316,-106.868845,3979,33667,826,20
DEN,39.85840806,-104.6670019,ATL,33.64044444,-84.42694444,5903,30047,1124,19
DEN,39.85840806,-104.6670019,AUS,30.19453278,-97.66987194,2719,15424,535,19
DEN,39.85840806,-104.6670019,BDL,41.93887417,-72.68322833,213,1058,46,21
DEN,39.85840806,-104.6670019,BFL,35.43359806,-119.0567681,533,2527,88,16
DEN,39.85840806,-104.6670019,BHM,33.56294306,-86.75354972,651,4285,139,21
DEN,39.85840806,-104.6670019,BIL,45.8076625,-108.5428611,1631,11456,320,19
DEN,39.85840806,-104.6670019,BIS,46.77411111,-100.7467222,1240,4891,213,17
DEN,39.85840806,-104.6670019,BNA,36.12447667,-86.67818222,2556,17327,518,20
DEN,39.85840806,-104.6670019,BOI,43.56444444,-116.2227778,2069,16653,452,21
DEN,39.85840806,-104.6670019,BOS,42.3643475,-71.00517917,2234,30537,626,28
DEN,39.85840806,-104.6670019,BUR,34.20061917,-118.3584969,1238,8214,260,21
DEN,39.85840806,-104.6670019,BWI,39.17540167,-76.66819833,2655,23291,651,24
DEN,39.85840806,-104.6670019,BZN,45.77690139,-111.1530072,1286,11587,282,21
DEN,39.85840806,-104.6670019,CAK,40.91631194,-81.44246556,780,5042,161,20
DEN,39.85840806,-104.6670019,CID,41.88458833,-91.71087222,572,3208,105,18
DEN,39.85840806,-104.6670019,CLE,41.41089417,-81.84939667,969,2347,161,16
DEN,39.85840806,-104.6670019,CLT,35.21401111,-80.94312583,1925,6615,343,17
DEN,39.85840806,-104.6670019,CMH,39.99798528,-82.89188278,685,4278,130,18
DEN,39.85840806,-104.6670019,COD,44.52019417,-109.0237961,481,1326,72,14
DEN,39.85840806,-104.6670019,COS,38.80580556,-104.70025,4188,26998,748,17
DEN,39.85840806,-104.6670019,CPR,42.90835556,-106.4644661,1533,3951,218,14
DEN,39.85840806,-104.6670019,CVG,39.04614278,-84.6621725,1384,3791,213,15
DEN,39.85840806,-104.6670019,DAY,39.90237583,-84.219375,850,4388,161,18
DEN,39.85840806,-104.6670019,DCA,38.85208333,-77.03772222,1428,10617,330,23
DEN,39.85840806,-104.6670019,DFW,32.89595056,-97.0372,8268,66035,1760,21
DEN,39.85840806,-104.6670019,DRO,37.15151667,-107.7537692,2473,6730,364,14
DEN,39.85840806,-104.6670019,DSM,41.53493306,-93.66068222,1404,14675,326,23
DEN,39.85840806,-104.6670019,DTW,42.21205889,-83.34883583,2913,19602,572,19
DEN,39.85840806,-104.6670019,EGE,39.64256778,-106.9176953,1673,12332,319,19
DEN,39.85840806,-104.6670019,ELP,31.80666667,-106.3778056,1060,4371,184,17
DEN,39.85840806,-104.6670019,EUG,44.12326,-123.2186856,726,5954,153,21
DEN,39.85840806,-104.6670019,EWR,40.69249722,-74.16866056,2189,57908,873,39
DEN,39.85840806,-104.6670019,FAR,46.91934889,-96.81498889,1246,2702,190,15
DEN,39.85840806,-104.6670019,FAT,36.77619444,-119.7181389,1266,5711,225,17
DEN,39.85840806,-104.6670019,FCA,48.31140472,-114.2550694,668,1597,97,14
DEN,39.85840806,-104.6670019,FLL,26.07258333,-80.15275,908,6600,208,22
DEN,39.85840806,-104.6670019,FSD,43.58135111,-96.74170028,1474,7996,273,18
DEN,39.85840806,-104.6670019,GCC,44.34889806,-105.5393614,695,9170,170,24
DEN,39.85840806,-104.6670019,GEG,47.61985556,-117.5338425,1440,15082,349,24
DEN,39.85840806,-104.6670019,GJT,39.1224125,-108.5267347,2469,4036,351,14
DEN,39.85840806,-104.6670019,GRR,42.88081972,-85.52276778,343,3695,91,26
DEN,39.85840806,-104.6670019,GTF,47.48200194,-111.3706853,868,5811,161,18
DEN,39.85840806,-104.6670019,GUC,38.53396333,-106.9331817,832,4682,166,19
DEN,39.85840806,-104.6670019,HDN,40.48118028,-107.2176597,1310,6568,236,18
DEN,39.85840806,-104.6670019,HLN,46.60681806,-111.9827503,414,162,63,15
DEN,39.85840806,-104.6670019,HNL,21.31869111,-157.9224072,367,1696,81,22
DEN,39.85840806,-104.6670019,HOU,29.64541861,-95.27888889,1056,-1002,149,14
DEN,39.85840806,-104.6670019,HSV,34.6404475,-86.77310944,654,2707,127,19
DEN,39.85840806,-104.6670019,IAD,38.94453194,-77.45580972,2943,29071,677,23
DEN,39.85840806,-104.6670019,IAH,29.98047222,-95.33972222,4788,35941,958,20
DEN,39.85840806,-104.6670019,ICT,37.64995889,-97.43304583,1583,17137,388,24
DEN,39.85840806,-104.6670019,IDA,43.51455556,-112.0701667,979,2768,154,15
DEN,39.85840806,-104.6670019,IND,39.71732917,-86.29438417,2083,8546,378,18
DEN,39.85840806,-104.6670019,JAC,43.60732417,-110.7377389,1340,17836,356,26
DEN,39.85840806,-104.6670019,JAX,30.49405556,-81.68786111,118,485,23,19
DEN,39.85840806,-104.6670019,JFK,40.63975111,-73.77892556,1084,13185,299,27
DEN,39.85840806,-104.6670019,KOA,19.73876583,-156.0456314,45,821,15,33
DEN,39.85840806,-104.6670019,LAS,36.08036111,-115.1523333,8147,77256,1918,23
DEN,39.85840806,-104.6670019,LAX,33.94253611,-118.4080744,8811,74557,2152,24
DEN,39.85840806,-104.6670019,LGA,40.77724306,-73.87260917,3051,60520,1187,38
DEN,39.85840806,-104.6670019,LIH,21.97598306,-159.3389581,45,442,12,26
DEN,39.85840806,-104.6670019,LIT,34.72939611,-92.22424556,121,1343,28,23
DEN,39.85840806,-104.6670019,LNK,40.85097222,-96.75925,1200,4201,181,15
DEN,39.85840806,-104.6670019,MCI,39.29760528,-94.71390556,5111,40036,1075,21
DEN,39.85840806,-104.6670019,MCO,28.42888889,-81.31602778,3015,15701,635,21
DEN,39.85840806,-104.6670019,MDW,41.7859825,-87.75242444,4338,20117,745,17
DEN,39.85840806,-104.6670019,MEM,35.04241667,-89.97666667,1730,12742,348,20
DEN,39.85840806,-104.6670019,MFR,42.37422778,-122.8734978,365,1709,65,17
DEN,39.85840806,-104.6670019,MIA,25.79325,-80.29055556,810,13084,271,33
DEN,39.85840806,-104.6670019,MKE,42.94722222,-87.89658333,1587,11823,315,19
DEN,39.85840806,-104.6670019,MLI,41.44852639,-90.50753917,723,5145,144,19
DEN,39.85840806,-104.6670019,MRY,36.5869825,-121.8429478,363,2254,69,19
DEN,39.85840806,-104.6670019,MSN,43.13985778,-89.33751361,1003,10462,228,22
DEN,39.85840806,-104.6670019,MSO,46.91630556,-114.0905556,1108,6661,208,18
DEN,39.85840806,-104.6670019,MSP,44.88054694,-93.2169225,5011,36459,997,19
DEN,39.85840806,-104.6670019,MSY,29.99338889,-90.25802778,1174,7716,265,22
DEN,39.85840806,-104.6670019,MTJ,38.50886722,-107.8938333,1592,4128,234,14
DEN,39.85840806,-104.6670019,OAK,37.72129083,-122.2207167,3100,25778,744,24
DEN,39.85840806,-104.6670019,OGG,20.89864972,-156.4304578,163,2910,53,32
DEN,39.85840806,-104.6670019,OKC,35.39308833,-97.60073389,2636,20281,565,21
DEN,39.85840806,-104.6670019,OMA,41.30251861,-95.89417306,3169,32784,731,23
DEN,39.85840806,-104.6670019,ONT,34.056,-117.6011944,1544,17034,406,26
DEN,39.85840806,-104.6670019,ORD,41.979595,-87.90446417,6051,106263,1915,31
DEN,39.85840806,-104.6670019,PBI,26.68316194,-80.09559417,94,-112,14,14
DEN,39.85840806,-104.6670019,PDX,45.58872222,-122.5975,4563,44817,1160,25
DEN,39.85840806,-104.6670019,PHL,39.87195278,-75.24114083,2975,35932,829,27
DEN,39.85840806,-104.6670019,PHX,33.43416667,-112.0080556,8391,52559,1683,20
DEN,39.85840806,-104.6670019,PIA,40.66424333,-89.69330556,363,1752,61,16
DEN,39.85840806,-104.6670019,PIT,40.49146583,-80.23287083,804,10645,221,27
DEN,39.85840806,-104.6670019,PSC,46.26468028,-119.1190292,939,3323,129,13
DEN,39.85840806,-104.6670019,PSP,33.82921556,-116.5062531,997,7733,226,22
DEN,39.85840806,-104.6670019,RAP,44.04532139,-103.0573708,2308,6451,344,14
DEN,39.85840806,-104.6670019,RDM,44.25406722,-121.1499633,12,67,3,25
DEN,39.85840806,-104.6670019,RDU,35.87763889,-78.78747222,470,3877,121,25
DEN,39.85840806,-104.6670019,RFD,42.19536389,-89.09721111,289,1312,48,16
DEN,39.85840806,-104.6670019,RKS,41.5942175,-109.0651928,545,1410,75,13
DEN,39.85840806,-104.6670019,RNO,39.49857611,-119.7680647,1350,14908,333,24
DEN,39.85840806,-104.6670019,RSW,26.53616667,-81.75516667,221,1210,38,17
DEN,39.85840806,-104.6670019,SAN,32.73355611,-117.1896567,5358,35076,1234,23
DEN,39.85840806,-104.6670019,SAT,29.53369444,-98.46977778,2651,21716,614,23
DEN,39.85840806,-104.6670019,SBA,34.42621194,-119.8403733,841,2098,141,16
DEN,39.85840806,-104.6670019,SDF,38.17438889,-85.736,384,2856,91,23
DEN,39.85840806,-104.6670019,SEA,47.44898194,-122.3093131,6414,60919,1721,26
DEN,39.85840806,-104.6670019,SFO,37.61900194,-122.3748433,5604,80562,1753,31
DEN,39.85840806,-104.6670019,SGF,37.24432611,-93.38685806,953,5620,182,19
DEN,39.85840806,-104.6670019,SJC,37.36186194,-121.9290089,3684,28810,861,23
DEN,39.85840806,-104.6670019,SLC,40.78838778,-111.9777731,8905,58964,1805,20
DEN,39.85840806,-104.6670019,SMF,38.69542167,-121.5907669,3331,33846,864,25
DEN,39.85840806,-104.6670019,SNA,33.67565861,-117.8682225,3340,19496,695,20
DEN,39.85840806,-104.6670019,STL,38.74768694,-90.35998972,2126,4262,374,17
DEN,39.85840806,-104.6670019,TPA,27.97547222,-82.53325,1682,13807,389,23
DEN,39.85840806,-104.6670019,TUL,36.19837222,-95.88824167,1628,15511,363,22
DEN,39.85840806,-104.6670019,TUS,32.11608333,-110.9410278,2089,14708,426,20
DEN,39.85840806,-104.6670019,TVC,44.74144472,-85.582235,88,-579,6,6
DEN,39.85840806,-104.6670019,TYS,35.81248722,-83.99285583,510,3760,101,19
DEN,39.85840806,-104.6670019,XNA,36.28186944,-94.30681111,686,3117,131,19
DFW,32.89595056,-97.0372,ABI,32.41132,-99.68189722,2660,23801,563,21
DFW,32.89595056,-97.0372,ABQ,35.04022222,-106.6091944,2888,32993,707,24
DFW,32.89595056,-97.0372,ACT,31.61128833,-97.23051917,1994,10463,356,17
DFW,32.89595056,-97.0372,AEX,31.32737167,-92.54855611,1003,6721,184,18
DFW,32.89595056,-97.0372,AMA,35.2193725,-101.7059272,2551,27375,672,26
DFW,32.89595056,-97.0372,ANC,61.17432028,-149.9961856,153,3246,65,42
DFW,32.89595056,-97.0372,ATL,33.64044444,-84.42694444,9849,101372,2270,23
DFW,32.89595056,-97.0372,AUS,30.19453278,-97.66987194,5508,53967,1290,23
DFW,32.89595056,-97.0372,BDL,41.93887417,-72.68322833,1065,13603,290,27
DFW,32.89595056,-97.0372,BHM,33.56294306,-86.75354972,1287,11615,285,22
DFW,32.89595056,-97.0372,BMI,40.47798556,-88.91595278,60,1383,23,38
DFW,32.89595056,-97.0372,BNA,36.12447667,-86.67818222,2861,22327,620,21
DFW,32.89595056,-97.0372,BOS,42.3643475,-71.00517917,3036,32893,801,26
DFW,32.89595056,-97.0372,BTR,30.53316083,-91.14963444,2919,20534,596,20
DFW,32.89595056,-97.0372,BUF,42.94052472,-78.73216667,93,2979,49,52
DFW,32.89595056,-97.0372,BUR,34.20061917,-118.3584969,1375,15554,373,27
DFW,32.89595056,-97.0372,BWI,39.17540167,-76.66819833,2309,15667,466,20
DFW,32.89595056,-97.0372,CAE,33.93884,-81.11953944,1157,6471,234,20
DFW,32.89595056,-97.0372,CHA,35.03526833,-85.20378778,426,2595,84,19
DFW,32.89595056,-97.0372,CHS,32.89864639,-80.04050583,1154,5576,214,18
DFW,32.89595056,-97.0372,CID,41.88458833,-91.71087222,1897,11528,383,20
DFW,32.89595056,-97.0372,CLE,41.41089417,-81.84939667,1665,21285,454,27
DFW,32.89595056,-97.0372,CLL,30.58858944,-96.36382417,1104,6541,217,19
DFW,32.89595056,-97.0372,CLT,35.21401111,-80.94312583,3797,13368,635,16
DFW,32.89595056,-97.0372,CMH,39.99798528,-82.89188278,1694,14442,388,22
DFW,32.89595056,-97.0372,CMI,40.03925,-88.27805556,366,3748,90,24
DFW,32.89595056,-97.0372,COS,38.80580556,-104.70025,2034,24781,494,24
DFW,32.89595056,-97.0372,CRP,27.77036083,-97.50121528,2509,13796,471,18
DFW,32.89595056,-97.0372,CVG,39.04614278,-84.6621725,3244,20844,637,19
DFW,32.89595056,-97.0372,DAY,39.90237583,-84.219375,1038,8657,206,19
DFW,32.89595056,-97.0372,DCA,38.85208333,-77.03772222,3965,44140,1018,25
DFW,32.89595056,-97.0372,DEN,39.85840806,-104.6670019,8193,73273,1783,21
DFW,32.89595056,-97.0372,DSM,41.53493306,-93.66068222,2134,17381,490,22
DFW,32.89595056,-97.0372,DTW,42.21205889,-83.34883583,2792,22419,627,22
DFW,32.89595056,-97.0372,EGE,39.64256778,-106.9176953,457,11072,177,38
DFW,32.89595056,-97.0372,ELP,31.80666667,-106.3778056,2900,30568,680,23
DFW,32.89595056,-97.0372,EVV,38.03799139,-87.53062667,365,3273,90,24
DFW,32.89595056,-97.0372,EWR,40.69249722,-74.16866056,3728,81284,1365,36
DFW,32.89595056,-97.0372,FAT,36.77619444,-119.7181389,730,8896,204,27
DFW,32.89595056,-97.0372,FLL,26.07258333,-80.15275,2296,26444,620,27
DFW,32.89595056,-97.0372,FNT,42.96550333,-83.74345639,245,825,47,19
DFW,32.89595056,-97.0372,FSM,35.33659028,-94.36744111,1825,11772,349,19
DFW,32.89595056,-97.0372,FWA,40.97846583,-85.19514639,713,3215,132,18
DFW,32.89595056,-97.0372,GGG,32.38486111,-94.71171,971,5289,187,19
DFW,32.89595056,-97.0372,GJT,39.1224125,-108.5267347,600,1757,105,17
DFW,32.89595056,-97.0372,GPT,30.40728028,-89.07009278,1155,9303,252,21
DFW,32.89595056,-97.0372,GRK,31.06489778,-97.82779778,2562,25850,646,25
DFW,32.89595056,-97.0372,GRR,42.88081972,-85.52276778,793,6225,167,21
DFW,32.89595056,-97.0372,GSO,36.09774694,-79.9372975,1037,4839,183,17
DFW,32.89595056,-97.0372,GSP,34.89566722,-82.21885833,1435,5901,253,17
DFW,32.89595056,-97.0372,GUC,38.53396333,-106.9331817,109,4141,44,40
DFW,32.89595056,-97.0372,HDN,40.48118028,-107.2176597,126,2129,44,34
DFW,32.89595056,-97.0372,HNL,21.31869111,-157.9224072,732,3982,135,18
DFW,32.89595056,-97.0372,HOU,29.64541861,-95.27888889,2425,17734,526,21
DFW,32.89595056,-97.0372,HSV,34.6404475,-86.77310944,1714,16294,409,23
DFW,32.89595056,-97.0372,IAD,38.94453194,-77.45580972,2010,17040,473,23
DFW,32.89595056,-97.0372,IAH,29.98047222,-95.33972222,5526,52581,1022,18
DFW,32.89595056,-97.0372,ICT,37.64995889,-97.43304583,1792,17245,361,20
DFW,32.89595056,-97.0372,IND,39.71732917,-86.29438417,2086,16482,437,20
DFW,32.89595056,-97.0372,JAC,43.60732417,-110.7377389,213,3977,57,26
DFW,32.89595056,-97.0372,JAN,32.31116667,-90.07588889,2604,21473,562,21
DFW,32.89595056,-97.0372,JAX,30.49405556,-81.68786111,1366,10528,273,19
DFW,32.89595056,-97.0372,JFK,40.63975111,-73.77892556,833,11470,263,31
DFW,32.89595056,-97.0372,LAS,36.08036111,-115.1523333,4956,57130,1245,25
DFW,32.89595056,-97.0372,LAW,34.56771444,-98.41663667,1822,8973,310,17
DFW,32.89595056,-97.0372,LAX,33.94253611,-118.4080744,6571,76770,1880,28
DFW,32.89595056,-97.0372,LBB,33.66363889,-101.8227778,3012,30574,769,25
DFW,32.89595056,-97.0372,LEX,38.03697222,-84.60538889,908,5032,167,18
DFW,32.89595056,-97.0372,LFT,30.20527972,-91.987655,1181,10252,261,22
DFW,32.89595056,-97.0372,LGA,40.77724306,-73.87260917,5365,97611,1903,35
DFW,32.89595056,-97.0372,LIT,34.72939611,-92.22424556,3245,38145,841,25
DFW,32.89595056,-97.0372,LRD,27.54373861,-99.46154361,1400,12491,325,23
DFW,32.89595056,-97.0372,MAF,31.94252778,-102.2019139,1777,15142,400,22
DFW,32.89595056,-97.0372,MCI,39.29760528,-94.71390556,2878,32774,711,24
DFW,32.89595056,-97.0372,MCO,28.42888889,-81.31602778,4114,42670,994,24
DFW,32.89595056,-97.0372,MDT,40.19349528,-76.76340361,272,4968,101,37
DFW,32.89595056,-97.0372,MEM,35.04241667,-89.97666667,2501,16304,433,17
DFW,32.89595056,-97.0372,MFE,26.17583333,-98.23861111,1439,10622,277,19
DFW,32.89595056,-97.0372,MIA,25.79325,-80.29055556,3350,58648,1158,34
DFW,32.89595056,-97.0372,MKE,42.94722222,-87.89658333,745,3270,142,19
DFW,32.89595056,-97.0372,MLI,41.44852639,-90.50753917,588,2428,95,16
DFW,32.89595056,-97.0372,MLU,32.51086556,-92.03768778,964,2900,152,15
DFW,32.89595056,-97.0372,MOB,30.69141667,-88.24283333,1398,6428,234,16
DFW,32.89595056,-97.0372,MSN,43.13985778,-89.33751361,946,5878,198,20
DFW,32.89595056,-97.0372,MSP,44.88054694,-93.2169225,2810,22954,618,21
DFW,32.89595056,-97.0372,MSY,29.99338889,-90.25802778,2501,28493,619,24
DFW,32.89595056,-97.0372,MTJ,38.50886722,-107.8938333,231,4705,88,38
DFW,32.89595056,-97.0372,OAK,37.72129083,-122.2207167,724,10828,221,30
DFW,32.89595056,-97.0372,OGG,20.89864972,-156.4304578,366,-307,48,13
DFW,32.89595056,-97.0372,OKC,35.39308833,-97.60073389,2846,26586,586,20
DFW,32.89595056,-97.0372,OMA,41.30251861,-95.89417306,1747,19641,448,25
DFW,32.89595056,-97.0372,ONT,34.056,-117.6011944,1741,21790,495,28
DFW,32.89595056,-97.0372,ORD,41.979595,-87.90446417,8165,143287,2558,31
DFW,32.89595056,-97.0372,ORF,36.89461111,-76.20122222,1035,9386,245,23
DFW,32.89595056,-97.0372,PBI,26.68316194,-80.09559417,853,9701,228,26
DFW,32.89595056,-97.0372,PDX,45.58872222,-122.5975,1578,23118,481,30
DFW,32.89595056,-97.0372,PHL,39.87195278,-75.24114083,3483,44591,966,27
DFW,32.89595056,-97.0372,PHX,33.43416667,-112.0080556,5388,45728,1112,20
DFW,32.89595056,-97.0372,PIA,40.66424333,-89.69330556,635,5560,134,21
DFW,32.89595056,-97.0372,PIT,40.49146583,-80.23287083,2140,25898,594,27
DFW,32.89595056,-97.0372,PNS,30.47330556,-87.18744444,2020,13346,409,20
DFW,32.89595056,-97.0372,PSP,33.82921556,-116.5062531,1095,12609,312,28
DFW,32.89595056,-97.0372,RDU,35.87763889,-78.78747222,2347,21689,530,22
DFW,32.89595056,-97.0372,RIC,37.50516667,-77.31966667,1041,10286,251,24
DFW,32.89595056,-97.0372,RNO,39.49857611,-119.7680647,1093,16350,331,30
DFW,32.89595056,-97.0372,ROC,43.11886611,-77.67238389,176,1608,46,26
DFW,32.89595056,-97.0372,ROW,33.30155556,-104.5305556,961,7676,213,22
DFW,32.89595056,-97.0372,RSW,26.53616667,-81.75516667,918,8834,214,23
DFW,32.89595056,-97.0372,SAN,32.73355611,-117.1896567,3526,45821,1012,28
DFW,32.89595056,-97.0372,SAT,29.53369444,-98.46977778,5414,50176,1235,22
DFW,32.89595056,-97.0372,SAV,32.12758333,-81.20213889,795,6504,191,24
DFW,32.89595056,-97.0372,SBA,34.42621194,-119.8403733,365,5567,123,33
